"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.734355411410303E9,"2024-12-16 14:23:31.410 UTC+01:00"
"PAUSE",1.264985862502363E1,1.734355424060134E9,"2024-12-16 14:23:44.060 UTC+01:00"
