"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.565462400E-2,3.729807854E0,7.097671509E0,-8.666753769E-1
3.565462400E-2,3.789236546E0,7.072176933E0,-9.402208328E-1
4.565462400E-2,3.901339531E0,7.068236351E0,-8.677110672E-1
5.565462400E-2,3.967951298E0,7.071501732E0,-8.574390411E-1
6.565462400E-2,3.966881037E0,7.111470222E0,-9.066238403E-1
7.565462400E-2,3.949114323E0,7.145668507E0,-9.672431946E-1
8.565462400E-2,3.911298513E0,7.141228199E0,-9.867811203E-1
9.565462400E-2,3.871029615E0,7.126218796E0,-9.812870026E-1
1.056546240E-1,3.836147785E0,7.105419159E0,-9.740858078E-1
1.156546240E-1,3.818281174E0,7.096771717E0,-9.816675186E-1
1.256546240E-1,3.805796623E0,7.103625298E0,-1.001917839E0
1.356546240E-1,3.785357475E0,7.121723652E0,-1.035029411E0
1.456546240E-1,3.759672642E0,7.135590553E0,-1.099768639E0
1.556546240E-1,3.738126755E0,7.148342133E0,-1.152857780E0
1.656546240E-1,3.704039097E0,7.165976524E0,-1.203613281E0
1.756546240E-1,3.651562691E0,7.186741829E0,-1.264429092E0
1.856546240E-1,3.595046997E0,7.189361095E0,-1.320872307E0
1.956546240E-1,3.534814358E0,7.175344944E0,-1.355665684E0
2.056546240E-1,3.444900036E0,7.139870644E0,-1.365950108E0
2.156546240E-1,3.339092255E0,7.105959892E0,-1.365858555E0
2.256546240E-1,3.209308147E0,7.074461937E0,-1.352637291E0
2.356546240E-1,3.077042580E0,7.058969498E0,-1.320847511E0
2.456546240E-1,2.967261314E0,7.062985420E0,-1.260077477E0
2.556546240E-1,2.906104565E0,7.078539371E0,-1.184387207E0
2.656546240E-1,2.881307125E0,7.098217964E0,-1.103922844E0
2.756546240E-1,2.888139725E0,7.126729488E0,-1.024363518E0
2.856546240E-1,2.904849768E0,7.166157722E0,-9.515066147E-1
2.956546240E-1,2.910755157E0,7.208770275E0,-8.790655136E-1
3.056546240E-1,2.884429693E0,7.249496460E0,-8.051662445E-1
3.156546240E-1,2.853075027E0,7.279590607E0,-7.339267731E-1
3.256546240E-1,2.818949461E0,7.280353546E0,-6.625833511E-1
3.356546240E-1,2.785660267E0,7.276187897E0,-6.081991196E-1
3.456546240E-1,2.743320942E0,7.286257267E0,-5.737037659E-1
3.556546240E-1,2.691451550E0,7.311295509E0,-5.570802689E-1
3.656546240E-1,2.704415321E0,7.314807892E0,-5.535011292E-1
3.756546240E-1,2.577607393E0,7.341133118E0,-5.748271942E-1
3.856546240E-1,2.531744480E0,7.351347446E0,-6.180896759E-1
3.956546240E-1,2.489114761E0,7.377570152E0,-6.516294479E-1
4.056546240E-1,2.472030401E0,7.413775444E0,-6.816568375E-1
4.156546240E-1,2.464738846E0,7.438401222E0,-6.959877014E-1
4.256546240E-1,2.446266890E0,7.445778847E0,-6.617078781E-1
4.356546240E-1,2.404951096E0,7.449685097E0,-5.846977234E-1
4.456546240E-1,2.337822437E0,7.447103977E0,-4.662532806E-1
4.556546240E-1,2.246136904E0,7.443994522E0,-3.570070267E-1
4.656546240E-1,2.121910572E0,7.435960770E0,-2.867822647E-1
4.756546240E-1,1.999702573E0,7.415516853E0,-2.953462601E-1
4.856546240E-1,1.884553075E0,7.407497406E0,-4.003362656E-1
4.956546240E-1,1.794656754E0,7.415208340E0,-5.693817139E-1
5.056546240E-1,1.727980852E0,7.459878445E0,-8.014850616E-1
5.156546240E-1,1.712276936E0,7.494587898E0,-1.005237579E0
5.256546240E-1,1.694430351E0,7.550529480E0,-1.179002762E0
5.356546240E-1,1.641182542E0,7.616969109E0,-1.307368279E0
5.456546240E-1,1.543123960E0,7.661763668E0,-1.386098862E0
5.556546240E-1,1.442969561E0,7.683351040E0,-1.427669525E0
5.656546240E-1,1.366124153E0,7.650157452E0,-1.361928463E0
5.756546240E-1,1.312150240E0,7.614915371E0,-1.256277084E0
5.856546240E-1,1.295478582E0,7.575160980E0,-1.104412079E0
5.956546240E-1,1.317190289E0,7.557510376E0,-9.392518997E-1
6.056546240E-1,1.372087002E0,7.563848495E0,-7.760639191E-1
6.156546240E-1,1.436375737E0,7.584658623E0,-6.276588440E-1
6.256546240E-1,1.494236112E0,7.606164932E0,-5.245637894E-1
6.356546570E-1,1.532063961E0,7.610275269E0,-4.709320068E-1
6.456546570E-1,1.527168989E0,7.593002319E0,-4.847936630E-1
6.556546570E-1,1.489341259E0,7.568315506E0,-5.303697586E-1
6.656546570E-1,1.432277679E0,7.535626411E0,-6.097984314E-1
