"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.466927300E-2,2.499891520E-1,-8.186311722E-1,-5.421843529E-1
4.466927300E-2,1.374850273E-1,-7.508311272E-1,-7.797336578E-1
5.466927300E-2,3.674745560E-2,-7.233376503E-1,-9.909682274E-1
6.466927300E-2,-5.734324455E-2,-7.334737778E-1,-1.259187698E0
7.466927300E-2,-1.068973541E-1,-7.937173843E-1,-1.657421112E0
8.466927300E-2,-1.192314625E-1,-9.013876915E-1,-2.047457218E0
9.466927300E-2,-2.826344967E-2,-1.069407463E0,-2.299844742E0
1.046692730E-1,5.566382408E-2,-1.233305693E0,-2.475796700E0
1.146692730E-1,9.682822227E-2,-1.353338242E0,-2.651172638E0
1.246692730E-1,5.319595337E-2,-1.431893587E0,-2.846850872E0
1.346692730E-1,-1.836261749E-1,-1.503230333E0,-3.151254177E0
1.446692730E-1,-4.631246328E-1,-1.604458094E0,-3.481991768E0
1.546692730E-1,-7.629897594E-1,-1.727978706E0,-3.900693893E0
1.646692730E-1,-1.097492456E0,-1.847182751E0,-4.358191490E0
1.746692730E-1,-1.313171148E0,-2.012149572E0,-4.858314514E0
1.846692730E-1,-1.421752095E0,-2.209484100E0,-5.287199020E0
1.946692730E-1,-1.471752882E0,-2.425935030E0,-5.620106220E0
2.046692730E-1,-1.512304783E0,-2.612798214E0,-5.781033516E0
2.146692730E-1,-1.529742956E0,-2.715187550E0,-5.614325523E0
2.246692730E-1,-1.511190653E0,-2.748647928E0,-5.248811722E0
2.346692730E-1,-1.518831730E0,-2.912448406E0,-4.524007797E0
2.446692730E-1,-1.448061943E0,-2.806795835E0,-3.760999203E0
2.546692730E-1,-1.394419909E0,-2.516151667E0,-3.042263985E0
2.646692730E-1,-1.273581505E0,-2.272336006E0,-2.520262241E0
2.746692730E-1,-9.653458595E-1,-2.088337898E0,-2.362304688E0
2.846692730E-1,-6.158232689E-1,-1.961045623E0,-2.326368809E0
2.946692730E-1,-4.079709053E-1,-1.882667065E0,-2.341459274E0
3.046692730E-1,-2.167882919E-1,-1.863730788E0,-2.364571571E0
3.146692730E-1,-2.229270935E-1,-2.045832634E0,-2.344637871E0
3.246692730E-1,-3.729472160E-1,-2.179996014E0,-2.222037792E0
3.346692730E-1,-5.797743797E-1,-2.252904654E0,-1.840054989E0
3.446692730E-1,-7.830815315E-1,-2.345625401E0,-1.296519756E0
3.546692730E-1,-9.734263420E-1,-2.532848358E0,-6.533727646E-1
3.646692730E-1,-1.152962208E0,-2.694682598E0,-7.429838181E-2
3.746692730E-1,-1.298789978E0,-2.890912056E0,2.982754707E-1
3.846692730E-1,-1.364355564E0,-3.065701008E0,5.264463425E-1
3.946692730E-1,-1.280170918E0,-3.218698978E0,6.295261383E-1
4.046692730E-1,-1.137138367E0,-3.369357347E0,7.145605087E-1
4.146692730E-1,-9.803347588E-1,-3.513942480E0,8.255453110E-1
4.246692730E-1,-8.910717964E-1,-3.569953918E0,1.010329723E0
4.346692730E-1,-7.449464798E-1,-3.507441521E0,1.168957233E0
4.446692730E-1,-6.190700531E-1,-3.520071268E0,1.270815849E0
4.546692730E-1,-5.385675430E-1,-3.664334774E0,1.201297760E0
4.646692730E-1,-4.484415054E-1,-3.713683128E0,1.065488815E0
4.746692730E-1,-2.803115845E-1,-3.716956854E0,8.484933376E-1
4.846692730E-1,-4.777526855E-2,-3.694689274E0,6.186814308E-1
4.946692730E-1,2.650394440E-1,-3.706411123E0,4.434411526E-1
5.046692730E-1,5.685482025E-1,-3.772181749E0,3.872189522E-1
5.146692730E-1,9.578304291E-1,-3.764609098E0,5.178315639E-1
5.246692730E-1,1.344007492E0,-3.712392807E0,7.417700291E-1
5.346692730E-1,1.676612854E0,-3.721520185E0,9.570019245E-1
5.446692730E-1,1.939893723E0,-3.761709213E0,1.084225655E0
5.546692730E-1,2.176094055E0,-3.870133162E0,1.095922947E0
5.646692730E-1,2.389676094E0,-4.003376961E0,1.081018448E0
5.746692730E-1,2.573214531E0,-4.094906807E0,1.063087463E0
5.846692730E-1,2.760099411E0,-4.142424583E0,1.025995374E0
5.946692730E-1,2.995509148E0,-4.178036690E0,9.506218433E-1
6.046692730E-1,3.253739357E0,-4.188194275E0,8.727724552E-1
6.146692730E-1,3.540150642E0,-4.209714413E0,8.206584454E-1
6.246692730E-1,3.851860046E0,-4.198720932E0,8.210572004E-1
6.346692730E-1,4.217556953E0,-4.184054375E0,8.634024858E-1
6.446692730E-1,4.657377243E0,-4.146797180E0,9.987199306E-1
6.546692730E-1,5.047634125E0,-4.160635471E0,1.207902193E0
6.646692730E-1,5.348372936E0,-4.220664978E0,1.386585474E0
6.746692730E-1,5.502251148E0,-4.304898262E0,1.634390235E0
6.846692730E-1,5.558182716E0,-4.360020638E0,1.924536467E0
6.946692730E-1,5.595234394E0,-4.376574039E0,2.246964455E0
7.046692730E-1,5.705861092E0,-4.364657402E0,2.575668335E0
7.146692730E-1,5.953647614E0,-4.268270016E0,2.884538412E0
7.246692730E-1,6.231083393E0,-4.132084370E0,3.149302483E0
7.346692730E-1,6.414892673E0,-3.838665962E0,3.334555149E0
7.446692730E-1,6.550821304E0,-3.490340233E0,3.448439121E0
7.546692730E-1,6.586137295E0,-3.072453499E0,3.456299067E0
7.646692730E-1,6.508562088E0,-2.664505482E0,3.394102573E0
7.746692730E-1,6.318373680E0,-2.188876152E0,3.298076391E0
