"event","experiment time","system time","system time text"
"START",0.000000000E0,1734350618.169,"2024-12-16 13:03:38.169 UTC+01:00"
"PAUSE",1.087066707E1,1734350629.040,"2024-12-16 13:03:49.040 UTC+01:00"
