"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.471958324E-3,8.196083456E-2,-1.272498965E-1,-9.038728476E-2
1.442595833E-2,8.183646202E-2,-1.301884204E-1,-1.370256245E-1
2.437995834E-2,7.053327560E-2,-1.151986048E-1,-1.718106270E-1
3.433295834E-2,3.182023019E-2,-1.109588519E-1,-1.841626465E-1
4.428695835E-2,1.421114895E-3,-1.038913354E-1,-1.881257594E-1
5.424095836E-2,-1.396316756E-2,-9.771706164E-2,-1.752786785E-1
6.419495837E-2,-2.551424876E-2,-8.003477752E-2,-1.342754215E-1
7.414895837E-2,-2.902136743E-2,-7.343173027E-2,-8.004625887E-2
8.410295832E-2,-2.175555006E-2,-4.570119083E-2,-4.974654317E-2
9.405695833E-2,-7.125207223E-3,-3.872424364E-2,-5.486567318E-2
1.040109583E-1,8.765971288E-4,-5.234516412E-2,-1.071210727E-1
1.139649583E-1,-7.468368858E-5,-8.946216851E-2,-1.685647219E-1
1.239189584E-1,-3.360451898E-3,-9.844460338E-2,-2.065610290E-1
1.338719584E-1,-2.802253468E-3,-8.462493122E-2,-2.305886000E-1
1.438259584E-1,-5.627430044E-3,-7.788888365E-2,-2.280022502E-1
1.537792917E-1,1.763108652E-3,-5.468076468E-2,-2.089523971E-1
1.637332917E-1,1.773083396E-2,-3.132852167E-2,-1.788018197E-1
1.736872917E-1,4.526764899E-2,-2.057254687E-2,-1.599684656E-1
1.836412917E-1,7.893989235E-2,-1.981779933E-2,-1.730487049E-1
1.935952917E-1,1.199642867E-1,-3.054501116E-2,-2.051909268E-1
2.035492917E-1,1.450265944E-1,-9.536293894E-2,-3.020165265E-1
2.135032917E-1,1.163973287E-1,1.498887222E-2,-3.434907198E-1
2.234572917E-1,2.293115556E-1,-2.186596394E-2,-1.831481606E-1
2.334112917E-1,2.040829062E-1,-5.716376752E-2,7.101135794E-3
2.433642917E-1,1.510951519E-1,-7.801017910E-2,9.078449011E-2
2.533182917E-1,2.610899694E-2,6.563540548E-2,1.590490341E-1
2.632722917E-1,-6.091725826E-2,1.777130812E-1,2.675241828E-1
2.732262917E-1,-2.318546474E-1,9.489249438E-2,1.690205038E-1
2.831802917E-1,-2.389267832E-1,-1.359540075E-1,-1.620164365E-1
