"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.734355172994840E9,"2024-12-16 14:19:32.995 UTC+01:00"
"PAUSE",1.168447908334201E1,1.734355184679289E9,"2024-12-16 14:19:44.679 UTC+01:00"
