Time,Angle,Acceleration,Velocity,Distance,Goal,Distance To Goal
0.0,0.0,0.0,0.0,-0.18180459180868558,0.4351117434901428,0.25330715168145723
0.05,-6.063814163208008,6.459349446918669,0.3229674723459335,-0.1656562181913889,0.4351117434901428,0.26945552529875394
0.1,-2.9933708906173706,-9.265172130988597,-0.14029113420349643,-0.1726707749015637,0.4351117434901428,0.2624409685885791
0.15000000000000002,-8.550198078155518,7.304688090297548,0.224943270311381,-0.16142361138599465,0.4351117434901428,0.27368813210414816
0.2,-4.679012894630432,-1.5904149416759596,0.14542252322758303,-0.1541524852246155,0.4351117434901428,0.2809592582655273
0.25,-4.864904284477234,-0.43638521083712223,0.12360326268572693,-0.14797232209032915,0.4351117434901428,0.28713942139981363
0.3,-5.239086151123047,1.8884636757640423,0.21802644647392905,-0.1370709997666327,0.4351117434901428,0.2980407437235101
0.35,-3.8957732915878296,-6.026033782252871,-0.08327524263871455,-0.14123476189856843,0.4351117434901428,0.2938769815915744
0.39999999999999997,-7.958357334136963,9.201517838533068,0.3768006492879389,-0.12239472943417148,0.4351117434901428,0.3127170140559713
0.44999999999999996,-2.5286996364593506,-9.802531311438422,-0.11332591628398225,-0.1280610252483706,0.4351117434901428,0.3070507182417722
0.49999999999999994,-8.074418306350708,8.925337616815359,0.3329409645567857,-0.11141397702053131,0.4351117434901428,0.3236977664696115
0.5499999999999999,-3.0086159706115723,-9.233448561482827,-0.1287314635173557,-0.11785055019639909,0.4351117434901428,0.3172611932937437
0.6,-8.312779664993286,8.207359865701832,0.28163652976773595,-0.1037687237080123,0.4351117434901428,0.33134301978213054
0.65,-3.720135986804962,-6.852153692722884,-0.06097115486840826,-0.10681728145143271,0.4351117434901428,0.3282944620387101
0.7000000000000001,-7.623405456542969,9.712890850460354,0.4246733876546095,-0.08558361206870224,0.4351117434901428,0.34952813142144057
0.7500000000000001,-1.9294190406799316,-9.24024849708799,-0.03733903719979004,-0.08745056392869174,0.4351117434901428,0.34766117956145104
0.8000000000000002,-6.801562309265137,9.101514355758672,0.4177366805881436,-0.06656372989928457,0.4351117434901428,0.36854801359085826
0.8500000000000002,-1.7940950393676758,-8.92250767856232,-0.028388703339972454,-0.06798316506628319,0.4351117434901428,0.3671285784238596
0.9000000000000002,-6.5697479248046875,8.464347865813485,0.3948286899507018,-0.048241730568748094,0.4351117434901428,0.3868700129213947
0.9500000000000003,-1.9088894128799438,-9.196402513752592,-0.06499143573692778,-0.05149130235559448,0.4351117434901428,0.38362044113454835
1.0000000000000002,-7.135149240493774,9.668566820664864,0.41843690529631544,-0.030569457090778705,0.4351117434901428,0.4045422863993641
1.0500000000000003,-1.715770959854126,-8.708193696977641,-0.016972779552566652,-0.031418096068407037,0.4351117434901428,0.40369364742173575
1.1000000000000003,-6.352419853210449,7.699557195869904,0.36800508024092854,-0.013017842056360609,0.4351117434901428,0.4220939014337822
1.1500000000000004,-2.0354200899600983,-9.441370803277286,-0.10406345992293575,-0.018221015052507398,0.4351117434901428,0.4168907284376354
1.2000000000000004,-7.650257349014282,9.687935552437468,0.38033331769893763,0.0007956508324394838,0.4351117434901428,0.4343160926577033
1.2500000000000004,-2.10099458694458,-9.54432203563068,-0.09688278408259637,-0.004048488371690335,0.4351117434901428,0.43106325511845245
1.3000000000000005,-7.5831139087677,9.74500989848745,0.3903677108417761,0.015469897170398473,0.4351117434901428,0.4196418463197443
1.3500000000000005,-2.459701746702194,-9.809882156151874,-0.1001263969658176,0.010463577322107592,0.4351117434901428,0.42464816616803525
1.4000000000000006,-8.060662746429443,8.960646449342049,0.34790592550128485,0.027858873597171836,0.4351117434901428,0.407252869892971
1.4500000000000006,-3.4901362657546997,-7.8030858457765815,-0.042248366787544234,0.025746455257794624,0.4351117434901428,0.4093652882323482
1.5000000000000007,-8.110357522964478,8.829862870306963,0.39924477672780395,0.04570869409418482,0.4351117434901428,0.389403049395958
1.5500000000000007,-3.411363959312439,-8.091301945893898,-0.005320320566890968,0.04544267806584027,0.4351117434901428,0.3896690654243025
1.6000000000000008,-8.340153694152832,8.112473835971796,0.40030337123169885,0.06545784662742521,0.4351117434901428,0.3696538968627176
1.6500000000000008,-4.062698483467102,-5.170968420149391,0.1417549502242293,0.07254559413863668,0.4351117434901428,0.3625661493515061
1.7000000000000008,-7.271823883056641,9.776227128784718,0.6305663066634652,0.10407390947180994,0.4351117434901428,0.33103783401833287
1.7500000000000009,-2.269666939973831,-9.732377236791372,0.14394744482389665,0.11127128171300478,0.4351117434901428,0.32384046177713804
1.800000000000001,-8.01978349685669,9.06151276095764,0.5970230828717786,0.1411224358565937,0.4351117434901428,0.29398930763354914
1.850000000000001,-3.445427715778351,-7.969122996691109,0.19856693303722317,0.15105078250845486,0.4351117434901428,0.284060960981688
1.900000000000001,-8.876569271087646,5.79682253246751,0.4884080596605987,0.1754711854914848,0.4351117434901428,0.25964055799865804
1.950000000000001,-6.27036988735199,7.371671364652506,0.8569916278932239,0.218320766886146,0.4351117434901428,0.21679097660399682
2.000000000000001,-2.3056288063526154,-9.758021510771457,0.36909055235465105,0.23677529450387855,0.4351117434901428,0.19833644898626426
2.0500000000000007,-7.867096662521362,9.383485743989631,0.8382648395541326,0.2786885364815852,0.4351117434901428,0.1564232070085576
2.1000000000000005,-3.3998286724090576,-8.131816802079753,0.4316739994501449,0.30027223645409246,0.4351117434901428,0.13483950703605035
2.1500000000000004,-8.955084085464478,5.394168385830669,0.7013824187416784,0.3353413573911764,0.4351117434901428,0.09977038609896643
