"event","experiment time","system time","system time text"
"START",0.000000000E0,1734012145.758,"2024-12-12 15:02:25.758 UTC+01:00"
"PAUSE",1.177628168E1,1734012157.534,"2024-12-12 15:02:37.534 UTC+01:00"
