"event","experiment time","system time","system time text"
"START",0.000000000E0,1734351420.840,"2024-12-16 13:17:00.840 UTC+01:00"
"PAUSE",1.246406591E1,1734351433.304,"2024-12-16 13:17:13.304 UTC+01:00"
