"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.734356060677645E9,"2024-12-16 14:34:20.678 UTC+01:00"
"PAUSE",1.251730175002012E1,1.734356073194927E9,"2024-12-16 14:34:33.195 UTC+01:00"
