"event","experiment time","system time","system time text"
"START",0.000000000E0,1734011223.402,"2024-12-12 14:47:03.402 UTC+01:00"
"PAUSE",2.353598044E1,1734011246.938,"2024-12-12 14:47:26.938 UTC+01:00"
