"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.719375018E-3,-8.018852770E-2,-2.120715752E-2,2.030228730E-3
1.767237502E-2,-8.638117462E-2,-2.527167462E-2,2.619362064E-2
2.762537502E-2,-5.641040951E-2,-4.009718448E-2,2.272387221E-2
3.757937497E-2,-2.993193083E-2,-8.780824393E-2,4.332082812E-3
4.753237497E-2,2.236652933E-2,-1.294641942E-1,-3.330603987E-2
5.748637498E-2,3.099943325E-2,-1.586809307E-1,-8.531917632E-2
6.743937498E-2,5.339202657E-2,-1.558830142E-1,-1.190645099E-1
7.739237498E-2,4.075745866E-2,-1.309366524E-1,-1.261743456E-1
8.734637499E-2,2.288498729E-2,-1.048909426E-1,-1.108489260E-1
9.729937499E-2,-2.565032430E-2,-4.625026137E-2,-7.700467855E-2
1.072533750E-1,-8.180162311E-2,1.864377595E-2,-1.825635508E-2
1.172063750E-1,-1.346368641E-1,8.089596778E-2,5.419734120E-2
1.271593750E-1,-1.784844100E-1,1.280126870E-1,1.150155291E-1
1.371133750E-1,-1.971683502E-1,1.653584689E-1,1.650725752E-1
1.470663750E-1,-2.121753842E-1,1.460468471E-1,1.833735257E-1
1.570203750E-1,-2.156888843E-1,9.569046646E-2,1.773127019E-1
1.669733750E-1,-1.705640256E-1,1.984444074E-2,1.507657766E-1
1.769263750E-1,-1.036851183E-1,-2.458747290E-2,1.387490630E-1
1.868803750E-1,-5.176275596E-2,-6.815829873E-2,1.520657837E-1
1.968333750E-1,-3.683494031E-2,-1.181471646E-1,1.792172492E-1
2.067863750E-1,-4.954389855E-2,-1.874266416E-1,1.978561133E-1
2.167403750E-1,-9.329430759E-2,-2.796756327E-1,1.996726543E-1
2.266933750E-1,-1.758284271E-1,-4.028207660E-1,1.819332391E-1
2.366473750E-1,-2.877586782E-1,-5.123685598E-1,1.715482473E-1
2.466003750E-1,-4.041844904E-1,-6.096435189E-1,1.737820804E-1
2.565533750E-1,-4.798030853E-1,-6.903886795E-1,2.122602314E-1
2.665073750E-1,-5.311133862E-1,-7.580487728E-1,2.912263870E-1
2.764603750E-1,-5.527994633E-1,-8.187856674E-1,3.953836858E-1
2.864133750E-1,-5.465094447E-1,-8.911864758E-1,5.026477575E-1
