"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.348813280E-1,3.726675510E-1,-9.708945751E-1,-1.130790710E-1
1.518937060E-1,8.943772316E-2,-8.278410435E-1,-2.320737839E-1
1.688965730E-1,6.560873985E-2,-5.471971035E-1,-2.513895035E-1
1.859013020E-1,1.259386539E-1,-4.022901058E-1,1.628646851E-1
2.029018300E-1,-2.176591158E-1,-4.074883461E-1,2.013311386E-1
2.199112790E-1,6.407598853E-1,-1.031735420E0,3.733778000E-1
2.369049610E-1,8.595879078E-1,-1.174142361E0,2.177209854E-1
2.539178080E-1,6.548280716E-1,-1.152428627E0,9.187803268E-1
2.709130550E-1,5.321956873E-1,-1.246621370E0,1.321525574E0
2.879326670E-1,3.559471369E-1,-1.353571415E0,1.308682442E0
3.049434590E-1,-1.174502373E-1,-1.189354658E0,-9.588136673E-1
3.219271710E-1,-2.088080883E0,-5.319921970E-1,-2.272286892E0
3.389504350E-1,1.011316776E-1,-1.042356491E0,-7.272081375E-1
3.559377470E-1,7.199018002E-1,-1.821619749E0,3.247737885E-1
3.729614390E-1,3.952314854E-1,-1.910458803E0,9.051609039E-2
3.899658830E-1,1.406550169E0,-1.996332765E0,-6.868944168E-1
4.069401960E-1,7.536637783E-1,-2.000125885E0,-2.663347721E0
4.239728690E-1,-1.035737991E-1,-1.269380331E0,-2.747230530E0
4.409869770E-1,-5.182232857E-1,-1.434107304E0,-1.291621685E0
4.579708110E-1,-1.514683008E0,-2.326708317E0,-7.555117607E-1
4.749941160E-1,-2.404133558E0,-3.123267651E0,-9.924969673E-1
4.919835850E-1,-2.781892776E0,-3.479639053E0,-1.265383244E0
5.089766670E-1,-2.690481186E0,-3.867780685E0,-1.588961601E0
5.259837350E-1,-2.286506653E0,-5.261743546E0,-1.535448551E0
5.430016280E-1,-2.337730408E0,-6.439112663E0,-2.387962818E0
5.600058280E-1,-1.666454315E0,-7.025107861E0,-2.688295126E0
5.770122960E-1,-1.961899757E0,-5.216252804E0,-1.478164911E0
5.940169140E-1,-1.443617821E0,-5.801839828E0,-7.314629555E-1
6.110231780E-1,-9.654474258E-1,-5.858202934E0,1.350550652E-1
6.280275000E-1,-8.347148895E-1,-5.443806171E0,3.348972797E-1
6.450426360E-1,2.203054428E-1,-5.658711910E0,7.603592873E-1
6.620486050E-1,9.126386642E-1,-5.625973701E0,1.461252213E0
6.790458180E-1,1.468392372E0,-5.660243988E0,2.289647579E0
6.960460500E-1,2.141588211E0,-4.870172024E0,2.795686722E0
7.130647860E-1,2.012475967E0,-3.636815071E0,2.588156700E0
7.300789150E-1,1.142636299E0,-2.884563923E0,2.676168203E0
7.470799100E-1,1.269865036E0,-2.355858326E0,2.129188538E0
7.640843650E-1,2.048543930E0,-1.759472370E0,2.202524900E0
7.810617290E-1,2.689061642E0,-1.245594978E0,2.018422842E0
7.980916860E-1,2.794270515E0,-8.195390701E-1,1.741738200E0
8.151054090E-1,2.620582581E0,-3.721437454E-1,1.350331426E0
8.321064130E-1,2.416528225E0,1.667113304E-1,9.120056629E-1
8.491094030E-1,2.226139545E0,4.632196426E-1,3.874549270E-1
8.661062180E-1,1.909641266E0,3.258481026E-1,3.904404938E-1
8.831235610E-1,1.729461193E0,5.146942139E-1,5.029079914E-1
9.001241710E-1,1.174933910E0,7.318735123E-1,5.403046012E-1
9.171371990E-1,8.145422935E-1,1.179413795E0,5.297174454E-1
9.341387440E-1,6.740031242E-1,1.283172607E0,3.780623078E-1
9.511451820E-1,6.852149963E-1,1.854978561E0,4.838253260E-1
