"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.955060100E-2,-1.724028707E0,9.671789169E0,4.773082733E0
2.092418500E-2,-1.866999865E0,9.652048111E0,4.728217602E0
2.300038500E-2,-2.005783558E0,9.589835167E0,4.707878590E0
2.516562000E-2,-2.139183521E0,9.527023315E0,4.725824833E0
2.729354200E-2,-2.230110645E0,9.479166985E0,4.772484779E0
2.942282200E-2,-2.292922258E0,9.492925644E0,4.838287354E0
3.156110800E-2,-2.345564365E0,9.512067795E0,4.947759151E0
3.367304600E-2,-2.374876499E0,9.579665184E0,5.061418056E0
3.580609300E-2,-2.365903378E0,9.656235695E0,5.142774105E0
3.794129500E-2,-2.309073925E0,9.718449593E0,5.204987526E0
4.006585800E-2,-2.237887383E0,9.757332802E0,5.244469166E0
4.217868200E-2,-2.166102648E0,9.790832520E0,5.216353416E0
4.431898100E-2,-2.070389748E0,9.772287369E0,5.207978249E0
4.644372800E-2,-1.998006940E0,9.729216576E0,5.142175674E0
4.857357900E-2,-1.911865234E0,9.671789169E0,5.071587563E0
5.069546600E-2,-1.853839397E0,9.605388641E0,5.000999451E0
5.282109800E-2,-1.805384636E0,9.524032593E0,4.939383984E0
5.494732900E-2,-1.771286964E0,9.433105469E0,4.877768993E0
5.706867600E-2,-1.733001828E0,9.351749420E0,4.854438782E0
5.917812300E-2,-1.732403636E0,9.256035805E0,4.840680122E0
6.130503500E-2,-1.741974831E0,9.165108681E0,4.859822750E0
6.343351500E-2,-1.770688772E0,9.093324661E0,4.878965378E0
6.557524800E-2,-1.832303882E0,9.083752632E0,4.853840828E0
6.770590400E-2,-1.856232166E0,9.040681839E0,4.834698200E0
6.983155500E-2,-1.927418590E0,9.020941734E0,4.791028976E0
7.195518200E-2,-1.980060697E0,8.997013092E0,4.752145767E0
7.407935800E-2,-2.037488461E0,9.005986214E0,4.694119930E0
7.620600600E-2,-2.036890268E0,9.020342827E0,4.661218643E0
7.833189100E-2,-2.051247120E0,9.044271469E0,4.631906509E0
8.045018700E-2,-2.065604210E0,9.058628082E0,4.574478626E0
8.256645900E-2,-2.094317913E0,9.081958771E0,4.517050743E0
8.470846800E-2,-2.103291035E0,9.110671997E0,4.435695171E0
8.683266400E-2,-2.065006018E0,9.129815102E0,4.331008911E0
8.895129600E-2,-2.054836512E0,9.134002686E0,4.235894203E0
9.106506600E-2,-2.021337032E0,9.153144836E0,4.107280254E0
9.319594500E-2,-2.011765718E0,9.201001167E0,4.054637909E0
9.534182000E-2,-1.992623091E0,9.253643036E0,4.025924206E0
9.746837600E-2,-1.983051777E0,9.306285858E0,4.016352654E0
9.958932800E-2,-1.954337835E0,9.315856934E0,4.031308174E0
1.016938610E-1,-1.945364833E0,9.344570160E0,4.031308174E0
1.038407420E-1,-1.911865234E0,9.354142189E0,4.007977962E0
1.059627720E-1,-1.868794441E0,9.349356651E0,4.041477680E0
1.080748110E-1,-1.820937991E0,9.335597992E0,4.051646709E0
1.101892220E-1,-1.773679733E0,9.330811501E0,4.152743816E0
1.123288910E-1,-1.740180254E0,9.345767021E0,4.272384644E0
1.144750400E-1,-1.731207132E0,9.336793900E0,4.420141697E0
1.165952690E-1,-1.721635938E0,9.269794464E0,4.387240410E0
1.186953360E-1,-1.697707653E0,9.193224907E0,4.435695171E0
1.208301320E-1,-1.682752490E0,9.126225471E0,4.469194412E0
1.229562520E-1,-1.683948994E0,9.145966530E0,4.631308079E0
1.250886470E-1,-1.681556106E0,9.476774216E0,5.055436134E0
1.272116530E-1,-1.743171334E0,1.014736271E1,5.592624664E0
1.293385050E-1,-1.968694806E0,1.045244789E1,5.613562107E0
1.314631180E-1,-2.259422779E0,1.137009525E1,5.918646812E0
1.335887390E-1,-2.449652195E0,1.109192944E1,5.931209087E0
1.357157330E-1,-2.764308453E0,1.073240757E1,5.966503143E0
1.378431840E-1,-2.747558594E0,1.039202881E1,5.542375565E0
1.399533930E-1,-2.661417007E0,1.064507008E1,5.356931686E0
1.420921360E-1,-1.765304923E0,1.101715374E1,5.672185898E0
1.442166890E-1,-1.107278705E0,1.084905815E1,6.295516491E0
1.463481690E-1,-1.357926846E0,1.030768204E1,6.131608009E0
1.484665870E-1,-1.665404558E0,9.678967476E0,5.818746567E0
1.505826960E-1,-1.780858278E0,8.907880783E0,5.351547718E0
1.527209310E-1,-1.764706731E0,8.425128937E0,5.194818020E0
