"event","experiment time","system time","system time text"
"START",0.000000000E0,1734014664.770,"2024-12-12 15:44:24.770 UTC+01:00"
"PAUSE",1.041723930E1,1734014675.187,"2024-12-12 15:44:35.187 UTC+01:00"
