"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-5.926250014E-4,-2.210603027E0,6.093827820E0,8.166118469E0
9.360374999E-3,-2.277663574E0,6.022426300E0,8.096513214E0
1.931437501E-2,-2.308798828E0,6.046675873E0,8.000263367E0
2.926837502E-2,-2.357297974E0,6.020480347E0,8.029752045E0
3.922137502E-2,-2.285148010E0,6.037694550E0,8.023165741E0
4.917537502E-2,-2.212399292E0,6.059998169E0,8.063731384E0
5.912837497E-2,-2.236050110E0,6.013145599E0,8.266709290E0
6.908237498E-2,-2.305505676E0,5.988596649E0,8.470285950E0
7.903637498E-2,-2.248623962E0,6.101461945E0,8.596174164E0
8.898937498E-2,-2.180814972E0,6.217470703E0,8.535999298E0
9.894362499E-2,-2.277214508E0,6.117328949E0,8.378377075E0
1.088966250E-1,-2.313139801E0,6.049819336E0,8.362959137E0
1.188506250E-1,-2.379002838E0,6.130800934E0,8.630752258E0
1.288046250E-1,-2.444566498E0,6.348448334E0,8.695417786E0
1.387576250E-1,-2.524200897E0,6.598129120E0,8.652906189E0
1.487116250E-1,-2.506986694E0,6.832092590E0,8.894054718E0
1.586646250E-1,-2.344574432E0,6.593189392E0,9.100325775E0
1.686186250E-1,-1.924547882E0,6.055956573E0,9.013656006E0
1.785726250E-1,-1.463057556E0,5.529950409E0,8.878337402E0
1.885256250E-1,-7.318281555E-1,5.170847168E0,8.653055878E0
1.984796250E-1,-1.534608765E0,4.894372101E0,8.269852753E0
2.084326250E-1,-1.708397369E0,5.017116852E0,8.047565002E0
2.183866250E-1,-1.142574005E0,5.154381409E0,7.509583740E0
2.283406250E-1,-1.052311707E0,5.375172272E0,7.392976227E0
2.382936250E-1,-1.144669647E0,5.569468231E0,7.778424683E0
2.482476250E-1,-1.122964783E0,5.111420746E0,8.832532654E0
2.582006250E-1,-1.302142181E0,5.023553467E0,8.909173279E0
2.681546250E-1,-1.176104279E0,5.242398376E0,8.328381042E0
2.781086250E-1,-7.969427490E-1,5.443879395E0,8.708590393E0
2.880616250E-1,-5.287005615E-1,5.412744141E0,9.010063477E0
2.980156250E-1,-6.179150391E-1,5.001698914E0,9.019194489E0
3.079686250E-1,-5.842350769E-1,4.895719299E0,8.527616730E0
3.179226250E-1,-4.543052673E-1,4.836891632E0,8.129444733E0
3.278766250E-1,-2.163002014E-1,4.829706573E0,7.826923828E0
3.378296250E-1,-2.350112915E-2,5.037324829E0,7.688910828E0
3.477836250E-1,-1.148112488E-1,4.988077240E0,7.805967407E0
3.577366250E-1,-1.377136230E-1,5.218897247E0,7.796537018E0
3.676906250E-1,2.508782959E-1,5.300028534E0,8.106991425E0
3.776436250E-1,3.070115662E-1,5.166057129E0,8.420589294E0
3.875976250E-1,1.478924561E-1,4.879253540E0,8.559500427E0
3.975516250E-1,2.724334717E-2,4.584067383E0,8.755892029E0
4.075046250E-1,2.501298523E-1,4.381987610E0,8.950487366E0
4.174586250E-1,4.710704041E-1,4.315974884E0,8.886420593E0
4.274116250E-1,5.881269836E-1,4.493655396E0,8.427774353E0
4.373656250E-1,7.250921631E-1,4.555776215E0,8.052654419E0
4.473196250E-1,7.638615417E-1,4.654271393E0,7.635771332E0
4.572726250E-1,9.122030640E-1,4.848717041E0,7.679480438E0
4.672266250E-1,1.074765015E0,4.963977356E0,7.639214172E0
4.771796250E-1,1.154549103E0,5.318140869E0,7.861352234E0
4.871336250E-1,1.030606842E0,5.718408508E0,8.420589294E0
4.970876250E-1,1.054856415E0,6.124963074E0,8.486602020E0
5.070406250E-1,1.245559845E0,6.155499573E0,8.681796112E0
5.169946250E-1,1.348845062E0,5.693111115E0,8.593629456E0
5.269476250E-1,1.135239258E0,5.412594452E0,8.149053955E0
5.369016250E-1,1.043031006E0,5.177732849E0,7.427404633E0
5.468556250E-1,1.059646454E0,4.935686188E0,6.782845001E0
5.568086250E-1,1.145118713E0,4.744982758E0,6.522686005E0
5.667626250E-1,1.366358643E0,4.519701233E0,6.896907806E0
5.767156250E-1,1.792821808E0,4.459825745E0,7.045399017E0
5.866696250E-1,2.227068787E0,4.415218506E0,7.058571625E0
5.966236250E-1,2.361788635E0,4.275409241E0,6.838229828E0
6.065766250E-1,2.403102722E0,4.380191345E0,6.478976898E0
6.165306250E-1,2.286495209E0,4.689148865E0,6.239774323E0
6.264836250E-1,2.068099365E0,4.988526306E0,6.078559570E0
6.364376250E-1,1.882635040E0,5.051245880E0,6.127507782E0
6.463916250E-1,1.851799164E0,5.000052338E0,6.383924561E0
6.563446250E-1,2.126927032E0,5.123994598E0,6.920708313E0
6.662986250E-1,2.491868134E0,5.537584534E0,7.561376038E0
6.762516250E-1,2.580184479E0,5.967191162E0,7.631729736E0
6.862056250E-1,2.515069885E0,5.854625244E0,7.517068176E0
6.961596250E-1,2.584974518E0,5.585784302E0,7.300468597E0
7.061126250E-1,2.644400940E0,5.481900330E0,7.469167786E0
7.160666250E-1,2.232756958E0,5.609435120E0,8.123457184E0
7.260196250E-1,1.483564911E0,5.648204498E0,8.858578491E0
7.359736250E-1,9.846524048E-1,5.692212982E0,9.279353485E0
7.459276250E-1,4.525090027E-1,5.835614777E0,9.470505981E0
7.558806250E-1,3.832031250E-2,5.971532135E0,9.571994934E0
7.658346250E-1,-3.293151855E-2,5.954617310E0,9.728569336E0
7.757876250E-1,3.141966248E-1,5.672753448E0,9.707313538E0
7.857416250E-1,7.581733704E-1,5.243296509E0,9.695637817E0
7.956956250E-1,7.238946533E-1,5.057532806E0,9.693841553E0
8.056486250E-1,3.945794678E-1,4.995262299E0,9.753267975E0
8.156026250E-1,1.945953369E-1,4.904101868E0,9.887688446E0
8.255556250E-1,-5.358856201E-2,4.787045288E0,1.017568954E1
8.355096250E-1,-4.070036316E-1,4.611460419E0,1.039139099E1
8.454636250E-1,-6.920109558E-1,4.485272827E0,1.071890991E1
8.554166250E-1,-6.203100586E-1,4.383783875E0,1.110630432E1
8.653706250E-1,1.213526459E0,4.229005737E0,1.106169708E1
8.753236250E-1,1.276844788E-1,3.717220001E0,1.144969025E1
8.852776250E-1,-1.392853546E0,3.660637665E0,1.147124542E1
8.952306250E-1,-1.244961090E0,3.963907013E0,1.120105728E1
9.051846250E-1,-9.767189026E-1,3.790118408E0,1.106873245E1
9.151386250E-1,-1.016685791E0,3.423979797E0,1.082503922E1
