"event","experiment time","system time","system time text"
"START",0.000000000E0,1734350551.008,"2024-12-16 13:02:31.008 UTC+01:00"
"PAUSE",8.763961308E0,1734350559.772,"2024-12-16 13:02:39.772 UTC+01:00"
