"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.734354615471377E9,"2024-12-16 14:10:15.471 UTC+01:00"
"PAUSE",1.280176295834826E1,1.734354628273119E9,"2024-12-16 14:10:28.273 UTC+01:00"
