"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.734354586073055E9,"2024-12-16 14:09:46.073 UTC+01:00"
"PAUSE",1.420104583335342E1,1.734354600274078E9,"2024-12-16 14:10:00.274 UTC+01:00"
