"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.419372700E-2,-7.250970602E-1,9.227119684E-1,1.164309144E0
2.636178600E-2,-7.835873961E-1,9.130908251E-1,1.191187263E0
2.848910700E-2,-8.335255980E-1,9.033169746E-1,1.220355988E0
3.061767800E-2,-8.810204268E-1,8.936958313E-1,1.248303175E0
3.274321600E-2,-9.224064946E-1,8.851437569E-1,1.272737741E0
3.486949800E-2,-9.576839805E-1,8.718574047E-1,1.294728875E0
3.699367500E-2,-9.880745411E-1,8.571966290E-1,1.310458660E0
3.911415800E-2,-1.012509108E0,8.402451277E-1,1.322675943E0
4.124575000E-2,-1.036791086E0,8.243626356E-1,1.327562928E0
4.337188900E-2,-1.052520871E0,8.097018600E-1,1.326341152E0
4.549513000E-2,-1.067181587E0,7.987062931E-1,1.319010735E0
4.760961200E-2,-1.078024387E0,7.901542187E-1,1.304350019E0
4.974854800E-2,-1.085202098E0,7.864890099E-1,1.283733368E0
5.187517600E-2,-1.088867307E0,7.803803682E-1,1.260520458E0
5.400483400E-2,-1.089936256E0,7.791585922E-1,1.231198907E0
5.612617300E-2,-1.087492824E0,7.814493775E-1,1.199433923E0
5.825159000E-2,-1.085049391E0,7.886270285E-1,1.166447163E0
6.037712000E-2,-1.078788042E0,7.996225953E-1,1.133460522E0
6.250092800E-2,-1.070235968E0,8.141306639E-1,1.100473762E0
6.461995700E-2,-1.059240341E0,8.298604488E-1,1.071152210E0
6.675584100E-2,-1.049466491E0,8.455902338E-1,1.044274092E0
6.888166600E-2,-1.036027431E0,8.590292335E-1,1.022282958E0
7.099654500E-2,-1.018923283E0,8.698720932E-1,1.003957033E0
7.313193000E-2,-1.004262447E0,8.833111525E-1,9.894489646E-1
7.525266800E-2,-9.848675132E-1,8.953757286E-1,9.784533978E-1
7.736871700E-2,-9.689850211E-1,9.100365043E-1,9.711230397E-1
7.948978000E-2,-9.495900273E-1,9.257662892E-1,9.637926221E-1
8.163544100E-2,-9.300423265E-1,9.465357065E-1,9.601274729E-1
8.376430600E-2,-9.094256163E-1,9.683741331E-1,9.589056969E-1
8.589228700E-2,-8.888089061E-1,9.940304756E-1,9.538660645E-1
8.801114300E-2,-8.680394888E-1,1.025642753E0,9.489791393E-1
9.012589900E-2,-8.474228382E-1,1.059698462E0,9.416487813E-1
9.225223000E-2,-8.280278444E-1,1.096197724E0,9.355401397E-1
9.438960100E-2,-8.097018600E-1,1.135140300E0,9.243918061E-1
9.651802900E-2,-7.915286422E-1,1.174082994E0,9.158397317E-1
9.864459600E-2,-7.756461501E-1,1.216690898E0,9.036223888E-1
1.007670430E-1,-7.586946487E-1,1.253190041E0,8.900306821E-1
1.028931710E-1,-7.428121567E-1,1.284802318E0,8.778133392E-1
1.050196570E-1,-7.281513810E-1,1.316414595E0,8.631525636E-1
1.071444640E-1,-7.148650289E-1,1.339474797E0,8.484918475E-1
