"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.466958349E-3,-9.490876794E-1,-5.341845155E-1,-2.961165272E-2
1.942095836E-2,-1.147461414E0,-5.973967910E-1,-1.106481850E-1
2.937395836E-2,-1.265820622E0,-5.850146413E-1,-1.893074512E-1
3.932795837E-2,-1.377504826E0,-4.766766727E-1,-2.606479526E-1
4.928195837E-2,-1.533862948E0,-3.675867617E-1,-3.453508615E-1
5.923595832E-2,-1.766365170E0,-4.017817378E-1,-4.549585879E-1
6.918995833E-2,-2.003889084E0,-3.269284070E-1,-6.070338488E-1
7.914295833E-2,-2.195731163E0,-2.305510044E-1,-6.940981746E-1
8.909695834E-2,-2.253958941E0,-2.130393833E-1,-7.131472230E-1
9.905095835E-2,-2.168653011E0,-3.220452368E-1,-7.068818808E-1
1.090049584E-1,-1.964980602E0,-5.904653072E-1,-6.896227598E-1
1.189589584E-1,-1.695944548E0,-8.972132802E-1,-6.572517753E-1
1.289119584E-1,-1.471190214E0,-1.047397733E0,-6.528541446E-1
1.388659584E-1,-1.395008922E0,-1.122902632E0,-6.661707163E-1
1.488199583E-1,-1.505155921E0,-1.123427391E0,-6.141703129E-1
1.587739583E-1,-1.781009912E0,-1.208754539E0,-5.353958607E-1
1.687279583E-1,-2.128388643E0,-1.377808094E0,-4.237596989E-1
1.786809583E-1,-2.507041931E0,-1.568373442E0,-2.789402008E-1
1.886349584E-1,-2.916351318E0,-1.582432747E0,-1.193084121E-1
1.985889584E-1,-3.346517086E0,-1.205669761E0,6.166510284E-2
2.085429584E-1,-3.628805399E0,-1.007728338E0,3.384886384E-1
2.184969584E-1,-3.718565464E0,-9.375966191E-1,6.637461185E-1
2.284499583E-1,-3.622336149E0,-9.972798228E-1,9.540649652E-1
2.384039583E-1,-3.406222343E0,-1.184171677E0,1.128299117E0
2.483579583E-1,-3.176843166E0,-1.204377651E0,1.159420490E0
2.583119583E-1,-2.926952839E0,-1.191468000E0,1.102575898E0
2.682659584E-1,-2.603547335E0,-1.313650131E0,9.940556884E-1
2.782189584E-1,-2.258349895E0,-1.214468002E0,8.217140436E-1
2.881729584E-1,-1.897089601E0,-1.091532350E0,5.920538902E-1
2.981269584E-1,-1.539839625E0,-1.099884033E0,3.271143734E-1
3.080809583E-1,-1.268741488E0,-1.181463361E0,1.206382215E-1
3.180349583E-1,-1.034938812E0,-1.304863930E0,9.663035721E-2
3.279879583E-1,-8.680822253E-1,-1.453116298E0,2.751853168E-1
3.379419583E-1,-7.963323593E-1,-1.549335003E0,4.437151849E-1
3.478959583E-1,-6.530194879E-1,-1.969303012E0,5.354280472E-1
