"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.607316664E-2,-6.756795645E-1,2.725370824E-1,9.278374314E-1
4.602616664E-2,-5.786976218E-1,3.403067887E-1,8.628640175E-1
5.597916665E-2,-4.691118300E-1,4.360539317E-1,7.844018936E-1
6.593216665E-2,-3.818059564E-1,5.963032246E-1,7.375699282E-1
7.588416664E-2,-3.315822780E-1,7.902742028E-1,7.419349551E-1
8.583716664E-2,-3.253869712E-1,9.591068625E-1,7.672517896E-1
9.579016664E-2,-3.638403416E-1,1.049674392E0,7.801491022E-1
1.057431666E-1,-4.490045011E-1,1.070619345E0,7.800942659E-1
1.156961666E-1,-5.643059015E-1,1.019197822E0,7.668520808E-1
1.256491666E-1,-6.875556707E-1,9.258814454E-1,7.406138182E-1
1.356021666E-1,-7.924782038E-1,8.038311601E-1,7.179136872E-1
1.455551666E-1,-8.534131646E-1,6.647549868E-1,6.906929612E-1
1.555081666E-1,-8.584114909E-1,5.276564360E-1,6.749707460E-1
1.654611666E-1,-8.113576770E-1,4.039851129E-1,6.755449772E-1
1.754131666E-1,-7.344783545E-1,3.111446500E-1,6.909079552E-1
1.853661666E-1,-6.374314427E-1,2.822584212E-1,7.350482345E-1
1.953201666E-1,-5.308889151E-1,3.065289557E-1,8.006244898E-1
2.052721666E-1,-4.486566484E-1,3.551201820E-1,8.758319020E-1
2.152248750E-1,-4.066334069E-1,4.180277884E-1,9.483079910E-1
2.251778750E-1,-4.310450256E-1,4.793803394E-1,1.001369357E0
2.351308750E-1,-5.142630935E-1,4.847985208E-1,1.026643038E0
2.450838750E-1,-6.393235326E-1,4.286023676E-1,9.995163083E-1
2.550368750E-1,-7.832890153E-1,2.923156023E-1,9.288371205E-1
2.649898750E-1,-9.016039371E-1,-1.415085495E-1,8.710598350E-1
2.749428750E-1,-1.062991858E0,-4.447519779E-1,6.335636377E-1
2.848958750E-1,-1.151137948E0,-6.843224764E-1,4.521735907E-1
2.948488750E-1,-1.181514740E0,-9.082854986E-1,2.593055367E-1
3.048018750E-1,-1.063942313E0,-8.790106773E-1,1.707706153E-1
3.147538750E-1,-8.897046447E-1,-8.396190405E-1,1.418318897E-1
3.247068750E-1,-7.735362053E-1,-7.505227327E-1,1.199241802E-1
3.346598750E-1,-7.571108937E-1,-8.087947965E-1,1.334157139E-1
3.446128750E-1,-8.927510381E-1,-6.073107123E-1,1.868120879E-1
3.545658750E-1,-1.132163405E0,-1.095959991E-1,2.231461555E-1
3.645188750E-1,-1.450161576E0,2.115330249E-1,2.467351109E-1
3.744718750E-1,-1.629571438E0,5.143129826E-2,2.820634842E-1
3.844248750E-1,-1.773867369E0,-3.602246940E-1,2.013420016E-1
3.943778750E-1,-1.876759768E0,-1.374124527E0,1.435978264E-1
4.043308750E-1,-1.956346512E0,-2.599654436E0,2.483963966E-1
4.142828750E-1,-1.907879353E0,-3.135668039E0,3.390811682E-1
4.242358750E-1,-1.752371192E0,-2.757886887E0,4.737005234E-1
4.341888750E-1,-1.617469430E0,-1.808380365E0,6.382581592E-1
4.441418750E-1,-1.604451299E0,-9.664207101E-1,7.385892868E-1
4.540948750E-1,-1.725545883E0,-4.641540051E-1,7.808719873E-1
4.640478750E-1,-1.871003270E0,-2.035871446E-1,8.885099888E-1
4.740008750E-1,-1.885671139E0,-3.462466598E-1,1.062231302E0
4.839538750E-1,-1.712621331E0,-7.817310095E-1,1.162008762E0
4.939068750E-1,-1.374399543E0,-1.226910233E0,1.245684624E0
5.038598750E-1,-7.933450937E-1,-2.237971783E0,1.341812849E0
5.138118750E-1,-1.309909225E-1,-2.918378592E0,1.501953840E0
5.237648750E-1,5.960126519E-1,-2.895556450E0,1.701755643E0
5.337178750E-1,1.334672093E0,-2.456578493E0,1.896927953E0
5.436708750E-1,1.622392654E0,-3.411261132E-3,2.148945332E0
5.536238750E-1,1.489007115E0,8.856019378E-1,2.271204472E0
5.635768750E-1,9.239625335E-1,1.122145295E0,2.274536371E0
5.735298750E-1,3.629838824E-1,9.718319774E-1,2.227045298E0
5.834828750E-1,-9.735708684E-2,4.301338494E-1,2.276377201E0
5.934358750E-1,-4.385787547E-1,-3.618963361E-1,2.438300848E0
6.033888750E-1,-5.898119807E-1,-1.271365285E0,2.558778048E0
