"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.181291686E-3,6.254065316E-3,2.946568653E-2,-6.779450178E-2
1.313529164E-2,-1.177979633E-2,4.336499050E-2,-6.589780003E-2
2.308929164E-2,-3.573905304E-2,6.072131172E-2,-4.047654569E-2
3.304329165E-2,-4.567237943E-2,6.982079148E-2,-3.181727231E-2
4.299729166E-2,-3.662119061E-2,7.201009244E-2,-3.050749190E-2
5.295029166E-2,-2.329180390E-2,6.005223095E-2,-4.403794929E-2
6.290429167E-2,-6.721928250E-3,3.942916542E-2,-5.743651092E-2
7.285829168E-2,9.361967444E-3,2.292955294E-2,-6.243259832E-2
8.281229169E-2,1.930209808E-2,1.617321745E-2,-5.338877067E-2
9.276629164E-2,3.414442390E-2,1.257715281E-2,-3.396607190E-2
1.027202916E-1,3.633772954E-2,5.461165216E-3,-2.698051929E-2
1.126742917E-1,3.664878383E-2,3.470759839E-5,-3.535323218E-2
1.226282917E-1,3.597972542E-2,-1.213862002E-2,-5.213425308E-2
1.325822917E-1,3.684019297E-2,-1.601618156E-2,-6.353950500E-2
1.425362917E-1,3.331508115E-2,-1.735426113E-2,-6.408758461E-2
1.524902917E-1,2.534450591E-2,-1.667169109E-2,-5.897884071E-2
1.624442916E-1,1.736780070E-2,-7.548434660E-3,-5.110557377E-2
1.723972916E-1,1.266599074E-2,2.180625685E-3,-3.403044865E-2
1.823512916E-1,6.047371309E-3,1.725914329E-2,-1.837820373E-2
1.923052917E-1,-5.568537861E-3,2.994617447E-2,-4.703937098E-3
2.022592917E-1,-1.996154338E-2,4.055942222E-2,4.455244634E-3
2.122132917E-1,-4.131743312E-2,4.894145578E-2,1.535636187E-2
2.221672917E-1,-5.073124543E-2,6.608413905E-2,1.817843504E-2
2.321212916E-1,-5.848477036E-2,7.496577501E-2,1.523777284E-2
2.420752916E-1,-4.898179322E-2,6.359255314E-2,1.064332761E-2
2.520292916E-1,-3.498075530E-2,3.556571156E-2,1.617790945E-2
2.619832917E-1,-1.998472586E-2,3.957594745E-3,1.984171011E-2
2.719372917E-1,2.605805174E-3,-1.335827820E-2,1.164236851E-2
2.818902917E-1,2.473952807E-2,-2.579232864E-2,-6.355718710E-3
2.918442917E-1,3.927745670E-2,-4.564645886E-2,-2.733397111E-2
3.017982917E-1,5.054076388E-2,-8.419651538E-2,-8.270162344E-2
3.117522916E-1,6.538735330E-2,-1.394648254E-1,-1.494359076E-1
3.217062916E-1,5.685359612E-2,-2.059263885E-1,-2.036113590E-1
3.316602916E-1,6.783239543E-3,-1.896427572E-1,-2.271808684E-1
3.416142917E-1,-6.224812567E-2,-1.346844584E-1,-2.059217095E-1
3.515682917E-1,-1.255954057E-1,-6.687825173E-2,-1.700553149E-1
3.615222917E-1,-1.771608889E-1,-5.182906985E-2,-8.073161542E-2
3.714762917E-1,-2.136235535E-1,-8.876275271E-3,5.503527448E-2
3.814302916E-1,-1.929213256E-1,-4.690148402E-3,1.248832196E-1
3.913832916E-1,-1.700807214E-1,-3.330314904E-2,1.046639681E-1
4.013372916E-1,-1.092918962E-1,-9.390623122E-2,5.947804451E-2
4.112912916E-1,2.880844846E-2,-2.185363173E-1,-8.810728788E-3
4.212452917E-1,1.975729018E-1,-3.219301701E-1,-9.051313251E-2
4.311992917E-1,3.383659720E-1,-4.280848503E-1,-1.658568829E-1
4.411532917E-1,3.888652027E-1,-5.280676484E-1,-2.074169368E-1
4.511072917E-1,3.390473127E-1,-6.151540875E-1,-2.288079709E-1
4.610612916E-1,2.439575195E-1,-6.849291325E-1,-2.357814610E-1
4.710152916E-1,1.672566235E-1,-7.166503072E-1,-2.293637842E-1
4.809692916E-1,1.297516525E-1,-7.560670376E-1,-2.268321961E-1
4.909232917E-1,1.477532834E-1,-7.987604737E-1,-2.365673780E-1
5.008772917E-1,2.356484383E-1,-8.409821391E-1,-2.742898464E-1
5.108302917E-1,3.601437509E-1,-8.955044746E-1,-3.489789963E-1
5.207842917E-1,5.041553378E-1,-9.626094103E-1,-4.946951270E-1
5.307382917E-1,6.377504468E-1,-1.042968988E0,-7.084817290E-1
