"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.076249977E-3,-3.241910785E-2,7.383833081E-2,1.747713834E-1
1.202924998E-2,-2.993224934E-2,5.147177726E-2,1.692738235E-1
2.198324999E-2,-2.053908072E-2,2.579110116E-2,1.511142403E-1
3.193724999E-2,-1.110802777E-2,1.652489789E-2,1.100919619E-1
4.189125000E-2,-7.326768711E-3,2.427878045E-2,6.050702184E-2
5.184525001E-2,1.373670530E-2,2.908445336E-2,9.680321440E-3
6.179925002E-2,3.207764030E-2,5.302628968E-3,1.377909444E-3
7.175325003E-2,8.550740778E-3,1.158316247E-2,2.725344896E-2
8.170625003E-2,-1.573753543E-3,6.375896186E-2,2.939503640E-2
9.166024998E-2,-5.088593811E-3,7.427578419E-2,2.973299101E-2
1.016142500E-1,-1.752262563E-2,9.674939513E-2,1.125864126E-2
1.115682500E-1,-2.936543711E-2,1.424987912E-1,-2.455581538E-2
1.215222500E-1,-1.883441769E-2,1.872105449E-1,-6.428328156E-2
1.314762500E-1,5.239226855E-3,2.405613810E-1,-1.026240140E-1
1.414292500E-1,2.900200710E-2,2.760985792E-1,-1.445533335E-1
1.513832500E-1,5.954047665E-2,3.123314083E-1,-1.981412023E-1
1.613372500E-1,6.262857467E-2,3.377749026E-1,-2.483172864E-1
1.712912500E-1,7.174164802E-2,3.515937924E-1,-3.049619198E-1
1.812452500E-1,9.489540011E-2,4.063241482E-1,-3.386225700E-1
1.911992500E-1,1.172843277E-1,4.654620290E-1,-3.208795190E-1
2.011522500E-1,1.369943917E-1,5.632361174E-1,-2.618197203E-1
2.111062500E-1,1.649522632E-1,7.134498954E-1,-1.902768314E-1
2.210602500E-1,1.622493714E-1,9.116790891E-1,-1.589701772E-1
2.310142500E-1,1.828819513E-1,1.102152109E0,-1.848547608E-1
2.409682500E-1,2.378159463E-1,1.386529922E0,-2.162832171E-1
2.509222500E-1,3.354697824E-1,1.427810311E0,-1.891882122E-1
2.608762500E-1,3.612657785E-1,1.384040952E0,-1.032027230E-1
2.708292500E-1,3.107594848E-1,1.299573183E0,5.160770845E-3
2.807832500E-1,2.218311578E-1,1.231105924E0,8.092462271E-2
2.907372500E-1,1.696483940E-1,1.232583761E0,1.316136271E-1
3.006912500E-1,1.568289250E-1,1.342003942E0,2.100096196E-1
3.106452500E-1,1.673958153E-1,1.446576953E0,3.228741288E-1
3.205992500E-1,2.505877614E-1,1.508328557E0,4.337666035E-1
3.305522500E-1,4.340585172E-1,1.487299442E0,5.402999520E-1
3.405062500E-1,6.298451424E-1,1.449765444E0,6.480296850E-1
3.504602500E-1,7.615674734E-1,1.360375404E0,7.430872321E-1
3.604142500E-1,7.375011444E-1,1.253563404E0,9.219409227E-1
3.703682500E-1,5.442674756E-1,1.230960965E0,1.043621778E0
3.803222500E-1,3.244074285E-1,1.229343057E0,1.052301407E0
3.902762500E-1,1.073725969E-1,1.246798158E0,9.748803973E-1
4.002292500E-1,-7.474195957E-2,1.299041271E0,8.226137757E-1
4.101832500E-1,-1.709052324E-1,1.327751279E0,6.775050163E-1
4.201372500E-1,-2.050978094E-1,1.311858177E0,5.840874314E-1
4.300912500E-1,-1.728179008E-1,1.363354921E0,5.503736734E-1
4.400452500E-1,-3.471269831E-2,1.447856903E0,6.135984659E-1
4.499992500E-1,1.820355803E-1,1.474183321E0,7.406728268E-1
4.599522500E-1,3.770068884E-1,1.432247400E0,8.687388301E-1
4.699062500E-1,4.209155142E-1,1.361631870E0,9.658398032E-1
4.798602500E-1,2.576755881E-1,1.302209735E0,9.987365007E-1
4.898142500E-1,-5.895667523E-2,1.319347382E0,9.418349266E-1
4.997682500E-1,-3.829773068E-1,1.402869225E0,7.942729592E-1
5.097222500E-1,-6.062769294E-1,1.488382816E0,5.972427130E-1
5.196752500E-1,-6.770302057E-1,1.529796839E0,4.029599428E-1
5.296292500E-1,-5.794394612E-1,1.538985491E0,2.320678085E-1
5.395832500E-1,-3.542779982E-1,1.511360168E0,1.127465889E-1
5.495372500E-1,-8.088107407E-2,1.368951917E0,6.537134945E-2
5.594912500E-1,1.580231190E-1,1.168849707E0,1.148875058E-1
5.694452500E-1,2.092868388E-1,1.029791474E0,2.602750659E-1
5.793992500E-1,-7.960655726E-3,1.106821299E0,4.021095335E-1
5.893522500E-1,-3.463938236E-1,1.272775412E0,4.806160629E-1
5.993062500E-1,-6.605127454E-1,1.454841733E0,4.564258754E-1
6.092602500E-1,-8.871970773E-1,1.490558505E0,3.294269145E-1
6.192142500E-1,-1.011116862E0,1.483594179E0,7.812756300E-2
6.291682500E-1,-9.722983241E-1,1.365400910E0,-2.376197577E-1
6.391222500E-1,-7.796304822E-1,1.139995456E0,-5.176312923E-1
6.490752500E-1,-5.076788664E-1,9.529424906E-1,-6.562480330E-1
6.590292500E-1,-1.910193264E-1,7.834190130E-1,-5.989623070E-1
6.689832500E-1,-1.673594862E-2,6.549478173E-1,-4.129471481E-1
6.789372500E-1,-1.896547824E-1,5.839517713E-1,-2.433766574E-1
6.888912500E-1,-4.543106556E-1,6.943560243E-1,-8.379311115E-2
6.988452500E-1,-6.827145815E-1,7.715732455E-1,6.367642432E-2
7.087992500E-1,-8.795347214E-1,8.168975711E-1,1.253682822E-1
7.187521250E-1,-9.207370281E-1,8.460120559E-1,2.302375734E-1
