"event","experiment time","system time","system time text"
"START",0.000000000E0,1734013990.490,"2024-12-12 15:33:10.490 UTC+01:00"
"PAUSE",1.368175749E1,1734014004.172,"2024-12-12 15:33:24.172 UTC+01:00"
