"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.809454400E-2,-4.537072659E0,-1.749000549E-1,2.153085709E0
3.809454400E-2,-4.604150772E0,-1.082906723E-1,2.089488506E0
4.809454400E-2,-4.680764198E0,-5.604028702E-2,2.025879860E0
5.809454400E-2,-4.766967773E0,-2.053785324E-2,1.981430531E0
6.809454400E-2,-4.784402847E0,1.088571548E-2,1.922665596E0
7.809454400E-2,-4.771322727E0,1.903486252E-2,1.925761223E0
8.809454400E-2,-4.653315067E0,2.542257309E-2,1.992421627E0
9.809454400E-2,-4.540218830E0,5.523824692E-2,2.053625107E0
1.080945440E-1,-4.447274208E0,7.141304016E-2,2.098387718E0
1.180945440E-1,-4.365884781E0,2.821063995E-2,2.144315243E0
1.280945440E-1,-4.305487633E0,-4.977035522E-2,2.181681633E0
1.380945440E-1,-4.282681465E0,-1.495008469E-1,2.190919399E0
1.480945440E-1,-4.294352531E0,-2.404427528E-1,2.169752598E0
1.580945440E-1,-4.339221478E0,-3.229136467E-1,2.110424519E0
1.680945440E-1,-4.384026527E0,-3.874516487E-1,2.038336277E0
1.780945440E-1,-4.418925762E0,-4.210095406E-1,1.922013283E0
1.880945440E-1,-4.426684380E0,-4.274520874E-1,1.798171520E0
1.980945440E-1,-4.398292542E0,-3.949618340E-1,1.660168171E0
2.080945440E-1,-4.338252544E0,-3.378863335E-1,1.531134605E0
2.180945440E-1,-4.248178005E0,-2.679939270E-1,1.411520958E0
2.280938070E-1,-4.150964737E0,-2.069969177E-1,1.321519852E0
2.380938070E-1,-4.063634872E0,-1.503553391E-1,1.276038170E0
2.480938070E-1,-3.995962620E0,-8.836174011E-2,1.267423630E0
2.580938070E-1,-3.944391251E0,-2.159214020E-2,1.305614948E0
2.680938070E-1,-3.909119606E0,3.792333603E-2,1.356033325E0
2.780938070E-1,-3.884148359E0,9.226226807E-2,1.409620762E0
2.880938070E-1,-3.862208605E0,1.476302147E-1,1.456870556E0
2.980938070E-1,-3.852691412E0,1.993651390E-1,1.510312080E0
3.080938070E-1,-3.844161272E0,2.574834824E-1,1.545752048E0
3.180938070E-1,-3.829099417E0,3.043441772E-1,1.586627007E0
3.280938070E-1,-3.817191839E0,3.496942520E-1,1.621572018E0
3.380938070E-1,-3.815446615E0,3.836746216E-1,1.648591995E0
3.480938070E-1,-3.813381910E0,4.012279510E-1,1.666332722E0
3.580938070E-1,-3.808449507E0,4.125680923E-1,1.658917904E0
3.680938070E-1,-3.812637091E0,4.126105309E-1,1.604819775E0
3.780938070E-1,-3.819000244E0,4.062495232E-1,1.487942219E0
3.880938070E-1,-3.830341816E0,3.969192505E-1,1.344418049E0
3.980938070E-1,-3.842357635E0,3.891639709E-1,1.165990353E0
4.080938070E-1,-3.847890854E0,3.851637840E-1,9.840345383E-1
4.180938070E-1,-3.849112511E0,3.868107796E-1,7.940020561E-1
4.280938400E-1,-3.831108093E0,3.954248428E-1,6.393518448E-1
4.380938400E-1,-3.783106327E0,4.076046944E-1,5.127663612E-1
4.480938400E-1,-3.711252213E0,4.142088890E-1,4.148235321E-1
4.580938400E-1,-3.621976852E0,4.194030762E-1,3.525624275E-1
4.680938400E-1,-3.535485029E0,4.433298111E-1,3.267865181E-1
4.780938400E-1,-3.451986313E0,4.604854584E-1,3.330793381E-1
4.880938400E-1,-3.378211021E0,4.669160843E-1,3.626389503E-1
4.980938400E-1,-3.334072113E0,4.671950340E-1,3.993782997E-1
5.080938400E-1,-3.308145046E0,4.770660400E-1,4.275684357E-1
5.180938400E-1,-3.297816277E0,5.082087517E-1,4.472928047E-1
5.280943060E-1,-3.281054497E0,5.537848473E-1,4.547877312E-1
5.380943060E-1,-3.252012730E0,6.509866714E-1,4.707527161E-1
5.480943060E-1,-3.212983608E0,7.553677559E-1,5.031304359E-1
5.580943060E-1,-3.146618366E0,8.672013283E-1,5.585079193E-1
5.680943060E-1,-3.069774151E0,9.669060707E-1,6.404900551E-1
5.780943060E-1,-3.001824856E0,1.056868553E0,7.524638176E-1
5.880943060E-1,-2.959542036E0,1.124624729E0,8.884525299E-1
5.980943060E-1,-2.967000961E0,1.169759274E0,1.080787182E0
6.080943060E-1,-2.992336750E0,1.184838772E0,1.276505470E0
6.180943060E-1,-3.056926727E0,1.166990280E0,1.506124020E0
6.280943060E-1,-3.141082764E0,1.134932995E0,1.734542370E0
6.380943060E-1,-3.259938240E0,1.094600201E0,1.968696594E0
