"event","experiment time","system time","system time text"
"START",0.000000000E0,1734014225.318,"2024-12-12 15:37:05.318 UTC+01:00"
"PAUSE",1.162534961E1,1734014236.943,"2024-12-12 15:37:16.943 UTC+01:00"
