"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.734354290935598E9,"2024-12-16 14:04:50.936 UTC+01:00"
"PAUSE",1.345094574999530E1,1.734354304386523E9,"2024-12-16 14:05:04.387 UTC+01:00"
