"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.734355936466969E9,"2024-12-16 14:32:16.467 UTC+01:00"
"PAUSE",1.811626154166879E1,1.734355954583201E9,"2024-12-16 14:32:34.583 UTC+01:00"
