"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.016317700E-2,-5.987440586E0,4.232903481E0,7.275377274E0
4.016317700E-2,-6.094519138E0,4.486542225E0,7.627122402E0
5.016317700E-2,-6.274579048E0,4.621737003E0,8.364111900E0
6.016317700E-2,-6.221937180E0,4.411766529E0,8.527421951E0
7.016317700E-2,-6.083153248E0,3.781856298E0,8.988637924E0
8.016317700E-2,-6.086742401E0,3.314059258E0,9.156734467E0
9.016317700E-2,-6.133402824E0,3.269792080E0,8.764909744E0
1.001631770E-1,-6.015556335E0,3.187239647E0,8.021938324E0
1.101631770E-1,-6.055635929E0,2.651247501E0,7.759923935E0
1.201631770E-1,-6.052644730E0,1.707278967E0,8.979066849E0
1.301631770E-1,-5.854638577E0,7.501499057E-1,1.067258739E1
1.401631770E-1,-5.539384365E0,5.796613097E-1,1.094895840E1
1.501631770E-1,-5.271986485E0,7.716853023E-1,1.081316566E1
1.601631770E-1,-4.642076015E0,7.459624410E-1,1.122173977E1
1.701631770E-1,-3.063411236E0,7.465606928E-1,1.092981529E1
1.801631770E-1,-5.632704735E0,1.026520967E0,9.911071777E0
1.901631770E-1,-4.877170563E0,4.444667995E-1,8.971290588E0
2.001631770E-1,-4.318446636E0,3.230310678E-1,9.373882294E0
2.101631770E-1,-2.946761131E0,6.047859192E-1,9.236893654E0
2.201631770E-1,-2.036292076E0,9.433703423E-1,9.604789734E0
2.301631770E-1,-1.875972986E0,1.157527924E0,8.727820396E0
2.401631770E-1,-1.582253933E0,1.009771109E0,8.354539871E0
2.501631770E-1,-1.406979680E0,2.733799815E-1,8.090731621E0
2.601631770E-1,-1.228116274E0,-5.288137794E-1,8.318648338E0
2.701631770E-1,-1.269392371E0,-1.284347534E0,8.425128937E0
2.801631770E-1,-1.750349760E0,-1.387238979E0,8.090133667E0
2.901631770E-1,-2.300698996E0,-1.164706469E0,7.896913052E0
3.001631770E-1,-2.856431961E0,-6.221339107E-1,7.846663475E0
3.101631770E-1,-3.385843992E0,3.756731451E-1,7.862216949E0
3.201631770E-1,-3.975076675E0,8.129615188E-1,7.830512047E0
3.301631770E-1,-3.953541279E0,1.363310695E0,7.953742504E0
3.401631770E-1,-3.912265062E0,1.670190215E0,8.120641708E0
3.501631770E-1,-3.646063566E0,1.378864050E0,1.021496010E1
3.601631770E-1,-1.975873351E0,9.068797827E-1,1.017368412E1
3.701631770E-1,-1.610967875E0,1.495514154E0,5.188836098E0
3.801631770E-1,-6.674180508E0,3.736990690E0,-2.225325108E0
3.901631770E-1,-9.223732948E0,6.562315941E0,-4.516452849E-1
4.001631770E-1,-6.522236347E0,4.945366383E0,3.668795347E0
4.101631770E-1,-2.204387903E0,2.030908108E0,6.264409542E0
4.201631770E-1,-1.995015860E0,1.605584025E0,8.148159027E0
4.301631770E-1,-2.870789051E0,2.225923300E0,9.287142754E0
4.401631770E-1,-2.890529871E0,2.379063845E0,9.233902931E0
4.501631770E-1,-2.581257343E0,2.387438774E0,8.321041107E0
4.601631770E-1,-2.391626120E0,2.486740828E0,7.402196884E0
4.701631770E-1,-2.383251429E0,2.303689957E0,6.562315941E0
4.801631770E-1,-7.806583643E-1,8.356932998E-1,6.192625046E0
4.901631770E-1,-1.094716340E-1,7.322037220E-1,5.837889194E0
5.001631770E-1,1.016949639E-1,7.322037220E-1,5.525625706E0
5.101631770E-1,4.289134443E-1,6.945167780E-1,4.999204636E0
5.201631770E-1,2.213360928E-2,7.262216806E-1,5.056632519E0
5.301631770E-1,-1.403390527E0,1.660020709E0,5.744568825E0
5.401631770E-1,-1.607378602E0,2.129014015E0,6.309275150E0
5.501631770E-1,-9.343972206E-1,1.950748682E0,6.761518478E0
5.601631770E-1,4.929214716E-1,1.433898926E0,6.549753666E0
5.701631770E-1,1.067797065E0,1.168295622E0,6.394818306E0
5.801631770E-1,1.116850019E0,1.534995675E0,5.812166214E0
5.901631770E-1,1.216152072E0,2.156531334E0,5.430510998E0
6.001631770E-1,1.113858938E0,2.586641312E0,5.571687698E0
6.101631770E-1,9.427721500E-1,2.654836655E0,6.567101955E0
6.201631770E-1,1.570289850E0,1.568495274E0,7.297510624E0
6.301631770E-1,2.478366137E0,-1.922034740E0,7.872984886E0
6.401631770E-1,2.879761934E0,-5.347958565E0,8.257032394E0
6.501631770E-1,4.694119930E0,-6.821937561E0,8.968298912E0
6.601631770E-1,3.465405464E0,-2.873181820E0,1.079342461E1
6.701631770E-1,2.964108944E0,-2.340778828E0,1.018026352E1
6.801631770E-1,4.260420799E0,-3.664009571E0,8.427521706E0
6.901631770E-1,5.154737949E0,-3.396611691E0,6.799803734E0
7.001631770E-1,5.755934715E0,-3.167499065E0,5.508277893E0
7.101631770E-1,6.191428661E0,-3.123231649E0,5.327021599E0
7.201631770E-1,6.914659023E0,-3.131008387E0,5.087141037E0
7.301631770E-1,7.800601959E0,-3.825525284E0,5.342574596E0
7.401631770E-1,8.220541954E0,-4.080958843E0,5.772684574E0
7.501631770E-1,8.698508263E0,-4.189234257E0,5.773880959E0
7.601631770E-1,8.906085968E0,-4.509274483E0,5.638686657E0
7.701631770E-1,8.852247238E0,-4.954937458E0,5.051846981E0
7.801631770E-1,8.882756233E0,-5.132604599E0,4.703691006E0
7.901631770E-1,8.915059090E0,-5.569294930E0,4.070191383E0
8.001631770E-1,9.079565048E0,-6.099305153E0,3.920639992E0
8.101631770E-1,8.662017822E0,-6.040680885E0,3.056232691E0
8.201631770E-1,8.956335068E0,-6.089135647E0,2.267797709E0
8.301631770E-1,9.454640388E0,-6.131010056E0,2.067996979E0
8.401631770E-1,9.692128181E0,-6.829115868E0,1.657029629E0
8.501631770E-1,9.817152977E0,-6.981658459E0,1.610967875E0
8.601631770E-1,9.789635658E0,-7.139584541E0,1.511067510E0
8.701631770E-1,9.817750931E0,-7.186842918E0,1.768894196E0
8.801631770E-1,9.885947227E0,-7.530810833E0,1.651047587E0
8.901631770E-1,9.970293999E0,-7.995616913E0,1.190429211E0
9.001631770E-1,1.164706421E1,-1.021316528E1,8.656035662E-1
9.101631770E-1,1.256112289E1,-9.243474007E0,1.189232826E0
9.201631770E-1,1.270349503E1,-7.602595806E0,1.350150228E0
9.301631770E-1,1.140359497E1,-6.400202274E0,4.845465720E-2
9.401631770E-1,1.081376362E1,-6.086742401E0,1.890329868E-1
9.501631770E-1,9.099904060E0,-6.010770321E0,7.513462901E-1
9.601631770E-1,9.851250648E0,-6.800402164E0,1.396211982E0
