"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.390091990E-1,-2.983956337E-1,-2.513561964E0,3.229257584E0
1.560305190E-1,-1.120328903E-2,-2.072544098E0,3.180826664E0
1.730357070E-1,1.008010387E0,-1.621438026E0,2.664802551E0
1.900428260E-1,-6.627912521E-1,-1.326211929E0,8.658905029E-1
2.070464460E-1,6.173110008E-2,-1.244346142E0,6.265668869E-1
2.240358650E-1,1.235421181E0,-5.692830682E-1,3.152694702E-1
2.410536560E-1,1.534600139E0,-3.517969847E-1,-6.516103745E-1
2.580625050E-1,1.946169972E0,-1.561236501E0,-8.780317307E-1
2.750675090E-1,2.085792542E0,-2.988358974E0,-6.097803116E-1
2.920759000E-1,1.652342558E0,-3.323234797E0,-8.550767899E-1
3.090652160E-1,9.889674187E-1,-2.626552105E0,-6.766519547E-1
3.260800680E-1,5.328528881E-1,-2.083260536E0,-3.765158653E-1
3.430886120E-1,7.158644199E-1,-1.915997028E0,3.067111969E-1
3.600911420E-1,1.946022511E0,-2.891784191E0,2.917526722E0
3.770996260E-1,8.088669777E-1,-2.113297224E0,-5.744199276E0
3.941045770E-1,-4.381864548E0,1.697170258E0,-7.845920086E0
4.110921050E-1,1.792778969E-1,-1.173383236E0,-2.854145050E0
4.281182790E-1,5.714514256E-1,-1.791799068E0,3.017616272E-2
4.451202600E-1,-1.976797581E-1,-1.392869473E0,2.757825851E-1
4.621227000E-1,-3.899817467E-1,-1.349283218E0,-1.129148483E0
4.791340610E-1,2.397742271E-1,-2.622499466E0,-2.547784328E0
4.961360540E-1,6.638281345E-1,-3.163642406E0,-3.161196709E0
5.131239290E-1,5.783754587E-1,-3.274927616E0,-4.191196442E0
5.301434370E-1,-9.460429549E-1,-2.637360573E0,-3.511537552E0
5.471373630E-1,-1.787090540E0,-1.740614414E0,-2.605847836E0
5.641576050E-1,-5.153188109E-1,-2.143263340E0,-2.535219193E0
5.811627000E-1,-1.754578352E-1,-1.960478783E0,-3.118257523E0
5.981514180E-1,-6.184378862E-1,-8.718471527E-1,-3.578700542E0
6.151730630E-1,-1.283606052E0,-4.002242088E-1,-2.387280464E0
6.321783520E-1,-8.393278122E-1,-3.518876553E0,-1.285485268E0
6.491839650E-1,1.101913452E-1,-8.424366951E0,-2.075901031E-1
6.661921330E-1,-1.043906689E0,-5.048529625E0,1.942882538E0
6.831741070E-1,-8.399901390E-1,-5.339487553E0,3.432855606E-1
7.001966880E-1,-1.170740128E-1,-4.901678562E0,-1.778896809E0
7.172047440E-1,2.451601028E-1,-4.525026798E0,-2.244727135E0
7.342081900E-1,1.010610104E0,-4.744735718E0,-1.675436974E0
7.512175590E-1,1.332705021E0,-4.713453293E0,-8.715476990E-1
7.682206190E-1,1.139166355E0,-4.892838478E0,-7.333822250E-1
7.852250320E-1,7.446336746E-1,-4.933491230E0,-8.986349106E-1
8.022342580E-1,5.297088623E-1,-5.282110214E0,-9.191701412E-1
8.192364230E-1,1.395835876E-1,-4.971853256E0,-1.770176172E0
8.362417620E-1,5.494613647E-1,-4.783761978E0,-1.886685371E0
8.532470720E-1,7.880821228E-1,-4.926234245E0,-1.742070317E0
8.702391560E-1,7.432126999E-1,-4.712157726E0,-1.183984876E0
8.872575260E-1,7.948732376E-1,-4.735643387E0,-8.945574760E-1
9.042628950E-1,2.179436684E0,-6.199045181E0,-7.696853876E-1
9.212679810E-1,3.722812653E0,-4.464227676E0,-1.366569996E-1
9.382786000E-1,2.255262375E0,-2.579237700E0,-6.705207825E-1
9.552872140E-1,5.892324448E-1,-2.070979595E0,4.435446262E-1
9.722937440E-1,1.635725021E0,-2.896585941E0,7.868809104E-1
9.892891750E-1,2.051177025E0,-2.449295521E0,8.920904994E-1
1.006294626E0,1.872271538E0,-1.504661560E0,1.028803229E0
1.023283720E0,1.351695061E0,-7.587637901E-1,6.631360054E-1
1.040308214E0,1.554940224E0,-8.295993805E-1,4.587958157E-1
1.057310319E0,1.440114975E0,-4.937357903E-1,6.177989841E-1
1.074312280E0,1.246667862E0,-2.161836624E-2,9.822833538E-1
1.091311049E0,1.207462311E0,1.126480103E-2,1.013283610E0
1.108313042E0,1.088971615E0,2.443270683E-1,1.363100052E0
1.125329988E0,1.077377319E0,4.648156166E-1,1.432156801E0
1.142336884E0,1.150924206E0,7.779040337E-1,1.644000769E0
1.159341999E0,9.701991081E-1,9.939155579E-1,1.788670778E0
1.176350461E0,1.009111404E0,6.474456787E-1,1.497387052E0
1.193352677E0,3.616762161E-1,1.437274456E0,1.105086446E0
1.210333582E0,2.765355110E-1,1.267506123E0,7.802121639E-1
1.227363366E0,3.081512451E-1,8.188843727E-1,2.624140978E-1
1.244368369E0,2.942948341E-1,9.799404144E-1,-8.303833008E-2
1.261374330E0,4.326014519E-1,1.130277634E0,7.637524605E-2
1.278378683E0,1.106919289E0,7.309398651E-1,4.691669941E-1
1.295384214E0,1.791782856E0,4.987773895E-1,1.166177511E0
1.312391518E0,2.292424679E0,2.304263115E-1,1.666991711E0
1.329394628E0,2.409518242E0,3.846063614E-1,1.779803753E0
1.346400009E0,2.567980766E0,2.074079514E-1,1.483488083E0
1.363408481E0,3.124809742E0,-8.457651138E-1,1.165254831E0
1.380410504E0,3.344065666E0,-9.989976883E-1,1.419757128E0
1.397401907E0,3.015728474E0,-6.524014473E-1,1.455267191E0
1.414421233E0,2.937555313E0,-6.288795471E-1,1.834985256E0
1.431423115E0,2.928434849E0,-2.417149544E-1,2.586609602E0
1.448431588E0,1.727245331E0,1.112860680E0,2.372951031E0
1.465436998E0,7.096152306E-1,2.042316675E0,2.817876816E0
1.482429174E0,9.520726204E-1,1.040342331E0,2.754568100E0
1.499444136E0,1.431525707E0,5.201277733E-1,2.370657682E0
1.516436577E0,1.949260712E0,-1.534934044E-1,2.844586849E0
1.533441967E0,1.641563416E0,-4.001941681E-1,2.853045464E0
1.550463215E0,1.068651199E0,-5.473709106E-1,2.489764214E0
1.567471373E0,4.212598801E-1,-5.977525711E-1,1.872010708E0
1.584473965E0,-1.067571640E-1,-6.213130951E-1,1.299036622E0
1.601477077E0,-3.691778183E-1,-8.362908363E-1,1.112968445E0
1.618487635E0,-5.582199097E-1,-1.069096565E0,1.108826637E0
1.635489750E0,-7.749032974E-1,-1.210648775E0,1.296745896E0
1.652494682E0,-8.663129807E-1,-1.562029600E0,1.446283340E0
1.669500194E0,-1.159366608E0,-1.662547588E0,1.627407312E0
1.686482045E0,-1.475335598E0,-1.743617773E0,1.762787819E0
1.703509255E0,-1.713875771E0,-1.831494331E0,1.811518073E0
1.720517025E0,-1.942672253E0,-1.808017254E0,1.870015740E0
1.737521470E0,-2.001873970E0,-1.997668266E0,2.018056393E0
1.754521316E0,-2.135663986E0,-2.119735956E0,2.191169024E0
1.771531843E0,-2.280156136E0,-2.385032177E0,2.231897116E0
1.788537122E0,-2.383828163E0,-2.680607080E0,2.359548330E0
1.805542715E0,-2.637075424E0,-2.766673088E0,2.462131262E0
1.822551065E0,-2.785717964E0,-2.974979401E0,2.442737579E0
1.839551226E0,-2.770848751E0,-3.168314457E0,2.486004353E0
1.856557716E0,-2.822124481E0,-3.343710423E0,2.642342329E0
1.873563564E0,-2.862916946E0,-3.539100409E0,2.817855120E0
1.890555699E0,-2.639387131E0,-3.915372372E0,2.920618773E0
1.907571710E0,-2.178332806E0,-4.538775444E0,2.974278212E0
1.924579622E0,-1.725260735E0,-5.201339245E0,3.038105488E0
1.941584646E0,-1.281065941E0,-5.848044395E0,3.011693716E0
1.958595255E0,-8.469314575E-1,-6.440902710E0,3.189198494E0
1.975582294E0,-9.474964142E-1,-6.285734653E0,3.449505806E0
1.992597145E0,-1.421169281E0,-5.805771351E0,3.647176743E0
2.009606095E0,-1.765062332E0,-5.308617592E0,3.550509930E0
2.026609308E0,-1.496170998E0,-5.276794910E0,2.996810436E0
2.043619571E0,-6.981248856E-1,-5.729566097E0,2.276272774E0
2.060621675E0,8.016014099E-2,-6.397656918E0,1.580216646E0
2.077611634E0,-3.175420761E-1,-6.154185295E0,1.390408039E0
2.094632221E0,-1.427936554E0,-5.017951488E0,1.519206762E0
2.111637500E0,-2.351155281E0,-3.605329037E0,1.975882769E0
2.128642677E0,-2.588648796E0,-2.480020046E0,2.382992983E0
2.145652665E0,-2.099323273E0,-2.104528904E0,2.390063524E0
2.162653244E0,-1.476857185E0,-2.176970005E0,2.256929874E0
2.179658420E0,-8.373727798E-1,-2.567518950E0,1.874682903E0
2.196660860E0,-4.431257248E-1,-2.857643604E0,1.614881396E0
2.213662710E0,-2.813539505E-1,-2.931314945E0,1.549386144E0
2.230661223E0,-2.615919113E-1,-2.465436220E0,1.699896455E0
2.247679594E0,-4.343986511E-1,-1.848361492E0,1.503920317E0
2.264684872E0,-9.276170731E-1,-1.077131510E0,1.088664293E0
2.281690181E0,-1.489605904E0,-4.853000641E-1,6.447660327E-1
2.298695836E0,-2.000747681E0,-1.317493916E-1,2.395093143E-1
2.315694450E0,-2.412254810E0,-7.839202881E-3,2.259091437E-1
2.332700421E0,-2.593248844E0,-1.304588318E-1,4.054307342E-1
2.349708446E0,-2.543867588E0,-3.423135281E-1,5.858676434E-1
2.366716502E0,-2.558120251E0,-4.736864567E-1,7.219302058E-1
2.383716694E0,-2.584618568E0,-5.586056709E-1,7.323365808E-1
2.400727088E0,-2.522844315E0,-5.925493240E-1,7.211673260E-1
2.417732367E0,-2.350597858E0,-5.492134094E-1,7.207658291E-1
2.434735406E0,-2.046405792E0,-4.982972145E-1,6.973824501E-1
2.451746117E0,-1.607520580E0,-4.731559753E-1,7.497714758E-1
2.468748141E0,-1.034274101E0,-4.742381573E-1,7.126849890E-1
2.485753429E0,-5.563306808E-1,-3.910770416E-1,6.147766113E-1
2.502758707E0,-1.917715073E-1,-2.915735245E-1,4.668035507E-1
2.519745755E0,1.072750092E-1,-1.899690628E-1,2.906924486E-1
2.536757911E0,4.757061005E-1,-2.037467957E-1,1.866478920E-1
2.553774787E0,1.049659729E0,-3.863186836E-1,1.911677122E-1
2.570777033E0,1.710635185E0,-7.375640869E-1,3.050488234E-1
2.587785658E0,2.445362091E0,-1.091681957E0,4.545795918E-1
2.604790447E0,3.180556774E0,-1.291787148E0,6.668026447E-1
2.621790396E0,3.824960709E0,-1.213590145E0,9.304047823E-1
2.638800923E0,4.116126060E0,-6.139912605E-1,1.211148858E0
2.655806384E0,4.511942387E0,-2.348837852E-1,1.359441280E0
2.672814867E0,5.323604584E0,-4.679479599E-1,1.431804895E0
2.689812444E0,6.209947109E0,-1.030505657E0,1.530252218E0
2.706822046E0,6.744120121E0,-1.481320858E0,1.820936799E0
2.723831699E0,6.159088612E0,-5.576248169E-1,2.215663910E0
2.740832633E0,4.911298752E0,1.333282948E0,2.116743088E0
2.757838023E0,4.040772915E0,2.574792862E0,1.626790285E0
2.774843027E0,3.706470490E0,3.095127344E0,1.227357030E0
2.791845183E0,3.872889042E0,2.849943161E0,1.045032978E0
2.808853594E0,4.241702080E0,2.090003490E0,8.586506844E-1
2.825846318E0,4.250665188E0,1.470600128E0,6.635811329E-1
2.842867528E0,3.769323349E0,1.265491962E0,5.338356495E-1
2.859869439E0,2.978043556E0,1.479614735E0,4.503229856E-1
2.876874697E0,2.223198414E0,1.632898331E0,5.708502531E-1
2.893879803E0,1.704330444E0,1.536806583E0,7.471618652E-1
2.910885406E0,1.349830151E0,1.134351254E0,1.024007320E0
2.927887296E0,1.022402763E0,4.097690582E-1,1.210679054E0
2.944895840E0,6.850337982E-1,-5.193114281E-1,1.290668488E0
2.961901342E0,3.738861084E-1,-1.642458439E0,1.390999794E0
2.978885381E0,3.343200684E-2,-2.684340000E0,1.695514083E0
2.995915153E0,-2.942819595E-1,-3.561294556E0,2.018010616E0
