"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.734355451691396E9,"2024-12-16 14:24:11.691 UTC+01:00"
"PAUSE",1.304883370833704E1,1.734355464740208E9,"2024-12-16 14:24:24.740 UTC+01:00"
