"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.234791667E-2,2.322274633E-2,8.352075517E-2,4.517599568E-2
2.230191667E-2,4.328634590E-2,9.011059254E-2,6.023601070E-2
3.225491667E-2,4.714366794E-2,9.370186180E-2,7.401440293E-2
4.220891668E-2,3.522614390E-2,8.216520399E-2,7.331234962E-2
5.216291669E-2,2.121178806E-2,6.703019887E-2,5.755975097E-2
6.211691670E-2,-3.183192806E-3,5.539228022E-2,3.699232638E-2
7.206991670E-2,-3.396587446E-2,4.411219433E-2,1.995209418E-2
8.202391665E-2,-6.297399849E-2,4.277970269E-2,1.537413802E-2
9.197791666E-2,-9.008018672E-2,5.364060402E-2,2.398866415E-2
1.019319167E-1,-1.029261202E-1,6.824632734E-2,4.043876380E-2
1.118849167E-1,-1.006139666E-1,9.179186821E-2,4.835527390E-2
1.218389167E-1,-9.316832572E-2,1.177818552E-1,5.747400224E-2
1.317929167E-1,-7.796087861E-2,1.466270834E-1,6.171135604E-2
1.417469167E-1,-7.799066603E-2,1.632191241E-1,6.724634767E-2
1.516999167E-1,-7.514161617E-2,1.884690821E-1,6.770014763E-2
1.616539167E-1,-8.396378160E-2,2.030681521E-1,7.416899502E-2
1.716079167E-1,-9.166004509E-2,2.046183795E-1,7.858424634E-2
1.815619167E-1,-1.085739210E-1,1.905288994E-1,3.187330440E-2
1.915149167E-1,-1.103864685E-1,1.729195565E-1,3.912777174E-3
2.014689167E-1,-1.139961630E-1,1.495705247E-1,6.387428939E-2
2.114229167E-1,-1.363675147E-1,1.312876642E-1,1.243980899E-1
2.213769167E-1,-1.298736036E-1,1.152696908E-1,1.364750713E-1
2.313299167E-1,-1.105087027E-1,1.110906601E-1,1.343413442E-1
2.412839167E-1,-1.148815677E-1,1.245265901E-1,1.311832517E-1
2.512379167E-1,-1.105169132E-1,1.360471547E-1,1.218813658E-1
2.611919167E-1,-9.772576392E-2,1.434183270E-1,8.436248451E-2
2.711449167E-1,-8.805768937E-2,1.590276361E-1,5.414013565E-2
2.810989167E-1,-9.230734408E-2,1.776948571E-1,3.651098907E-2
2.910529167E-1,-9.922783077E-2,2.055390030E-1,2.070592903E-2
3.010069167E-1,-1.119128913E-1,2.453112155E-1,-3.782469779E-3
3.109599167E-1,-1.101155207E-1,2.921753824E-1,-3.136988729E-2
3.209139167E-1,-9.853328764E-2,2.925972939E-1,-4.826940969E-2
3.308679167E-1,-7.734011859E-2,3.012770712E-1,-6.046828255E-2
3.408219167E-1,-4.204912856E-2,3.255126476E-1,-6.177300960E-2
3.507749166E-1,9.233497083E-3,4.003112614E-1,-3.440077603E-2
3.607289167E-1,7.373019308E-2,5.400164127E-1,2.844183892E-2
3.706829167E-1,1.405204386E-1,7.880237103E-1,1.815024316E-1
3.806359167E-1,1.979992241E-1,1.083279252E0,4.370017350E-1
3.905899167E-1,2.412156612E-1,1.400833488E0,6.624742150E-1
4.005439167E-1,2.690637112E-1,1.661843061E0,8.748443127E-1
4.104979167E-1,2.763237655E-1,1.790344596E0,1.102327704E0
4.204509167E-1,2.335575968E-1,1.785073400E0,1.254093647E0
4.304049167E-1,1.672158539E-1,1.725892663E0,1.313025951E0
4.403588334E-1,9.697198868E-2,1.651132941E0,1.272898316E0
4.503128334E-1,3.181562573E-2,1.587959528E0,1.151982784E0
4.602658334E-1,-3.862314671E-2,1.565655231E0,9.814867377E-1
4.702198334E-1,-1.068812981E-1,1.607817411E0,8.560428023E-1
4.801738333E-1,-1.765780151E-1,1.677617073E0,8.199338913E-1
