"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.734354548843857E9,"2024-12-16 14:09:08.844 UTC+01:00"
"PAUSE",1.678143862501020E1,1.734354565625268E9,"2024-12-16 14:09:25.625 UTC+01:00"
