"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.621115500E-2,3.821788788E0,1.696456194E0,-3.082139969E0
3.622315500E-2,3.767046928E0,1.727167845E0,-3.082142830E0
4.622315500E-2,3.712363720E0,1.758018613E0,-3.081766129E0
5.622315500E-2,3.620220661E0,1.836794496E0,-3.085024834E0
6.622315500E-2,3.509082556E0,1.908151865E0,-3.082893372E0
7.622315500E-2,3.375563145E0,1.970301509E0,-3.074065208E0
8.622315500E-2,3.218326569E0,2.024573565E0,-3.057749748E0
9.622315500E-2,3.039200068E0,2.074175835E0,-3.033710480E0
1.062231550E-1,2.842467070E0,2.124812603E0,-3.002473831E0
1.162231550E-1,2.631274939E0,2.182791233E0,-2.964494705E0
1.262231550E-1,2.401415110E0,2.262468338E0,-2.919473648E0
1.362231550E-1,2.166749954E0,2.362402916E0,-2.869143486E0
1.462231550E-1,1.928539515E0,2.485145569E0,-2.813084602E0
1.562231550E-1,1.681598902E0,2.629292965E0,-2.748108864E0
1.662231550E-1,1.436318159E0,2.791594505E0,-2.675893784E0
1.762231550E-1,1.197292566E0,2.965652704E0,-2.596848488E0
1.862231550E-1,9.641437531E-1,3.148430824E0,-2.510319710E0
1.962231550E-1,7.420125008E-1,3.339787960E0,-2.418360710E0
2.062232130E-1,5.382094383E-1,3.543574333E0,-2.324640274E0
2.162232130E-1,3.535923958E-1,3.760519743E0,-2.229936600E0
2.262232130E-1,1.764197350E-1,3.984620094E0,-2.128438950E0
2.362232130E-1,-2.946376801E-3,4.204163074E0,-2.015259743E0
2.462232130E-1,-1.913628578E-1,4.408866405E0,-1.887105942E0
2.562232130E-1,-3.837723732E-1,4.596538544E0,-1.747237206E0
2.662232130E-1,-5.680141449E-1,4.771017075E0,-1.603479385E0
2.762232130E-1,-7.228970528E-1,4.942924976E0,-1.470003605E0
2.862232130E-1,-8.510780334E-1,5.128583908E0,-1.344040394E0
2.962232130E-1,-9.534897804E-1,5.332925797E0,-1.224468231E0
3.062232130E-1,-1.032770634E0,5.556374550E0,-1.108973980E0
3.162232130E-1,-1.096795559E0,5.796044350E0,-9.914193153E-1
3.262232130E-1,-1.153073788E0,6.043119431E0,-8.674182892E-1
3.362232130E-1,-1.208030701E0,6.282869816E0,-7.362904549E-1
3.462232130E-1,-1.264222622E0,6.505625248E0,-6.002664566E-1
3.562232130E-1,-1.319492817E0,6.709726334E0,-4.633035660E-1
3.662232130E-1,-1.366548538E0,6.897806644E0,-3.323812485E-1
3.762232130E-1,-1.395719051E0,7.079026222E0,-2.135329247E-1
3.862232130E-1,-1.397699356E0,7.264480591E0,-1.107506752E-1
3.962232130E-1,-3.173623085E-1,6.172118187E0,-1.251095772E0
4.062232130E-1,1.201852798E0,4.626008034E0,-1.656463623E0
4.162232130E-1,2.504549503E0,3.432620525E0,-1.986214638E0
4.262232130E-1,3.708192825E0,2.544290304E0,-2.205950260E0
4.362232130E-1,4.803062916E0,1.898015499E0,-2.308619499E0
4.462232130E-1,4.937343597E0,2.173361778E0,-2.208040714E0
4.562232460E-1,6.507922173E0,1.134951591E0,-2.251534224E0
4.662232460E-1,7.089036465E0,9.322795868E-1,-2.170726061E0
4.762232460E-1,7.479325771E0,7.961854935E-1,-2.084535837E0
4.862232460E-1,7.745532036E0,7.440013885E-1,-2.003951311E0
4.962232460E-1,7.744589806E0,4.952449799E-1,-1.959527969E0
5.062232120E-1,7.779857159E0,4.095339775E-1,-1.955659389E0
5.162232120E-1,8.005006790E0,6.701645851E-1,-1.814147949E0
5.262232120E-1,8.258749008E0,7.075953484E-1,-1.807794333E0
5.362232120E-1,8.527097702E0,9.652075768E-1,-1.647429228E0
5.462232120E-1,8.842157364E0,5.732064247E-1,-1.599836588E0
5.562232120E-1,9.178751945E0,4.929857254E-1,-1.465335608E0
5.662232120E-1,9.570529938E0,4.201869965E-1,-1.296345711E0
5.762232120E-1,9.776155472E0,5.946941376E-1,-1.110647678E0
5.862232120E-1,1.039194298E1,4.619855881E-1,-1.062768936E0
5.962232120E-1,1.070987034E1,5.129871368E-1,-1.116131783E0
6.062232120E-1,1.078649521E1,6.350202560E-1,-1.214601994E0
6.162232120E-1,1.048095226E1,8.894181252E-1,-1.274102688E0
6.262232120E-1,1.008069229E1,1.163071156E0,-1.228024960E0
6.362232120E-1,9.665285110E0,1.400306225E0,-1.026752472E0
6.462232120E-1,9.336412430E0,1.658553123E0,-7.094523907E-1
6.562232120E-1,9.158057213E0,2.031256199E0,-2.762632370E-1
6.662232120E-1,9.137632370E0,2.505708218E0,1.941132545E-1
6.762232120E-1,9.254987717E0,3.080774784E0,6.421480179E-1
6.862232120E-1,9.406776428E0,3.676807880E0,1.029440641E0
6.962232120E-1,9.540399551E0,4.323586464E0,1.336391926E0
7.062232450E-1,9.609389305E0,4.895122051E0,1.556945324E0
7.162232450E-1,9.533641815E0,5.406496048E0,1.627215981E0
7.262232450E-1,9.332098961E0,5.847761154E0,1.542690039E0
7.362232450E-1,9.033884048E0,6.233695984E0,1.321931958E0
7.462232450E-1,8.772891045E0,6.511034012E0,1.037129521E0
7.562232110E-1,8.564473152E0,6.628164768E0,7.367781401E-1
7.662232110E-1,8.439991951E0,6.652583599E0,4.648537636E-1
7.762232110E-1,8.371769905E0,6.593773842E0,2.277939320E-1
7.862232110E-1,8.340504646E0,6.515277386E0,1.436233521E-2
7.962232110E-1,8.319679260E0,6.389395237E0,-2.181751728E-1
8.062232110E-1,8.282111168E0,6.216200829E0,-5.003126860E-1
8.162232110E-1,8.223708153E0,5.955109596E0,-9.042080641E-1
8.262232110E-1,8.122861862E0,5.675392151E0,-1.370869756E0
8.362232110E-1,7.964173794E0,5.409308910E0,-1.906122923E0
8.462232110E-1,7.748675346E0,5.158293724E0,-2.425216198E0
8.562232110E-1,7.467054367E0,4.886365414E0,-2.941940784E0
8.662232110E-1,7.208214760E0,4.606101513E0,-3.404620171E0
8.762232110E-1,6.981324196E0,4.302418232E0,-3.747131824E0
8.862232110E-1,6.761734009E0,4.035245895E0,-3.977665186E0
8.962232110E-1,6.526693344E0,3.767086506E0,-4.055125237E0
9.062232110E-1,6.227318287E0,3.454782486E0,-4.053460121E0
9.162232110E-1,5.861052036E0,3.097259045E0,-4.048594952E0
9.262232110E-1,5.504853249E0,2.731723785E0,-4.058832645E0
9.362232110E-1,5.196108818E0,2.344836712E0,-4.061372757E0
9.462232110E-1,4.918667793E0,2.004475594E0,-4.026315212E0
9.562232440E-1,4.723487854E0,1.667370319E0,-3.908710718E0
9.662232440E-1,4.623377800E0,1.306937695E0,-3.732740879E0
9.762232440E-1,4.625909805E0,8.937826157E-1,-3.477502584E0
9.862232440E-1,4.616105556E0,5.031237602E-1,-3.195312262E0
9.962232440E-1,4.583539009E0,1.831283569E-1,-2.833686352E0
1.006223210E0,4.497744560E0,-1.003026962E-1,-2.498770237E0
1.016223210E0,4.369822979E0,-3.402256966E-1,-2.195349693E0
1.026223210E0,4.239581585E0,-5.779461861E-1,-1.999709368E0
1.036223210E0,4.095252514E0,-7.958374023E-1,-1.962360382E0
1.046223210E0,3.978750229E0,-1.028624535E0,-2.066269398E0
1.056223210E0,3.853908539E0,-1.276521683E0,-2.295519829E0
1.066223210E0,3.697641373E0,-1.559424877E0,-2.609983444E0
1.076223210E0,3.463647842E0,-1.867003918E0,-3.016072750E0
1.086223210E0,3.195570946E0,-2.205420971E0,-3.440659046E0
1.096223210E0,2.883255959E0,-2.577048302E0,-3.828203440E0
1.106223210E0,2.577543259E0,-2.963532925E0,-4.154851913E0
1.116223210E0,2.297546864E0,-3.396560192E0,-4.416244984E0
1.126223210E0,2.034024239E0,-3.805547714E0,-4.617738724E0
1.136223210E0,1.722666264E0,-4.196073055E0,-4.791881084E0
1.146223210E0,1.342870712E0,-4.535379410E0,-4.953987598E0
1.156223210E0,9.100494385E-1,-4.812837601E0,-5.141434193E0
1.166223210E0,4.947528839E-1,-5.083831787E0,-5.354132652E0
1.176223210E0,1.310324669E-1,-5.416887283E0,-5.564488888E0
1.186223210E0,-1.905412674E-1,-5.798621655E0,-5.741746426E0
1.196223210E0,-5.160312653E-1,-6.243000031E0,-5.892169952E0
1.206223210E0,-8.459081650E-1,-6.671553612E0,-6.003726959E0
1.216223210E0,-1.206654072E0,-7.060617924E0,-6.074410439E0
1.226223210E0,-1.551823616E0,-7.366074085E0,-6.108305931E0
1.236223210E0,-1.906201363E0,-7.543133736E0,-6.065000534E0
1.246223210E0,-2.226135254E0,-7.604067802E0,-5.973635674E0
1.256223176E0,-2.496905327E0,-7.497361183E0,-5.817473888E0
1.266223176E0,-2.659289837E0,-7.252738953E0,-5.643537521E0
1.276223176E0,-2.714751244E0,-6.958796501E0,-5.510663986E0
1.286223176E0,-2.694167137E0,-6.696321964E0,-5.427447796E0
1.296223176E0,-2.613196373E0,-6.438982964E0,-5.377885818E0
1.306223176E0,-2.502530098E0,-6.244221687E0,-5.344321251E0
1.316223176E0,-2.371988297E0,-6.212066650E0,-5.349081993E0
1.326223176E0,-2.237449646E0,-6.282876492E0,-5.366305828E0
1.336223176E0,-2.083817482E0,-6.448467255E0,-5.379284859E0
1.346222776E0,-1.929667473E0,-6.616894722E0,-5.379965782E0
1.356222776E0,-1.790930271E0,-6.730472565E0,-5.347763062E0
1.366222776E0,-1.680132866E0,-6.730244637E0,-5.291455746E0
1.376222776E0,-1.564325333E0,-6.533039093E0,-5.185383797E0
1.386222776E0,-1.383711338E0,-6.200640678E0,-5.021256447E0
1.396222776E0,-1.140999794E0,-5.738514900E0,-4.799161434E0
1.406222776E0,-8.935914040E-1,-5.191134453E0,-4.565087795E0
1.416222776E0,-6.939773560E-1,-4.584975243E0,-4.319767952E0
1.426222776E0,-5.593390465E-1,-4.008606434E0,-4.097393513E0
1.436222776E0,-5.107178688E-1,-3.501030922E0,-3.903651714E0
1.446222776E0,-4.915862083E-1,-3.074329376E0,-3.746155262E0
1.460265499E0,-5.034556389E-1,-2.704076767E0,-3.604709148E0
1.470265499E0,-4.852409363E-1,-2.368299961E0,-3.487217665E0
1.480265499E0,-4.062523842E-1,-2.075401306E0,-3.386747360E0
1.490265499E0,-2.866978645E-1,-1.792068958E0,-3.311794758E0
1.500265499E0,-1.092772484E-1,-1.509737492E0,-3.297463894E0
