"event","experiment time","system time","system time text"
"START",0.000000000E0,1734014847.296,"2024-12-12 15:47:27.296 UTC+01:00"
"PAUSE",1.312201368E1,1734014860.418,"2024-12-12 15:47:40.418 UTC+01:00"
