"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.734355893067801E9,"2024-12-16 14:31:33.068 UTC+01:00"
"PAUSE",1.141808124998352E1,1.734355904485865E9,"2024-12-16 14:31:44.486 UTC+01:00"
