"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.363216667E-2,-3.162623291E0,3.752247162E0,9.092541962E0
3.358516668E-2,-3.052602081E0,3.809128876E0,8.615034943E0
4.353816668E-2,-3.112477570E0,3.638483734E0,8.430169373E0
5.349016667E-2,-3.139122162E0,3.372337189E0,8.422385559E0
6.344316667E-2,-3.067720642E0,3.146157532E0,8.337661743E0
7.339616667E-2,-2.824476471E0,2.989283752E0,8.304281158E0
8.334916667E-2,-2.731220398E0,2.885848846E0,8.228688354E0
9.330216667E-2,-2.930456085E0,2.765648804E0,8.063282318E0
1.032551667E-1,-3.158581696E0,2.646945648E0,7.788753204E0
1.132081667E-1,-3.372187500E0,2.649340668E0,7.431296539E0
1.231611667E-1,-3.629203033E0,2.745889893E0,7.153923340E0
1.331141667E-1,-3.859723663E0,2.851719818E0,6.907086639E0
1.430671667E-1,-4.085304565E0,2.938239899E0,6.778204651E0
1.530191667E-1,-4.294419708E0,2.933300171E0,6.796167297E0
1.629721667E-1,-4.387975159E0,2.828218689E0,6.956633606E0
1.729251667E-1,-4.460873566E0,2.680326233E0,7.215295715E0
1.828781667E-1,-4.500840454E0,2.579136658E0,7.484885101E0
1.928311667E-1,-4.568499756E0,2.586471405E0,7.703430634E0
2.027841667E-1,-4.671934662E0,2.572250977E0,7.940687256E0
2.127371667E-1,-4.720733185E0,2.525997162E0,8.229736176E0
2.226898750E-1,-4.790937195E0,2.443219299E0,8.568781128E0
2.326428750E-1,-4.848717041E0,2.371368713E0,8.817713470E0
2.425958750E-1,-4.934937744E0,2.365381165E0,9.012608185E0
2.525488750E-1,-5.174589386E0,2.409539337E0,9.113947449E0
2.625008750E-1,-5.195845184E0,2.720143433E0,9.201066284E0
2.724538750E-1,-5.563929749E0,3.061134338E0,9.633367310E0
2.824068750E-1,-6.668931885E0,3.130290527E0,9.638606415E0
2.923598750E-1,-6.721173248E0,3.577560425E0,1.000264938E1
3.023128750E-1,-7.158713379E0,3.852837982E0,1.086650299E1
3.122658750E-1,-6.402186584E0,3.535348206E0,1.083896027E1
3.222188750E-1,-5.883066101E0,2.500849457E0,1.142109970E1
3.321718750E-1,-5.400619354E0,1.540596313E0,1.137619308E1
3.421248750E-1,-4.701872406E0,1.305435333E0,1.125284958E1
3.520778750E-1,-4.575385437E0,1.408720551E0,1.046324158E1
3.620308750E-1,-4.662803650E0,1.685644684E0,9.755662994E0
3.719828750E-1,-4.518054657E0,1.972897339E0,9.894424438E0
3.819358750E-1,-4.330794067E0,2.066452789E0,9.689650269E0
3.918888750E-1,-5.330265656E0,7.665559387E-1,9.686207428E0
4.018418750E-1,-7.077432404E0,7.702981567E-1,1.178933395E1
4.117948750E-1,-6.231990509E0,1.413061523E0,1.298819092E1
4.217478750E-1,-5.877976685E0,2.219734039E0,1.205188797E1
4.317008750E-1,-3.371139679E0,2.237846375E0,9.832453308E0
4.416538750E-1,-1.331481171E0,1.262624359E0,7.978259125E0
4.516068750E-1,-5.999523926E-1,-1.130149841E-1,7.238647156E0
4.615588750E-1,-7.828720093E-2,-6.554869080E-1,6.238277435E0
4.715118750E-1,3.884422302E-1,1.739382935E-1,4.333638153E0
4.814648750E-1,8.128097534E-2,4.483177185E-1,2.941982117E0
4.914178750E-1,-1.368903351E0,-4.306544495E-1,2.762804718E0
5.013708750E-1,-1.734143829E0,-3.266207886E-1,3.766617279E0
5.113238750E-1,-1.251098328E0,-4.191284180E-2,4.138593750E0
5.212768750E-1,-8.767268372E-1,-2.571652222E-1,3.825894012E0
5.312298750E-1,-7.542814636E-1,-8.978329468E-1,4.095483398E0
5.411828750E-1,-4.321513367E-1,-1.399888916E0,4.652475128E0
5.511358750E-1,-1.362167358E0,-3.062930603E0,6.082750854E0
5.610888750E-1,-1.800904999E0,-4.082310791E0,9.931696930E0
5.710408750E-1,-2.922522583E0,-4.489464111E0,1.103894440E1
5.809938750E-1,-3.293002167E0,-2.976260834E0,1.036175262E1
5.909468750E-1,-2.354004822E0,-3.523672485E-1,9.864786072E0
6.008998750E-1,-1.648222504E0,1.274599457E0,1.016730698E1
6.108528750E-1,-1.466201019E0,1.356479187E0,1.016581009E1
6.208058750E-1,-9.547146606E-1,6.301895142E-1,8.754694519E0
6.307588750E-1,-1.721420288E-1,7.384144592E-1,8.472680969E0
6.407118750E-1,-1.945953369E-1,4.507127380E-1,8.256829834E0
6.506648750E-1,-3.038681030E-1,-3.748205566E-1,8.531508636E0
6.606178750E-1,1.004411316E-1,-4.044589233E-1,8.683891754E0
6.705698750E-1,1.775008850E0,1.011895752E-1,8.621172180E0
6.805228750E-1,2.985691223E0,1.241967316E0,8.595276031E0
6.904758750E-1,1.933678894E0,1.818119202E0,9.002129974E0
7.004288750E-1,4.011657715E-1,2.309846649E0,1.223166412E1
7.103818750E-1,-1.945953369E-3,2.980601807E0,1.466635117E1
7.203348750E-1,2.062411194E0,1.997595978E0,8.264463959E0
7.302878750E-1,3.809577942E0,1.840871887E0,5.451513519E0
7.402408750E-1,4.535568237E0,2.489173737E0,5.627098389E0
7.501938750E-1,4.476441193E0,2.107018433E0,5.504203949E0
7.601468750E-1,3.926634521E0,1.857936401E0,4.601880341E0
7.700998750E-1,3.259920959E0,1.932930450E0,3.539689178E0
7.800518750E-1,3.389401703E0,1.877994690E0,2.867437134E0
7.900048750E-1,5.126239929E0,1.495989075E0,1.947150879E0
7.999578750E-1,6.354884949E0,1.135688324E0,1.451381836E0
8.099108750E-1,7.532635803E0,8.095166016E-1,1.415606232E0
8.198638750E-1,8.308472443E0,4.827461243E-1,1.310375061E0
8.298168750E-1,7.898774414E0,-1.094224548E-1,1.199306030E0
8.397698750E-1,7.617359619E0,-7.547305298E-1,5.496569824E-1
8.497228750E-1,7.824528809E0,-1.201251984E0,-2.155517578E-1
8.596758750E-1,8.255482635E0,-1.361568604E0,-1.214274902E0
8.696288750E-1,8.897198181E0,-1.629212036E0,-2.219584351E0
8.795808750E-1,9.555379486E0,-2.169887695E0,-2.285896454E0
8.895338750E-1,9.962233429E0,-2.852917328E0,-1.679357758E0
8.994868750E-1,9.943522339E0,-3.812721405E0,-8.080197144E-1
9.094398750E-1,9.834099884E0,-5.091362457E0,-1.316362610E0
9.193928750E-1,9.694739685E0,-6.314918060E0,-2.813399506E0
9.293458750E-1,1.024514511E1,-6.595285034E0,-3.007994843E0
9.392988750E-1,1.081680634E1,-6.849606171E0,-2.812501373E0
9.492518750E-1,1.069211563E1,-7.679779816E0,-2.991678772E0
9.592048750E-1,1.073642349E1,-8.325686646E0,-3.005899200E0
9.691578750E-1,1.097817078E1,-8.733139343E0,-2.969375153E0
9.791098750E-1,1.128982269E1,-8.746162262E0,-3.040926361E0
9.890628750E-1,1.156150772E1,-8.570577393E0,-2.500699768E0
9.990158750E-1,1.141211838E1,-9.763147430E0,-2.478396149E0
1.008968875E0,1.172032745E1,-1.028615982E1,-2.490221558E0
1.018921875E0,1.194575867E1,-1.049572403E1,-1.970502319E0
1.028874875E0,1.198991684E1,-1.075872711E1,-1.204994202E0
1.038827875E0,1.215562225E1,-1.078312637E1,-8.247848511E-1
1.048780875E0,1.207134750E1,-1.071322174E1,-5.836363220E-1
1.058733875E0,1.201910614E1,-1.022867935E1,-2.447410583E-1
1.068686875E0,1.191492279E1,-9.771380310E0,1.496887207E-3
1.078638875E0,1.160850998E1,-9.530381470E0,2.137554932E-1
1.088591875E0,1.130763565E1,-9.279802551E0,1.531315613E-1
1.098544875E0,1.136242172E1,-8.689879303E0,2.106120300E-1
1.108497875E0,1.081575851E1,-8.113278351E0,7.394622803E-2
1.118450875E0,1.024020538E1,-7.963439941E0,-3.824546814E-1
1.128403875E0,9.960137787E0,-8.293653259E0,-5.023553467E-1
1.138356875E0,9.518106995E0,-9.148675232E0,-5.908213806E-1
1.148309875E0,9.456285553E0,-9.985285492E0,-2.396516418E-1
1.158262875E0,9.338031464E0,-9.798174591E0,4.400848389E-2
1.168215875E0,9.100026398E0,-8.264164581E0,-2.529739380E-2
1.178168875E0,8.768016815E0,-7.151827698E0,5.358856201E-2
1.188120875E0,8.438102875E0,-7.308102722E0,-3.013233948E-1
1.198073875E0,8.265362091E0,-7.034322052E0,-5.578898621E-1
1.208026875E0,8.136031036E0,-5.925577698E0,-5.126838684E-1
1.217980125E0,7.918533325E0,-5.432353363E0,-5.110372925E-1
1.227933125E0,7.745493164E0,-6.422244873E0,-1.184037781E0
1.237886125E0,7.981103210E0,-7.034771118E0,-9.996212769E-1
1.247839125E0,8.167166290E0,-6.885980530E0,-8.065228271E-1
1.257792125E0,8.113727417E0,-5.853727112E0,-7.536827087E-1
1.267745125E0,8.069419556E0,-5.727389832E0,-1.056802368E0
1.277698125E0,8.189918976E0,-6.152954865E0,-1.140927429E0
1.287650125E0,8.156688080E0,-6.332880707E0,-7.806266785E-1
1.297603125E0,8.298293610E0,-6.581363983E0,-9.488768005E-1
1.307556125E0,8.494535522E0,-6.900500336E0,-1.154549103E0
1.317509125E0,8.655750275E0,-7.119944000E0,-1.205592957E0
1.327462125E0,8.933871918E0,-7.444169769E0,-1.200204163E0
1.337415125E0,9.218579865E0,-7.799231415E0,-1.014440460E0
