"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.049219600E-2,-4.726855278E0,1.868568659E0,-4.961490631E-1
4.049219600E-2,-4.739023209E0,1.902528763E0,-5.027093887E-1
5.049219600E-2,-4.717654228E0,1.943692684E0,-5.116720200E-1
6.049219600E-2,-4.723750114E0,1.990813494E0,-5.209178925E-1
7.049219600E-2,-4.755124092E0,2.019207478E0,-5.416374207E-1
8.049219600E-2,-4.791772842E0,2.044562101E0,-5.642342567E-1
9.049219600E-2,-4.809860229E0,2.066374302E0,-5.879001617E-1
1.004921960E-1,-4.780095577E0,2.122045040E0,-5.917997360E-1
1.104921960E-1,-4.741514206E0,2.192526340E0,-5.742006302E-1
1.204921960E-1,-4.697494507E0,2.201754332E0,-5.048999786E-1
1.304921960E-1,-4.670309544E0,2.176373482E0,-4.526805878E-1
1.404921960E-1,-4.600133419E0,1.988671064E0,-4.349517822E-1
1.504921960E-1,-4.561670303E0,1.901260376E0,-4.743032455E-1
1.604921960E-1,-4.531782627E0,1.973635674E0,-4.842109680E-1
1.704921960E-1,-4.471623421E0,2.072655201E0,-4.399595261E-1
1.804921960E-1,-4.386445522E0,2.095042706E0,-4.057407379E-1
1.904921960E-1,-4.330398560E0,2.073827982E0,-3.627882004E-1
2.004921960E-1,-4.175515175E0,1.983626842E0,-2.680940628E-1
2.104921960E-1,-4.019817829E0,1.823052406E0,-1.447048187E-1
2.204921960E-1,-3.841308117E0,1.720099926E0,4.698181152E-2
2.304921960E-1,-3.624361038E0,1.681898355E0,2.737808228E-1
2.404921960E-1,-3.621727228E0,1.596794844E0,4.965314865E-1
2.504921960E-1,-3.724938869E0,1.427897215E0,6.491460800E-1
2.604921960E-1,-3.853545189E0,1.250993490E0,7.627334595E-1
2.704921960E-1,-3.917375803E0,1.176325560E0,8.502340317E-1
2.804921960E-1,-3.921842575E0,1.210839272E0,8.959693909E-1
2.904921960E-1,-3.879472971E0,1.264972925E0,8.941059113E-1
3.004921960E-1,-3.789389372E0,1.337911129E0,8.624734879E-1
3.104921960E-1,-3.707734108E0,1.277078390E0,8.312406540E-1
3.204921960E-1,-3.645770073E0,1.209640980E0,7.757558823E-1
3.304921960E-1,-3.572613001E0,1.202432632E0,7.425565720E-1
3.404921960E-1,-3.575450897E0,1.189997435E0,7.228021622E-1
3.504921960E-1,-3.578426838E0,1.174839735E0,6.914377213E-1
3.604921960E-1,-3.574729919E0,1.175594330E0,5.818843842E-1
3.704921960E-1,-3.550233603E0,1.186981201E0,4.373855591E-1
3.804921960E-1,-3.524139881E0,1.210709572E0,2.407264709E-1
3.904921960E-1,-3.499809265E0,1.236418724E0,5.420494080E-2
4.004921960E-1,-3.518960953E0,1.293101549E0,-1.151952744E-1
4.104921960E-1,-3.562942743E0,1.367615223E0,-2.368803024E-1
4.204921960E-1,-3.596111059E0,1.430881023E0,-3.238520622E-1
4.304921960E-1,-3.611083031E0,1.463499308E0,-3.957157135E-1
4.404921960E-1,-3.641220570E0,1.469577789E0,-4.739961624E-1
4.504921960E-1,-3.684992313E0,1.465839863E0,-5.462369919E-1
4.604921960E-1,-3.723080635E0,1.468242407E0,-6.179242134E-1
4.704921960E-1,-3.740267277E0,1.474837065E0,-6.526279449E-1
4.804921960E-1,-3.748447657E0,1.509137392E0,-6.239233017E-1
4.904921960E-1,-3.758060455E0,1.541597843E0,-5.824842453E-1
5.004921960E-1,-3.762701750E0,1.571095943E0,-5.745115280E-1
5.104921960E-1,-3.783053398E0,1.592968941E0,-5.769896507E-1
5.204921960E-1,-3.792174339E0,1.612425327E0,-5.794544220E-1
5.304921960E-1,-3.779351473E0,1.613021851E0,-5.835452080E-1
5.404921960E-1,-3.743861914E0,1.603232384E0,-5.794439316E-1
5.504921960E-1,-3.706954956E0,1.602897167E0,-5.793724060E-1
5.604921960E-1,-3.681878090E0,1.612873077E0,-5.480575562E-1
5.704921960E-1,-3.686021566E0,1.615653515E0,-5.011010170E-1
5.804921960E-1,-3.735296249E0,1.622385025E0,-4.340610504E-1
5.904921960E-1,-3.771615982E0,1.627527475E0,-3.793516159E-1
6.004921960E-1,-3.747812033E0,1.649484158E0,-3.018693924E-1
6.104921960E-1,-3.669866085E0,1.711994648E0,-1.915063858E-1
