"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
-7.381666219E-4,6.405586749E-2,1.118556380E0,-3.521068990E-1
9.214833379E-3,-4.725756049E-1,1.308488011E0,-4.096628726E-1
1.916883333E-2,-9.166544080E-1,1.422509909E0,-5.343346596E-1
2.912283334E-2,-1.132641554E0,1.641006231E0,-6.721790433E-1
3.907583334E-2,-1.160481572E0,1.744554043E0,-7.184125781E-1
4.902983335E-2,-1.114522815E0,1.653250456E0,-7.097719312E-1
5.898383335E-2,-1.033822656E0,1.555230618E0,-6.627808809E-1
6.893783336E-2,-9.099535346E-1,1.532479763E0,-5.720115900E-1
7.889083336E-2,-7.592599392E-1,1.479754686E0,-4.707414210E-1
8.884483337E-2,-5.467423201E-1,1.485853314E0,-3.868451715E-1
9.879883332E-2,-2.828353643E-1,1.506416202E0,-3.025227487E-1
1.087518333E-1,-8.918492496E-2,1.432512164E0,-2.346659601E-1
1.187058333E-1,2.247974277E-2,1.543203354E0,-2.071841508E-1
1.286598333E-1,5.289783329E-2,1.627474070E0,-2.264883369E-1
1.386138333E-1,3.700992838E-2,1.751909494E0,-3.693698943E-1
1.485668333E-1,-1.483702380E-2,1.802103758E0,-4.895426631E-1
1.585208334E-1,-7.188122720E-2,1.771627188E0,-5.233709216E-1
1.684748334E-1,-1.038436815E-1,1.739759088E0,-4.675872624E-1
1.784278334E-1,-1.201253533E-1,1.706323981E0,-3.483513296E-1
1.883818334E-1,-1.408221126E-1,1.533232570E0,-1.966166645E-1
1.983358333E-1,-1.452438831E-1,1.384834528E0,-1.051236093E-1
2.082898333E-1,-1.322279423E-1,1.261266828E0,-7.260641456E-2
2.182428333E-1,-9.402958304E-2,1.236106038E0,-8.483776450E-2
2.281968333E-1,-8.133802563E-2,1.234692454E0,-1.484907717E-1
2.381508333E-1,-1.599785089E-1,1.167843342E0,-2.368508279E-1
2.481038333E-1,-2.908848524E-1,1.137358189E0,-3.148604035E-1
2.580578334E-1,-4.385389388E-1,1.121106625E0,-3.819361925E-1
2.680118334E-1,-5.706951022E-1,1.036422849E0,-4.720314741E-1
2.779658334E-1,-6.454339623E-1,8.965827823E-1,-5.528447032E-1
2.879188334E-1,-6.012622714E-1,7.647385001E-1,-6.313283443E-1
2.978728333E-1,-4.997338653E-1,6.234003901E-1,-6.897572875E-1
3.078268333E-1,-3.551572561E-1,4.826097190E-1,-7.414449453E-1
