"event","experiment time","system time","system time text"
"START",0.000000000E0,1734350590.495,"2024-12-16 13:03:10.495 UTC+01:00"
"PAUSE",1.554951372E1,1734350606.044,"2024-12-16 13:03:26.044 UTC+01:00"
