"event","experiment time","system time","system time text"
"START",0.000000000E0,1734012223.916,"2024-12-12 15:03:43.916 UTC+01:00"
"PAUSE",1.581774598E1,1734012239.733,"2024-12-12 15:03:59.733 UTC+01:00"
