"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
9.987121000E-3,2.078166962E0,3.746925592E0,8.542811394E0
1.998712100E-2,2.147598982E0,3.778050184E0,8.497321129E0
2.998712100E-2,2.207453966E0,3.809175014E0,8.447042465E0
3.998712100E-2,2.267308950E0,3.852270603E0,8.415918350E0
4.998712100E-2,2.312798738E0,3.909731388E0,8.329727173E0
5.998712100E-2,2.298433542E0,3.971980572E0,8.298602104E0
6.998712100E-2,2.296039343E0,4.000710964E0,8.363245964E0
7.998712100E-2,2.288856745E0,4.031835556E0,8.430283546E0
8.998712100E-2,2.255337954E0,4.110844135E0,8.358457565E0
9.998712100E-2,2.224213362E0,4.132391930E0,8.281843185E0
1.099871210E-1,2.334346771E0,4.103661537E0,8.202834129E0
1.199871210E-1,2.444479942E0,4.115632534E0,8.159738541E0
1.299871210E-1,2.509123325E0,4.192247391E0,8.068758965E0
1.399871210E-1,2.549824715E0,4.295197964E0,7.937077999E0
1.499871210E-1,2.600103140E0,4.424484730E0,7.795820236E0
1.599871210E-1,2.619256735E0,4.537012100E0,7.652167797E0
1.699871210E-1,2.576161146E0,4.558559895E0,7.482179642E0
1.799871210E-1,2.537853718E0,4.529829502E0,7.314585686E0
1.899871210E-1,2.552218914E0,4.529829502E0,7.091924667E0
1.999871210E-1,2.578555346E0,4.544194698E0,6.847716331E0
2.099871210E-1,2.590526342E0,4.527435303E0,6.524498940E0
2.199871210E-1,2.588132143E0,4.503493309E0,6.208464146E0
2.299871210E-1,2.580949545E0,4.450820923E0,5.887641430E0
2.399871210E-1,2.592920542E0,4.299986362E0,5.557241440E0
2.499871210E-1,2.588132143E0,4.146757126E0,5.317821026E0
2.599871210E-1,2.573766708E0,4.007893562E0,5.152621269E0
2.699871210E-1,2.549824715E0,3.854664803E0,5.018546104E0
2.799871210E-1,2.533065319E0,3.677493811E0,4.910807133E0
2.899871210E-1,2.530671120E0,3.462015629E0,4.793191910E0
2.999871210E-1,2.540247917E0,3.229778051E0,4.649539471E0
3.099871210E-1,2.571372509E0,2.975992680E0,4.477157116E0
3.199871210E-1,2.592920542E0,2.767697096E0,4.288015366E0
3.299871210E-1,2.602497339E0,2.530671120E0,4.041412354E0
3.399871210E-1,2.621650934E0,2.293645144E0,3.823540211E0
3.499871210E-1,2.669534922E0,2.003946781E0,3.634398222E0
3.599871210E-1,2.729389906E0,1.680729628E0,3.560178041E0
3.699871210E-1,2.829946518E0,1.333570361E0,3.627215624E0
3.799871210E-1,2.980781078E0,9.672574997E-1,3.749319792E0
3.899871210E-1,3.179499865E0,5.937620401E-1,3.861847401E0
3.999871210E-1,3.342305660E0,2.418143749E-1,3.904942989E0
4.099871210E-1,3.517082214E0,-1.604115069E-1,3.813963413E0
4.199871210E-1,3.689464808E0,-5.865794420E-1,3.670311213E0
4.299871210E-1,3.840299606E0,-1.053448796E0,3.483563423E0
4.399871210E-1,3.998316765E0,-1.467645645E0,3.315969467E0
4.499871210E-1,4.304774761E0,-1.941697598E0,3.124433279E0
4.599871210E-1,4.659116745E0,-2.408566952E0,2.944868088E0
4.699871210E-1,5.128679276E0,-2.892195702E0,2.760514498E0
4.799871210E-1,5.698499203E0,-3.392583847E0,2.573766708E0
4.899870210E-1,6.311414719E0,-3.938461781E0,2.422932148E0
