"event","experiment time","system time","system time text"
"START",0.000000000E0,1734014703.735,"2024-12-12 15:45:03.735 UTC+01:00"
"PAUSE",1.136446192E1,1734014715.100,"2024-12-12 15:45:15.100 UTC+01:00"
