"event","experiment time","system time","system time text"
"START",0.000000000E0,1734014371.784,"2024-12-12 15:39:31.784 UTC+01:00"
"PAUSE",1.219439899E1,1734014383.978,"2024-12-12 15:39:43.978 UTC+01:00"
