"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.966219600E-2,2.047294617E0,-1.969807148E0,-3.455856800E0
3.966219600E-2,2.065745831E0,-2.224668264E0,-4.036000729E0
4.966219600E-2,1.969319582E0,-2.527297974E0,-4.529507160E0
5.966219600E-2,1.534788728E0,-2.935467720E0,-4.863172531E0
6.966219600E-2,1.091401339E0,-3.241180897E0,-5.107049465E0
7.966219600E-2,7.042231560E-1,-3.435579538E0,-5.380666256E0
8.965679600E-2,3.995203972E-1,-3.594460964E0,-5.641727924E0
9.965679600E-2,2.360560894E-1,-3.787472248E0,-5.971528530E0
1.096567960E-1,1.108505726E-1,-3.969396353E0,-6.291385174E0
1.196567960E-1,-5.721187592E-2,-4.121894360E0,-6.566576958E0
1.296567960E-1,-3.110847473E-1,-4.223543167E0,-6.696990967E0
1.396567960E-1,-6.012120247E-1,-4.286660194E0,-6.621582985E0
1.496567960E-1,-8.231701851E-1,-4.324862957E0,-6.371162891E0
1.596567960E-1,-9.910154343E-1,-4.404839039E0,-5.970179558E0
1.696567960E-1,-1.030488968E0,-4.502024174E0,-5.459216595E0
1.796567960E-1,-9.128422737E-1,-4.607691765E0,-4.816342354E0
1.896567960E-1,-7.064404488E-1,-4.617797375E0,-4.092745781E0
1.996567960E-1,-3.772935867E-1,-4.573633671E0,-3.258634806E0
2.096567960E-1,-8.866786957E-3,-4.484379768E0,-2.445754528E0
2.196567960E-1,5.060338974E-1,-4.329785824E0,-1.557457447E0
2.296567960E-1,1.014699936E0,-4.058447361E0,-7.052140236E-1
2.396567960E-1,1.470219612E0,-3.800106287E0,4.489469528E-2
2.496567960E-1,1.813836098E0,-3.620005608E0,6.459059715E-1
2.596567960E-1,2.032699585E0,-3.492647886E0,1.041835785E0
2.696567960E-1,2.065010071E0,-3.349762678E0,1.266021729E0
2.796567960E-1,1.919619560E0,-3.283709526E0,1.337950706E0
2.896567960E-1,1.673454285E0,-3.253245354E0,1.269297361E0
2.996567960E-1,1.508850098E0,-3.125740051E0,1.066245794E0
3.096567960E-1,1.373659134E0,-3.057263613E0,8.257229328E-1
3.196567960E-1,1.439078331E0,-3.030934572E0,5.117855072E-1
3.296567960E-1,1.582017899E0,-3.008630514E0,2.493703365E-1
3.396567960E-1,1.864402771E0,-3.060895681E0,1.385598183E-1
3.496567960E-1,2.197062492E0,-3.104613781E0,1.443276405E-1
3.596567960E-1,2.634783745E0,-3.120935917E0,3.121457100E-1
3.696567960E-1,3.076478958E0,-3.102364779E0,5.101609230E-1
3.796567960E-1,3.575137138E0,-3.062167168E0,7.419283390E-1
3.896576960E-1,4.125445366E0,-2.938593388E0,9.500517845E-1
3.996578620E-1,4.689664841E0,-2.756305456E0,1.074741364E0
4.096578620E-1,5.170009613E0,-2.554257631E0,1.095705748E0
4.196578620E-1,5.521340370E0,-2.317901611E0,9.834742546E-1
4.296578620E-1,5.762763977E0,-2.067265511E0,8.218781948E-1
4.396578620E-1,5.881534576E0,-1.801826239E0,6.216764450E-1
4.496578620E-1,5.907339096E0,-1.568248749E0,4.240994453E-1
4.596578620E-1,5.756248474E0,-1.328241348E0,2.469692230E-1
4.696578620E-1,5.555638313E0,-1.078383446E0,1.039571762E-1
4.796578620E-1,5.329441071E0,-8.398900032E-1,-1.338887215E-2
4.896578620E-1,5.114015102E0,-6.132922173E-1,-9.434890747E-2
4.996578620E-1,4.866590500E0,-4.065589905E-1,-1.698205471E-1
5.096578620E-1,4.621584892E0,-2.125144005E-1,-2.446591854E-1
5.196578620E-1,4.436815739E0,-3.341197968E-2,-3.386216164E-1
5.296578620E-1,4.322976112E0,1.362333298E-1,-4.300649166E-1
5.396578620E-1,4.266780376E0,2.881169319E-1,-5.194003582E-1
5.496578620E-1,4.206764221E0,4.397544861E-1,-5.730314255E-1
5.596578620E-1,4.095279694E0,6.029229164E-1,-6.183260679E-1
5.696578620E-1,3.957129478E0,7.482366562E-1,-6.804945469E-1
5.796578620E-1,3.736927986E0,8.684291840E-1,-8.207534552E-1
5.896578620E-1,3.523859501E0,9.781532288E-1,-9.978564978E-1
5.996578620E-1,3.349864006E0,1.110595703E0,-1.232074022E0
6.096578620E-1,3.251425743E0,1.238199711E0,-1.455059290E0
6.196578620E-1,3.207569599E0,1.392643929E0,-1.652312517E0
6.296578620E-1,3.194865704E0,1.569641113E0,-1.803152442E0
6.396578620E-1,3.213623047E0,1.734581470E0,-1.923663378E0
6.496578620E-1,3.257043362E0,1.857127666E0,-2.035376787E0
6.596578620E-1,3.304321289E0,1.944314957E0,-2.118722439E0
6.696578620E-1,3.336524963E0,2.024513721E0,-2.163386822E0
6.796578620E-1,3.344974518E0,2.104773521E0,-2.165120602E0
6.896578620E-1,3.350720882E0,2.173439503E0,-2.144782066E0
6.996576950E-1,3.354208469E0,2.243441582E0,-2.084731817E0
7.096576950E-1,3.372837067E0,2.291399002E0,-2.005176067E0
7.196576950E-1,3.388728619E0,2.306254387E0,-1.911808610E0
7.296576950E-1,3.408752441E0,2.293750286E0,-1.826353312E0
7.396576950E-1,3.449897766E0,2.234700680E0,-1.747865438E0
7.496576950E-1,3.524144173E0,2.167748451E0,-1.673150063E0
7.596576950E-1,3.595547199E0,2.100303173E0,-1.620967507E0
7.696576950E-1,3.683044910E0,1.992527485E0,-1.610561371E0
7.796576950E-1,3.782226086E0,1.811779976E0,-1.616333485E0
7.896576950E-1,3.868055820E0,1.578279495E0,-1.630443215E0
7.996576950E-1,3.924642563E0,1.250505447E0,-1.689760566E0
8.096576950E-1,3.916532516E0,9.155259132E-1,-1.764919996E0
8.196576950E-1,3.861062527E0,5.038146973E-1,-1.906263351E0
8.296576950E-1,3.740475178E0,9.486675262E-2,-2.117586136E0
8.396576950E-1,3.448776245E0,-3.170356750E-1,-2.516190290E0
8.496576950E-1,3.230709076E0,-6.722755432E-1,-2.944164753E0
8.596576950E-1,3.264087200E0,-9.742479324E-1,-3.325988770E0
8.696576950E-1,3.569821835E0,-1.102602959E0,-3.528162956E0
8.796576950E-1,4.151837349E0,-1.018210411E0,-3.470972300E0
8.896576950E-1,4.906839371E0,-8.354244232E-1,-3.218903542E0
8.996576950E-1,5.641261578E0,-5.419616699E-1,-2.749009371E0
9.096576950E-1,6.144441605E0,-2.052307129E-1,-2.206011295E0
9.196576950E-1,6.198863029E0,1.680383682E-1,-1.580730200E0
9.296576950E-1,5.933861732E0,4.146614075E-1,-1.065595627E0
9.396576950E-1,5.251524448E0,5.539865494E-1,-7.177934647E-1
9.496576950E-1,4.458648682E0,6.176962852E-1,-5.377671719E-1
9.596576950E-1,3.592617989E0,6.288971901E-1,-5.579326153E-1
9.696576950E-1,2.837577820E0,6.044015884E-1,-6.717541814E-1
9.796576950E-1,2.250901699E0,5.570063591E-1,-8.975450993E-1
9.896583280E-1,1.860168457E0,5.255513191E-1,-1.154933453E0
9.996583610E-1,1.666989326E0,4.993419647E-1,-1.386353254E0
1.009658361E0,1.562177181E0,4.566569328E-1,-1.567192078E0
1.019658361E0,1.486586571E0,4.079442024E-1,-1.696442127E0
1.029658361E0,1.411747456E0,3.452644348E-1,-1.769701481E0
1.039658361E0,1.322117805E0,2.471261024E-1,-1.782603502E0
1.049658561E0,1.213892937E0,1.184606552E-1,-1.760356069E0
1.059658561E0,1.026308060E0,-3.104448318E-2,-1.690465331E0
1.069658561E0,8.239579201E-1,-1.641979218E-1,-1.635979176E0
1.079658561E0,6.615819931E-1,-3.323931694E-1,-1.635752320E0
1.089658594E0,5.386333466E-1,-5.065646172E-1,-1.680519819E0
1.099658594E0,4.482479095E-1,-7.194137573E-1,-1.787843823E0
1.109658594E0,3.447837830E-1,-9.591994286E-1,-1.918567538E0
1.119658594E0,2.054319382E-1,-1.255747795E0,-2.073212147E0
1.129658594E0,3.614711761E-2,-1.586747169E0,-2.225395203E0
1.139658594E0,-1.706595421E-1,-1.974434376E0,-2.366737843E0
1.149658594E0,-4.010291100E-1,-2.365859509E0,-2.465501547E0
1.159658194E0,-6.703615189E-1,-2.723404884E0,-2.515401840E0
1.169658194E0,-9.423294067E-1,-3.058045864E0,-2.552003384E0
1.179658194E0,-1.197292328E0,-3.340072632E0,-2.587363958E0
1.189658194E0,-1.424681664E0,-3.550634861E0,-2.619579315E0
1.199658194E0,-1.568950653E0,-3.637619019E0,-2.677044868E0
1.209658194E0,-1.631144047E0,-3.689401150E0,-2.745783806E0
1.219658194E0,-1.594463348E0,-3.660308361E0,-2.826703548E0
1.229658194E0,-1.545995712E0,-3.574816704E0,-2.934309959E0
1.239658194E0,-1.551669598E0,-3.487871647E0,-3.085279703E0
1.249658194E0,-1.614281178E0,-3.430634499E0,-3.250546694E0
1.259658194E0,-1.750303745E0,-3.388969898E0,-3.374273777E0
1.269658194E0,-1.918056965E0,-3.372486353E0,-3.431376934E0
1.279658194E0,-2.095505714E0,-3.336195707E0,-3.394406796E0
1.289657560E0,-2.301536083E0,-3.278243542E0,-3.312470913E0
1.299657526E0,-2.523602009E0,-3.188612461E0,-3.188783169E0
1.309657526E0,-2.730415344E0,-3.114666462E0,-3.065445423E0
1.319657526E0,-2.927369118E0,-3.119300127E0,-2.973316193E0
1.329656659E0,-3.121559620E0,-3.205698729E0,-2.924568176E0
1.339656659E0,-3.375269890E0,-3.362784386E0,-2.923328400E0
1.349656459E0,-3.679007053E0,-3.537126064E0,-2.963177681E0
1.359656459E0,-3.997349262E0,-3.752148390E0,-3.050943613E0
1.369656459E0,-4.271562576E0,-4.002790928E0,-3.168236732E0
1.379656492E0,-4.441393852E0,-4.300569534E0,-3.264639616E0
1.389656458E0,-4.513257027E0,-4.600559711E0,-3.324346542E0
1.399656458E0,-4.434453011E0,-4.957847595E0,-3.363113880E0
1.409656458E0,-4.264798164E0,-5.362209797E0,-3.369475365E0
1.419656458E0,-3.996253490E0,-5.815464973E0,-3.346260071E0
1.429656458E0,-3.701992989E0,-6.226615429E0,-3.322204590E0
1.439656458E0,-3.361923695E0,-6.652872086E0,-3.295620441E0
1.449656458E0,-3.049251080E0,-7.008426189E0,-3.293155670E0
1.459656858E0,-2.736630440E0,-7.236232281E0,-3.286173820E0
1.469656858E0,-2.417981625E0,-7.278705597E0,-3.261830330E0
1.479656858E0,-2.052347660E0,-7.139225483E0,-3.231942654E0
1.489656858E0,-1.668451309E0,-6.867104530E0,-3.210823059E0
1.503326729E0,-1.290709496E0,-6.503738880E0,-3.174829960E0
1.513326729E0,-9.819593430E-1,-6.131122589E0,-3.121829033E0
1.523326729E0,-7.620124817E-1,-5.746018410E0,-3.014731884E0
1.533326729E0,-5.954427719E-1,-5.422754288E0,-2.888570309E0
1.543326729E0,-4.927349091E-1,-5.190659523E0,-2.727382660E0
1.553326729E0,-4.233646393E-1,-5.016397953E0,-2.562908173E0
1.563326729E0,-3.921661377E-1,-4.922514915E0,-2.355390549E0
1.573326729E0,-3.769989014E-1,-4.831501484E0,-2.150691032E0
1.583326729E0,-3.873310089E-1,-4.747278214E0,-1.946214676E0
1.593326729E0,-4.139461517E-1,-4.633400440E0,-1.740955234E0
1.603326729E0,-4.502382278E-1,-4.407107830E0,-1.527569056E0
1.613326729E0,-4.766688347E-1,-4.080596447E0,-1.311245084E0
1.623326729E0,-4.505534172E-1,-3.633751392E0,-1.067944288E0
1.633327595E0,-3.820810318E-1,-3.139481068E0,-8.418617249E-1
1.643327595E0,-3.238382339E-1,-2.608166218E0,-6.372959614E-1
1.653327595E0,-2.785601616E-1,-2.111930370E0,-4.656827450E-1
1.663327595E0,-2.838869095E-1,-1.638934612E0,-3.304904699E-1
1.673327595E0,-2.790007591E-1,-1.249967575E0,-2.492055893E-1
1.683327561E0,-2.955036163E-1,-9.209156036E-1,-2.240186930E-1
1.693327561E0,-3.167552948E-1,-6.174368858E-1,-2.286136150E-1
1.703327561E0,-3.519220352E-1,-3.563785553E-1,-2.868716717E-1
1.713327561E0,-3.748183250E-1,-1.394395828E-1,-4.097942114E-1
1.723327561E0,-3.350501060E-1,1.495027542E-2,-6.001957655E-1
1.733327561E0,-2.110533714E-1,1.336650848E-1,-8.443810940E-1
1.743327561E0,-2.094936371E-2,2.500495911E-1,-1.143401861E0
1.753327561E0,2.261471748E-1,3.302021027E-1,-1.457463264E0
1.763327561E0,5.084667206E-1,3.620305061E-1,-1.735781670E0
1.773327561E0,7.417554855E-1,3.870520592E-1,-1.929675102E0
1.783327561E0,8.890976906E-1,5.129532814E-1,-1.952908754E0
1.793327561E0,1.028254509E0,6.841058731E-1,-1.862331629E0
1.803327561E0,1.179736614E0,8.995780945E-1,-1.654098153E0
1.813327561E0,1.322486877E0,1.108156204E0,-1.448079348E0
1.823327561E0,1.476927757E0,1.307260513E0,-1.263365746E0
1.833327561E0,1.666574955E0,1.478414536E0,-1.145560622E0
1.843327561E0,1.901907444E0,1.588393211E0,-1.111512780E0
1.853327561E0,2.086287975E0,1.674389839E0,-1.119827628E0
1.863327561E0,2.178029060E0,1.687775612E0,-1.178508878E0
1.873327561E0,2.231069565E0,1.616820335E0,-1.278477430E0
1.883327561E0,2.270602703E0,1.422379971E0,-1.380534291E0
1.893327561E0,2.314091206E0,1.182723522E0,-1.425762892E0
1.903327561E0,2.365500927E0,9.109206200E-1,-1.360453010E0
1.913327561E0,2.432691097E0,6.753821373E-1,-1.222352266E0
1.923327561E0,2.511641502E0,4.971170425E-1,-1.001171947E0
1.933327561E0,2.656512022E0,3.587503433E-1,-8.077421188E-1
1.943327561E0,2.903240919E0,2.513179779E-1,-6.714357138E-1
1.953327561E0,3.168650389E0,1.455030441E-1,-6.264374256E-1
1.963327561E0,3.389054537E0,-6.025505066E-2,-7.758966684E-1
1.973327561E0,3.545134783E0,-3.899393082E-1,-1.083959103E0
1.983327561E0,3.655917883E0,-7.432765961E-1,-1.522342205E0
1.993327561E0,3.794718266E0,-9.408836365E-1,-1.983531237E0
2.003327561E0,3.862971783E0,-5.722398758E-1,-2.519749403E0
2.013327561E0,4.077463150E0,-3.348560333E-1,-2.674561977E0
2.023327561E0,4.348935127E0,-3.936157227E-1,-2.349363565E0
2.033327561E0,4.633159161E0,-3.322219849E-1,-1.684456468E0
2.043327561E0,5.051220894E0,2.039537430E-1,-8.645254374E-1
2.053327561E0,5.476826191E0,6.610727310E-1,-1.797579527E-1
2.063327561E0,5.832957268E0,7.096757889E-1,2.342295647E-1
2.073327561E0,5.983212471E0,4.616088867E-1,3.145767450E-1
2.083327161E0,5.755706787E0,1.483907700E-1,3.301620483E-2
2.093327161E0,5.327901363E0,-8.436298370E-2,-3.988403082E-1
2.103327161E0,4.812728882E0,-7.042121887E-2,-9.674474001E-1
2.113327161E0,4.295198441E0,7.748031616E-2,-1.479136109E0
2.123327161E0,3.720611095E0,3.191671371E-1,-1.804546595E0
2.133327161E0,3.193999529E0,5.294666290E-1,-1.887791753E0
2.143327161E0,2.770744801E0,7.098197937E-1,-1.702017903E0
2.153327161E0,2.418281794E0,8.680868149E-1,-1.423485041E0
2.163327161E0,2.112530947E0,9.594144821E-1,-1.213496089E0
2.173327161E0,1.761034012E0,1.021384239E0,-1.144163609E0
2.183327161E0,1.327237129E0,1.148571014E0,-1.336134672E0
2.193327161E0,9.164543152E-1,1.330401421E0,-1.710325122E0
2.203327161E0,5.355532169E-1,1.544780731E0,-2.183700562E0
2.213327161E0,2.054252625E-1,1.779463291E0,-2.628617764E0
2.223327227E0,6.438136101E-2,1.989487171E0,-3.028389215E0
2.233327227E0,5.635476112E-2,2.139192104E0,-3.345965385E0
2.243327227E0,1.310420036E-1,2.219806194E0,-3.587269783E0
2.253327227E0,1.669845581E-1,2.235933304E0,-3.813608646E0
2.263327227E0,1.912159920E-1,2.166817665E0,-4.046739578E0
2.273327227E0,2.289166451E-1,2.064207077E0,-4.230711937E0
2.283327227E0,3.455591202E-1,2.004184723E0,-4.250591278E0
2.293327227E0,4.657452106E-1,1.936291695E0,-4.202098370E0
2.303327227E0,6.445162296E-1,1.803953648E0,-4.053202629E0
2.313327227E0,8.997769356E-1,1.676396370E0,-3.832055569E0
2.323327227E0,1.229317665E0,1.568349361E0,-3.536193371E0
2.333327227E0,1.543684006E0,1.452113152E0,-3.244606256E0
2.343327227E0,1.801555634E0,1.315214157E0,-3.025123119E0
2.353327227E0,1.971208334E0,1.178762913E0,-2.884247303E0
2.363327227E0,1.981462479E0,1.005510330E0,-2.882083893E0
2.373327227E0,1.854715347E0,8.319644928E-1,-2.983744621E0
2.383327627E0,1.681258678E0,6.791591644E-1,-3.144275188E0
2.393327627E0,1.493240356E0,5.268173218E-1,-3.285348654E0
2.403327627E0,1.250838280E0,4.151558876E-1,-3.358533144E0
2.413327627E0,1.000770569E0,3.353648186E-1,-3.364074945E0
2.423327627E0,7.979803085E-1,2.735834122E-1,-3.212369442E0
2.433327627E0,6.245803833E-1,1.496315002E-1,-2.929847479E0
2.443327627E0,4.384245872E-1,-7.728099823E-2,-2.582734585E0
2.453327627E0,2.162961960E-1,-3.574562073E-1,-2.264361858E0
2.463327627E0,-1.329231262E-2,-6.824407578E-1,-2.024189949E0
2.473327627E0,-1.542358398E-1,-9.824376106E-1,-1.855172515E0
2.483327627E0,-1.123704910E-1,-1.209939003E0,-1.709246159E0
2.493327627E0,5.746459961E-2,-1.383529663E0,-1.561860561E0
2.503327627E0,4.021778107E-1,-1.573325157E0,-1.434051991E0
2.513327627E0,7.660570145E-1,-1.806046486E0,-1.334274769E0
2.523327560E0,1.212244034E0,-2.294495106E0,-1.240954041E0
2.533327560E0,1.548711777E0,-2.884119511E0,-1.149319172E0
2.543327560E0,1.720132351E0,-3.580667496E0,-1.036516905E0
2.553327560E0,1.752358437E0,-4.300225735E0,-9.089794159E-1
2.563327560E0,1.591999531E0,-5.028451443E0,-8.208383322E-1
2.573327560E0,1.326661587E0,-5.621244431E0,-7.784609795E-1
2.583327560E0,1.075209618E0,-6.008876324E0,-7.716588974E-1
2.593327560E0,9.473237991E-1,-6.268762112E0,-8.052606583E-1
2.603327560E0,1.001102448E0,-6.322455883E0,-9.369448423E-1
2.613327560E0,1.096831799E0,-6.261885166E0,-1.121030092E0
2.623327560E0,1.179109573E0,-6.088004589E0,-1.355495214E0
2.633327560E0,1.204083443E0,-5.887732983E0,-1.566406965E0
2.643328793E0,1.125662804E0,-5.601027489E0,-1.724577427E0
2.653328793E0,9.913506508E-1,-5.345649719E0,-1.835850000E0
2.663328793E0,7.709274292E-1,-5.114161015E0,-1.918192744E0
2.673328626E0,4.804697037E-1,-4.910133362E0,-1.992273927E0
2.683328626E0,9.642982483E-2,-4.722959042E0,-2.066187859E0
2.693328226E0,-3.144659996E-1,-4.537835598E0,-2.116611719E0
2.703328226E0,-7.570123672E-1,-4.285860538E0,-2.121653795E0
2.713328259E0,-1.168169498E0,-3.993498325E0,-2.102081537E0
2.723328259E0,-1.563296795E0,-3.632971287E0,-2.041066408E0
2.733328259E0,-1.942245007E0,-3.295926094E0,-1.982265115E0
2.743327892E0,-2.378882885E0,-2.953611374E0,-1.947631717E0
2.753327892E0,-2.786395073E0,-2.662899017E0,-1.921995044E0
2.763327892E0,-3.202596664E0,-2.402685165E0,-1.891857266E0
2.773327892E0,-3.588951111E0,-2.183701038E0,-1.853935122E0
2.783327892E0,-3.968349457E0,-1.982768536E0,-1.814270496E0
2.793327892E0,-4.315890312E0,-1.816441059E0,-1.789328337E0
2.803327892E0,-4.629110336E0,-1.683099747E0,-1.787165642E0
2.813327892E0,-4.889680862E0,-1.592094660E0,-1.806362748E0
2.823327892E0,-5.110846519E0,-1.531198978E0,-1.871076226E0
2.833327892E0,-5.276550293E0,-1.482208967E0,-1.962778330E0
2.843327892E0,-5.420547962E0,-1.452283144E0,-2.090983152E0
2.853327892E0,-5.546159744E0,-1.429523706E0,-2.216756582E0
2.863327892E0,-5.649069786E0,-1.398191214E0,-2.341544390E0
2.873327892E0,-5.727392197E0,-1.367704630E0,-2.444471836E0
2.883327892E0,-5.769137383E0,-1.336792469E0,-2.528075218E0
2.893327892E0,-5.792754173E0,-1.318345308E0,-2.584399700E0
2.903327892E0,-5.798325539E0,-1.317320108E0,-2.604521275E0
2.913327892E0,-5.788341522E0,-1.346189260E0,-2.579243183E0
2.923327892E0,-5.779280663E0,-1.439160347E0,-2.514923573E0
2.933327892E0,-5.775108337E0,-1.559525728E0,-2.405064583E0
2.943326658E0,-5.759901047E0,-1.734635830E0,-2.231495857E0
2.953326658E0,-5.727917671E0,-1.938817263E0,-2.057530403E0
