"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
9.636196000E-3,3.107673883E0,2.966415882E0,6.251559734E0
1.966219600E-2,3.404554844E0,2.726995707E0,5.710470200E0
2.966219600E-2,3.593696833E0,2.451662540E0,5.159803867E0
3.966219600E-2,3.653551817E0,2.185906172E0,4.577713490E0
4.966219600E-2,3.598485231E0,1.872265697E0,4.082113743E0
5.966219600E-2,3.392583847E0,1.529894829E0,3.667917013E0
6.966219600E-2,3.236960649E0,1.295263171E0,3.318363667E0
7.966219600E-2,3.201047659E0,1.170764685E0,2.908955097E0
8.965833800E-2,3.280056238E0,1.077390790E0,2.485181332E0
9.965833800E-2,3.488351822E0,9.337386489E-1,1.984793186E0
1.096583380E-1,3.711012602E0,7.685387731E-1,1.503558636E0
1.196583380E-1,3.869029999E0,5.913678408E-1,1.084573388E0
1.296583380E-1,3.928884983E0,4.237737060E-1,8.259995580E-1
1.396583380E-1,3.960009575E0,2.609679997E-1,7.733271718E-1
1.496583380E-1,4.086902142E0,1.029506698E-1,8.714894056E-1
1.596583380E-1,4.307168961E0,-1.077390760E-1,1.074996591E0
1.696583380E-1,4.678270340E0,-3.495534360E-1,1.347935557E0
1.796583380E-1,5.210082054E0,-6.272808313E-1,1.728613615E0
1.896583380E-1,5.815814972E0,-8.643068075E-1,2.195482969E0
1.996583380E-1,6.510133743E0,-1.086967587E0,2.789244890E0
2.096583380E-1,7.202057838E0,-1.295263171E0,3.385401249E0
2.196583380E-1,8.001721382E0,-1.450886250E0,4.072536945E0
2.296583380E-1,8.770259857E0,-1.484405041E0,4.716577530E0
2.396583380E-1,9.476549149E0,-1.510741234E0,5.224447250E0
2.496583380E-1,1.006073475E1,-1.587355733E0,5.547664642E0
2.596583380E-1,1.049647999E1,-1.702277422E0,5.660192013E0
2.696583380E-1,1.071435165E1,-1.805228114E0,5.621884823E0
2.796583380E-1,1.071914005E1,-1.996764183E0,5.471050262E0
2.896583380E-1,1.058745956E1,-2.238578558E0,5.229235649E0
2.996583380E-1,1.050605679E1,-2.396595955E0,4.898836136E0
3.096583380E-1,1.043183613E1,-2.626439333E0,4.558559895E0
3.196583380E-1,1.054436398E1,-2.904166698E0,4.151545525E0
3.296583380E-1,1.072153473E1,-3.196259260E0,3.799597979E0
3.396583380E-1,1.102081013E1,-3.586514235E0,3.610456228E0
3.496583380E-1,1.135120964E1,-3.981557369E0,3.550601006E0
3.596583380E-1,1.176540661E1,-4.362235546E0,3.667917013E0
3.696583380E-1,1.216284370E1,-4.714183331E0,3.828328609E0
3.796583380E-1,1.260098267E1,-5.040093899E0,4.027047157E0
3.896592380E-1,1.307982349E1,-5.272331238E0,4.197035789E0
3.996594040E-1,1.356584644E1,-5.430348873E0,4.273650169E0
4.096594040E-1,1.396328354E1,-5.545270443E0,4.242525578E0
4.196594040E-1,1.422904015E1,-5.600337029E0,4.077325344E0
4.296594040E-1,1.438226891E1,-5.619490623E0,3.864241600E0
4.396594040E-1,1.440860558E1,-5.607519627E0,3.617638826E0
4.496594040E-1,1.433677864E1,-5.614702225E0,3.380612850E0
4.596594040E-1,1.408299351E1,-5.605125427E0,3.169923067E0
4.696594040E-1,1.377414131E1,-5.578789234E0,2.997540474E0
4.796594040E-1,1.343416500E1,-5.559635639E0,2.851494312E0
4.896594040E-1,1.310137081E1,-5.550058842E0,2.734178305E0
4.996594040E-1,1.273266411E1,-5.557241440E0,2.616862535E0
5.096594040E-1,1.236156273E1,-5.574000835E0,2.497152328E0
5.196594040E-1,1.204552841E1,-5.602731228E0,2.355894566E0
5.296594040E-1,1.179653072E1,-5.636250019E0,2.214636564E0
5.396594040E-1,1.160499477E1,-5.679345608E0,2.070984364E0
5.496594040E-1,1.141345882E1,-5.710470200E0,1.958456993E0
5.596594040E-1,1.117643261E1,-5.715258598E0,1.853112102E0
5.696594040E-1,1.092025280E1,-5.722441196E0,1.731007814E0
5.796594040E-1,1.058745956E1,-5.741594791E0,1.534683347E0
5.896594040E-1,1.026424217E1,-5.760748386E0,1.309628367E0
5.996594040E-1,9.979331970E0,-5.751171589E0,1.034295082E0
6.096594040E-1,9.766247749E0,-5.743988991E0,7.757213712E-1
6.196594040E-1,9.603442192E0,-5.708076000E0,5.482721925E-1
6.296594040E-1,9.469367027E0,-5.645826817E0,3.734954596E-1
6.396594040E-1,9.368810654E0,-5.588366032E0,2.346317619E-1
6.496594040E-1,9.294589996E0,-5.566818237E0,1.101332754E-1
6.596594040E-1,9.227552414E0,-5.574000835E0,1.675941236E-2
6.696594040E-1,9.150938034E0,-5.581183434E0,-3.830722719E-2
6.796594040E-1,9.057564735E0,-5.581183434E0,-5.267243832E-2
6.896594040E-1,8.968978882E0,-5.585971832E0,-4.788403213E-2
6.996592370E-1,8.885181427E0,-5.583577633E0,-7.182605099E-3
7.096592370E-1,8.822932243E0,-5.597942829E0,5.027823523E-2
7.196592370E-1,8.763077736E0,-5.641038418E0,1.197100878E-1
7.296592370E-1,8.710405350E0,-5.708076000E0,1.819593310E-1
7.396592370E-1,8.681674957E0,-5.818209171E0,2.394201756E-1
7.496592370E-1,8.688857079E0,-5.933131218E0,2.944868207E-1
7.596592370E-1,8.696040154E0,-6.045658588E0,3.280056417E-1
7.696592370E-1,8.724770546E0,-6.194098949E0,3.208230138E-1
7.796592370E-1,8.775048256E0,-6.409577370E0,2.944868207E-1
7.896592370E-1,8.827720642E0,-6.668150902E0,2.585737705E-1
7.996592370E-1,8.861239433E0,-7.015310287E0,1.747767180E-1
8.096592370E-1,8.837297440E0,-7.364863873E0,7.661445439E-2
8.196592370E-1,8.772654533E0,-7.786243439E0,-8.379705995E-2
8.296592370E-1,8.650549889E0,-8.198045731E0,-3.040636182E-1
8.396592370E-1,8.368034363E0,-8.602665901E0,-6.943184733E-1
8.496592370E-1,8.166921616E0,-8.942642212E0,-1.098938584E0
8.596592370E-1,8.217199326E0,-9.229947090E0,-1.460463047E0
8.696592370E-1,8.535628319E0,-9.352050781E0,-1.668758631E0
8.796592370E-1,9.129390717E0,-9.270648003E0,-1.656787634E0
8.896592370E-1,9.900322914E0,-9.095871925E0,-1.486799240E0
8.996592370E-1,1.066167927E1,-8.808567047E0,-1.127668977E0
9.096592370E-1,1.120995140E1,-8.468590736E0,-7.134721279E-1
9.196592370E-1,1.133205605E1,-8.075942039E0,-2.178723514E-1
9.296592370E-1,1.117164421E1,-7.779060364E0,1.987187415E-1
9.396592370E-1,1.061379528E1,-7.568370819E0,4.836287498E-1
9.496592370E-1,9.955389977E0,-7.417536259E0,6.416460276E-1
9.596592370E-1,9.225158691E0,-7.309797287E0,6.344634295E-1
9.696592370E-1,8.602665901E0,-7.233182430E0,5.554547906E-1
9.796592370E-1,8.142979622E0,-7.178115845E0,3.758896589E-1
9.896598700E-1,7.874828815E0,-7.106289864E0,1.675941199E-1
9.996599030E-1,7.803002834E0,-7.027281284E0,-1.915361360E-2
1.009659903E0,7.822156429E0,-6.960243702E0,-1.628057212E-1
1.019659903E0,7.874828815E0,-6.893206120E0,-2.633621991E-1
1.029659903E0,7.932289600E0,-6.833351135E0,-3.136404157E-1
1.039659903E0,7.977779388E0,-6.802226067E0,-3.064578176E-1
1.049660103E0,8.006509781E0,-6.795043468E0,-2.657563984E-1
1.059660103E0,7.956231594E0,-6.802226067E0,-1.747767180E-1
