"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.197558500E-2,1.367089152E0,3.924096584E0,9.411906242E0
2.197558500E-2,1.450886250E0,3.849876404E0,9.682451248E0
3.197558500E-2,1.608903527E0,3.957615376E0,1.001524544E1
4.197558500E-2,1.800439715E0,4.072536945E0,1.027381897E1
5.197558500E-2,2.013523579E0,4.082113743E0,1.037437534E1
6.197583500E-2,2.140416384E0,4.017470360E0,1.028818417E1
7.197583500E-2,2.008735180E0,3.983951569E0,1.009185982E1
8.197583500E-2,1.790862918E0,3.971980572E0,9.933841705E0
9.197583500E-2,1.616086125E0,3.995922565E0,9.876380920E0
1.019758350E-1,1.482010841E0,3.993528366E0,9.811738014E0
1.119758350E-1,1.398213744E0,3.960009575E0,9.653720856E0
1.219758350E-1,1.312022567E0,3.952826977E0,9.450213432E0
1.319758350E-1,1.154005170E0,3.962403774E0,9.162909508E0
1.419758350E-1,9.888052940E-1,3.974374771E0,8.873210907E0
1.519758350E-1,7.589619160E-1,4.055777550E0,8.609848976E0
1.619758350E-1,6.392518282E-1,4.249708176E0,8.487744331E0
1.719758350E-1,6.679822803E-1,4.529829502E0,8.549993515E0
1.819758350E-1,7.493851185E-1,4.750096321E0,8.688857079E0
1.919758350E-1,8.451532125E-1,4.702212334E0,8.595483780E0
2.019758350E-1,1.010353088E0,4.568136692E0,8.327332497E0
2.119758350E-1,1.036689281E0,4.443638325E0,8.056788445E0
2.219758350E-1,9.696516991E-1,4.383783340E0,7.805397034E0
2.319758350E-1,9.744400978E-1,4.386177540E0,7.474997044E0
2.419758350E-1,1.154005170E0,4.517858505E0,7.209240437E0
2.519758350E-1,1.273715258E0,4.721365929E0,7.067982674E0
2.619758350E-1,1.479616642E0,4.769249916E0,6.943484306E0
2.719758350E-1,1.707065821E0,4.429273129E0,6.677727699E0
2.819758350E-1,1.644816518E0,3.902548790E0,6.627449512E0
2.919758350E-1,1.271321058E0,3.660734415E0,7.211634636E0
3.019758350E-1,8.714894056E-1,3.488351822E0,7.867646217E0
3.119758690E-1,9.074024558E-1,3.078943491E0,8.674491882E0
3.219755350E-1,9.241618514E-1,2.456450939E0,9.466972351E0
3.319755350E-1,1.101332784E0,2.252943754E0,1.024269390E1
3.419755350E-1,1.266532660E0,2.257732153E0,1.072392845E1
3.519755350E-1,1.458068848E0,2.394201756E0,1.083645630E1
3.619755010E-1,1.501164436E0,2.521094322E0,1.059703636E1
3.719755010E-1,1.328781962E0,2.681505919E0,1.010143661E1
3.819755010E-1,1.084573388E0,2.839523315E0,9.680056572E0
3.919755010E-1,7.254431248E-1,2.817975283E0,9.548376083E0
4.019755010E-1,7.972691655E-1,2.810792685E0,9.517251015E0
4.119755010E-1,1.295263171E0,2.758120298E0,9.591471672E0
4.219755010E-1,1.956062794E0,2.652775526E0,9.732728958E0
4.319755010E-1,2.650381327E0,2.676717520E0,1.012777233E1
4.419755010E-1,3.126827478E0,2.820369720E0,1.050126839E1
4.519755010E-1,3.603273630E0,3.157952070E0,1.008946514E1
4.619755010E-1,3.770867586E0,3.359065056E0,9.344868660E0
4.719755010E-1,3.655946016E0,3.617638826E0,8.621819496E0
4.819755010E-1,3.153163671E0,4.019864559E0,8.133402824E0
4.919755010E-1,2.398990154E0,4.199429989E0,7.743147373E0
5.019755010E-1,1.812410712E0,3.914519787E0,7.525275230E0
5.119755010E-1,1.642422318E0,3.074155092E0,8.724770546E0
5.219755010E-1,1.647210717E0,2.726995707E0,9.510068893E0
