"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.744416663E-3,-4.088120759E-1,5.468541011E-2,-2.587123215E-1
1.669741666E-2,-3.357383907E-1,-3.714917228E-2,-2.305999845E-1
2.665041666E-2,-2.343786061E-1,-9.076768160E-2,-1.749743521E-1
3.660441667E-2,-1.380483359E-1,-9.175624698E-2,-1.032820493E-1
4.655741667E-2,-6.464838982E-2,-4.007081687E-2,-1.478825323E-2
5.651041667E-2,-1.616261154E-2,5.263914913E-2,7.487931848E-2
6.646441668E-2,2.936061937E-3,1.566584259E-1,1.420280635E-1
7.641741668E-2,2.533924300E-3,2.481321543E-1,1.779778153E-1
8.637041668E-2,-1.910431311E-2,3.038058281E-1,1.814265102E-1
9.632341668E-2,-5.269636214E-2,3.152212203E-1,1.357924491E-1
1.062774167E-1,-1.008546874E-1,3.038622141E-1,5.585830659E-2
1.162304167E-1,-1.487034410E-1,2.628961205E-1,-3.168805689E-2
1.261834167E-1,-1.710913926E-1,2.066483051E-1,-8.322677761E-2
1.361364167E-1,-1.691773683E-1,1.564826071E-1,-9.247220308E-2
1.460904167E-1,-1.425759047E-1,1.071944758E-1,-7.013130188E-2
1.560434167E-1,-1.037512720E-1,5.752012879E-2,-2.851968259E-2
1.659964167E-1,-7.151748985E-2,8.396510035E-3,2.365918644E-2
1.759494167E-1,-5.271956325E-2,-5.375767499E-2,7.042802125E-2
1.859034167E-1,-5.110148713E-2,-1.104650721E-1,9.204947948E-2
1.958564167E-1,-7.010953128E-2,-1.504010260E-1,6.703706831E-2
2.058094167E-1,-1.085854843E-1,-1.663008034E-1,-2.136011608E-3
2.157634167E-1,-1.546522975E-1,-1.738141179E-1,-1.033297405E-1
2.257164167E-1,-2.090911269E-1,-1.794883460E-1,-2.533824742E-1
2.356694167E-1,-2.661648095E-1,-1.738560200E-1,-4.432424307E-1
2.456224167E-1,-3.138797879E-1,-2.231949717E-1,-6.566401124E-1
2.555764167E-1,-3.344505727E-1,-4.718069136E-1,-8.559042215E-1
2.655294167E-1,-4.148780704E-1,-6.071211100E-1,-1.121050715E0
2.754824167E-1,-5.305311680E-1,-7.901012897E-1,-1.247051835E0
2.854354167E-1,-7.399294972E-1,-1.183396935E0,-1.239261508E0
2.953894167E-1,-1.022257805E0,-1.435262203E0,-1.304976106E0
3.053424167E-1,-1.213621140E0,-1.374898553E0,-1.269068956E0
3.152954167E-1,-1.252781391E0,-1.172741532E0,-1.117625356E0
3.252494167E-1,-1.209857583E0,-9.815189242E-1,-1.035579085E0
3.352024167E-1,-1.177685499E0,-7.150328755E-1,-1.056312323E0
3.451554167E-1,-1.133139253E0,-4.788095653E-1,-1.104922295E0
3.551084167E-1,-1.042938828E0,-5.287696719E-1,-1.112020493E0
3.650624167E-1,-9.616926312E-1,-7.710774541E-1,-1.078793287E0
3.750154167E-1,-9.754893780E-1,-1.169207335E0,-9.967694879E-1
3.849684167E-1,-1.145404696E0,-1.626274824E0,-8.971262574E-1
3.949214167E-1,-1.527424455E0,-1.970684648E0,-8.825326562E-1
4.048754167E-1,-1.993616343E0,-2.017548323E0,-9.952214360E-1
4.148284167E-1,-2.447973728E0,-1.516792417E0,-1.121261001E0
4.247814167E-1,-2.944377899E0,-5.485767126E-1,-1.198085904E0
4.347354167E-1,-3.381856918E0,2.950692475E-1,-1.241731405E0
4.446884167E-1,-3.751636744E0,7.492487431E-1,-1.291614056E0
4.546414167E-1,-3.936552286E0,6.699435115E-1,-1.288129330E0
4.645944167E-1,-3.792291403E0,-4.994901270E-2,-1.114312887E0
4.745484167E-1,-3.277350187E0,-1.099692583E0,-6.885965466E-1
4.845014167E-1,-2.463579893E0,-1.937583447E0,-1.111279652E-1
4.944544167E-1,-1.620167136E0,-2.244653940E0,3.912073076E-1
5.044074167E-1,-8.944340348E-1,-1.958885074E0,6.635648608E-1
5.143614167E-1,-3.521135747E-1,-1.141120791E0,7.171146274E-1
5.243144167E-1,8.247584105E-2,-1.197435632E-1,6.894721389E-1
5.342674167E-1,4.412222803E-1,1.264971048E-1,5.541465282E-1
5.442214167E-1,5.680586100E-1,-4.190230072E-1,2.900508344E-1
5.541744167E-1,3.734675646E-1,-1.491511583E0,-1.232150197E-1
5.641274167E-1,3.011921234E-2,-2.542597771E0,-4.271661639E-1
5.740804167E-1,-2.152726948E-1,-3.258792877E0,-3.186125159E-1
5.840344167E-1,-2.786974013E-1,-3.403630495E0,2.228552848E-1
5.939874167E-1,-1.851519942E-1,-3.337113857E0,9.756624699E-1
6.039404167E-1,1.323311478E-1,-3.180856228E0,1.758862138E0
6.138934167E-1,5.805345178E-1,-2.975978851E0,2.382993221E0
6.238474167E-1,1.116332293E0,-3.160026312E0,2.728011131E0
6.338004167E-1,1.535771728E0,-3.634688139E0,2.611234665E0
6.437534167E-1,1.671569109E0,-3.837449551E0,2.097535133E0
6.537071250E-1,1.582944512E0,-3.480693817E0,1.449367046E0
6.636601250E-1,1.453712344E0,-3.239099026E0,9.125441313E-1
6.736131250E-1,1.432407022E0,-3.493664980E0,7.223859429E-1
6.835661250E-1,1.515372038E0,-3.708105087E0,7.802580595E-1
6.935201250E-1,1.559046030E0,-3.706118822E0,8.786919713E-1
7.034731250E-1,1.466517091E0,-3.840678215E0,8.588672280E-1
7.134261250E-1,1.233958721E0,-4.222429276E0,9.430761337E-1
7.233791250E-1,8.911678195E-1,-4.662182808E0,1.215262413E0
7.333331250E-1,6.170651913E-1,-5.284542561E0,1.565045714E0
7.432861250E-1,7.455263138E-1,-6.415983677E0,2.056885481E0
7.532391250E-1,1.353107572E0,-6.993476868E0,2.422304153E0
7.631931250E-1,2.319757700E0,-7.125494480E0,2.466126442E0
7.731461250E-1,3.151345253E0,-7.296197891E0,2.207775354E0
7.830991250E-1,3.564526320E0,-7.659683704E0,1.824999809E0
7.930521250E-1,3.573721886E0,-7.600567818E0,1.471665978E0
8.030061250E-1,3.226287603E0,-6.947298527E0,1.265128732E0
8.129591250E-1,2.594624043E0,-5.947391987E0,1.294579029E0
8.229121250E-1,1.814615607E0,-4.857721806E0,1.515124202E0
8.328651250E-1,9.727109671E-1,-3.700749874E0,1.762974977E0
