"event","experiment time","system time","system time text"
"START",0.000000000E0,1734350327.725,"2024-12-16 12:58:47.725 UTC+01:00"
"PAUSE",1.737425074E1,1734350345.099,"2024-12-16 12:59:05.099 UTC+01:00"
