"event","experiment time","system time","system time text"
"START",0.000000000E0,1734012412.657,"2024-12-12 15:06:52.657 UTC+01:00"
"PAUSE",1.605191676E1,1734012428.709,"2024-12-12 15:07:08.709 UTC+01:00"
