"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.734354640221312E9,"2024-12-16 14:10:40.221 UTC+01:00"
"PAUSE",1.476572708331514E1,1.734354654987016E9,"2024-12-16 14:10:54.987 UTC+01:00"
