"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.734355007864934E9,"2024-12-16 14:16:47.865 UTC+01:00"
"PAUSE",1.198157758335583E1,1.734355019846492E9,"2024-12-16 14:16:59.846 UTC+01:00"
