"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.090083329E-3,1.452858001E-1,3.509368282E-3,1.867323667E-1
1.104308333E-2,1.004301533E-1,-8.555236273E-3,2.020764053E-1
2.099708334E-2,6.373019516E-2,-5.654521286E-3,1.828206927E-1
3.095108335E-2,8.969561011E-2,3.987631761E-3,1.241020262E-1
4.090408335E-2,1.448281109E-1,6.847866811E-3,3.945158795E-2
5.085808336E-2,1.473796368E-1,-1.368971355E-2,1.040133461E-2
6.081208336E-2,1.094298512E-1,-4.421672970E-2,1.970322244E-2
7.076508336E-2,6.835675985E-2,-6.812825799E-2,4.853117839E-2
8.071908331E-2,1.888934150E-2,-7.756996155E-2,6.349654496E-2
9.067308332E-2,-6.087842397E-3,-6.942864507E-2,5.902854353E-2
1.006260833E-1,-7.105968893E-3,-4.608098418E-2,3.505929559E-2
1.105800833E-1,-1.623682678E-3,-2.479023673E-2,2.099468932E-2
1.205340833E-1,-1.761543378E-2,-1.645454392E-2,3.275175020E-2
1.304870833E-1,-3.864492476E-2,-4.134272039E-2,5.589469150E-2
1.404410833E-1,-3.525205329E-2,-4.276644439E-2,6.709861010E-2
1.503950834E-1,3.906202037E-3,-5.659914017E-2,8.397996426E-2
1.603480834E-1,8.879655972E-3,-6.115154549E-2,1.061816737E-1
1.703024167E-1,-1.419030502E-2,-7.445391268E-2,1.174649000E-1
1.802564167E-1,-3.554699197E-2,-9.853927791E-2,1.189136505E-1
1.902094167E-1,-5.374472216E-2,-1.000645682E-1,1.331644058E-1
2.001634167E-1,-6.549085677E-2,-9.609725326E-2,1.184416562E-1
2.101174167E-1,-5.281718075E-2,-7.977608591E-2,9.058433771E-2
2.200704167E-1,-4.212671891E-2,-6.369698793E-2,7.111316174E-2
2.300244167E-1,-4.133554175E-2,-5.346680060E-2,5.595795438E-2
2.399784166E-1,-4.311266914E-2,-5.653982237E-2,5.559922755E-2
2.499314166E-1,-1.220735162E-2,-4.517886415E-2,3.456163406E-2
2.598854167E-1,1.397977863E-2,-4.493198916E-2,6.769428402E-2
2.698394167E-1,1.358012203E-2,-6.448695064E-2,1.095747054E-1
2.797924167E-1,1.268663164E-2,-1.047480851E-1,1.484113187E-1
2.897464167E-1,3.404921293E-2,-9.624522179E-2,1.312893629E-1
2.997004167E-1,9.522122145E-2,-9.154155105E-2,5.594959855E-2
3.096534167E-1,1.528659314E-1,-6.642093509E-2,-3.018905222E-2
3.196074167E-1,2.339754254E-1,-3.362197429E-2,-1.777579263E-2
3.295614166E-1,3.779669404E-1,-4.717160761E-2,4.715766385E-2
3.395144166E-1,4.524150789E-1,-4.117763042E-2,8.028899133E-2
3.494684167E-1,4.736593962E-1,-3.647481650E-2,5.214726180E-2
3.594224167E-1,5.010651946E-1,1.570023783E-2,3.333762288E-2
3.693754167E-1,6.122455001E-1,9.885026515E-2,1.022864580E-1
3.793294167E-1,6.632543802E-1,1.070916876E-1,1.394293010E-1
3.892834167E-1,4.569337666E-1,-5.084320903E-2,7.799235731E-2
3.992364167E-1,2.130763531E-1,-2.563926280E-1,8.784029633E-4
4.091904167E-1,2.198072523E-1,-2.755987644E-1,1.781993546E-2
4.191444167E-1,2.676370740E-1,-1.802831590E-1,2.602646686E-2
4.290974167E-1,2.645981908E-1,-1.308131963E-1,-1.173949242E-2
4.390514166E-1,2.540704608E-1,-7.585753500E-2,-8.221723139E-3
4.490054167E-1,1.373160183E-1,-1.613453627E-1,-5.411673337E-2
4.589584167E-1,5.804516748E-2,-1.638415456E-1,-7.379243523E-2
4.689124167E-1,1.207820885E-2,-1.565556675E-1,-6.810658425E-2
4.788664167E-1,-4.137542844E-2,-1.701678783E-1,-1.144730151E-1
4.888194167E-1,-4.166565090E-2,-1.630256772E-1,-1.399591416E-1
4.987734167E-1,1.144949719E-2,-1.618925035E-1,-1.529396474E-1
5.087274167E-1,4.532304406E-2,-1.845875978E-1,-1.871105880E-1
5.186804167E-1,4.840299487E-2,-2.581779361E-1,-2.176349312E-1
5.286344167E-1,1.272910926E-2,-2.754938900E-1,-1.578149647E-1
5.385884166E-1,-2.360146865E-2,-2.903540730E-1,-4.035358131E-2
5.485414166E-1,-8.089707047E-2,-2.816488445E-1,8.550546318E-2
5.584954167E-1,-1.481086016E-1,-2.610367835E-1,1.572526097E-1
5.684494167E-1,-1.804146618E-1,-2.543789148E-1,1.394057423E-1
5.784024167E-1,-1.567231864E-1,-2.110929787E-1,7.804065198E-2
5.883564167E-1,-7.682070136E-2,-1.350938529E-1,-2.609479055E-2
5.983104167E-1,2.426650375E-2,-5.070226267E-2,-1.321543902E-1
6.082634167E-1,1.010630727E-1,7.758263499E-3,-2.295141667E-1
6.182174167E-1,1.488601565E-1,5.039175972E-3,-3.848374486E-1
6.281714167E-1,1.601556987E-1,-1.382505894E-2,-5.793475509E-1
6.381244166E-1,1.409071684E-1,6.445857696E-3,-7.427023649E-1
6.480784166E-1,9.978551418E-2,6.393579300E-3,-8.804695010E-1
6.580324167E-1,5.624575540E-2,-2.730845846E-2,-9.610892534E-1
6.679854167E-1,1.466878597E-2,-2.918623574E-2,-9.528053999E-1
6.779394167E-1,8.552358486E-4,-6.996668875E-2,-8.774038553E-1
6.878934167E-1,8.639438078E-3,-9.896469861E-2,-7.264567018E-1
6.978464167E-1,-1.403874718E-3,-1.143910587E-1,-5.368736982E-1
7.078004167E-1,-2.410547063E-2,-1.792172641E-1,-3.632011116E-1
7.177544167E-1,-4.797298461E-2,-2.669250369E-1,-2.613825798E-1
7.277074167E-1,-7.096397877E-2,-3.496742547E-1,-2.407527864E-1
7.376614166E-1,-9.669277817E-2,-3.709068596E-1,-3.084047735E-1
7.476154167E-1,-1.081207320E-1,-3.672595322E-1,-4.333433211E-1
7.575684167E-1,-1.084861159E-1,-4.279923737E-1,-5.870229006E-1
7.675224167E-1,-3.272999823E-2,-4.248781502E-1,-6.935756803E-1
7.774764167E-1,2.525367588E-2,-4.612883627E-1,-6.846924424E-1
7.874294167E-1,6.111239269E-2,-4.928725660E-1,-5.879446864E-1
7.973834167E-1,7.760933787E-2,-5.391390920E-1,-4.609251618E-1
8.073374167E-1,9.318537265E-2,-5.471780896E-1,-3.423843980E-1
8.172904167E-1,1.403909624E-1,-5.616561174E-1,-2.700433731E-1
8.272444167E-1,1.787246466E-1,-5.052654147E-1,-2.561336160E-1
8.371984166E-1,1.838131547E-1,-4.259386361E-1,-3.122451007E-1
8.471514166E-1,1.678395271E-1,-3.511951864E-1,-3.986302912E-1
8.571054167E-1,1.293278337E-1,-3.547140360E-1,-5.502166152E-1
8.670594167E-1,1.048570424E-1,-3.404266834E-1,-6.884540319E-1
8.770124167E-1,8.637230843E-2,-3.485352099E-1,-7.716857791E-1
8.869664167E-1,9.865152091E-2,-3.988485336E-1,-7.411026955E-1
8.969204167E-1,1.256823391E-1,-4.412460625E-1,-6.298661828E-1
9.068734167E-1,1.515435874E-1,-4.590496421E-1,-4.989705384E-1
9.168274167E-1,1.572912186E-1,-4.289953411E-1,-3.858474493E-1
9.267814167E-1,1.724334806E-1,-3.829491436E-1,-3.353607655E-1
9.367344167E-1,1.833982468E-1,-3.035522997E-1,-3.487655222E-1
9.466884166E-1,1.626022160E-1,-2.084677964E-1,-4.230286181E-1
9.566424167E-1,1.049256027E-1,-1.349752098E-1,-5.348206758E-1
