"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.090083329E-3,9.373726230E-4,5.835965610E-1,-1.276955885E-1
1.104308333E-2,-4.813058820E-2,3.853443754E-1,-1.863256198E-1
2.099708334E-2,2.999167557E-2,-1.849357367E-2,2.044736230E-1
3.095108335E-2,5.160833848E-2,-2.741461211E-1,7.953616619E-2
4.090408335E-2,-1.213191450E-1,-1.307022268E-1,3.331861337E-2
5.085808336E-2,-1.907541548E-1,2.618383169E-3,-7.538405836E-2
6.081208336E-2,-1.725995734E-2,-2.989973724E-2,-3.095515966E-3
7.076508336E-2,1.719075555E-1,-8.467937708E-3,9.146214724E-2
8.071908331E-2,2.206037521E-1,1.577707422E-1,1.490180451E-1
9.067308332E-2,1.157391654E-1,1.632653707E-1,1.651622075E-1
1.006260833E-1,1.831916219E-2,5.213143587E-2,1.158280796E-1
1.105800833E-1,-5.518914593E-2,1.206689894E-2,2.117978682E-2
1.205340833E-1,5.101664593E-2,1.870173454E-2,1.647745599E-2
1.304870833E-1,1.860735865E-1,2.328185856E-2,1.155824965E-1
1.404410833E-1,1.336298545E-1,-1.984544992E-2,1.170443004E-1
1.503950834E-1,6.379913444E-2,2.851043880E-2,3.623519540E-2
1.603480834E-1,5.950872168E-2,3.184978366E-2,-9.702401876E-2
1.703024167E-1,1.361223216E-1,-4.454291940E-2,-7.762705028E-2
1.802564167E-1,1.271411628E-1,-3.318587244E-2,3.710408708E-2
1.902094167E-1,4.439630046E-2,-9.064353704E-3,-4.632983307E-2
2.001634167E-1,-8.827872204E-2,-1.665111601E-2,-2.468461473E-2
2.101174167E-1,-1.328923014E-1,3.514410496E-2,5.761257014E-3
2.200704167E-1,-1.490370851E-1,1.277476287E-1,-2.989101210E-3
2.300244167E-1,-2.109529227E-1,7.675113738E-2,2.607623836E-2
2.399784166E-1,-1.296581881E-1,6.960350096E-2,4.238647540E-2
2.499314166E-1,-9.631789438E-2,1.032723534E-1,8.729835411E-2
2.598854167E-1,8.117488492E-3,1.046131200E-1,1.173834389E-1
2.698394167E-1,2.903285097E-2,2.274677986E-1,1.265711689E-1
2.797924167E-1,-2.507041220E-2,2.660483122E-1,1.428077265E-1
2.897464167E-1,5.776036765E-2,1.745949358E-1,1.319278032E-1
2.997004167E-1,8.721681286E-2,1.389608341E-1,-2.447760960E-2
3.096534167E-1,-3.125721221E-1,1.801071060E-1,-3.143988927E-2
3.196074167E-1,-4.371193504E-1,1.591261268E-1,-1.152398497E-1
3.295614166E-1,-1.183040830E-1,1.135084891E-1,7.364100337E-2
3.395144166E-1,3.212299116E-1,3.050200045E-1,-1.063409722E-1
3.494684167E-1,2.883931179E-1,1.172729266E-1,-8.058163921E-2
3.594224167E-1,8.104635581E-2,-8.019339323E-2,3.186217976E-1
3.693754167E-1,4.002240043E-2,-8.489046156E-2,3.353822931E-1
3.793294167E-1,1.111382837E-1,-6.924272776E-3,1.841487380E-1
3.892834167E-1,1.679364555E-1,7.014729202E-2,1.057141872E-1
3.992364167E-1,7.341325432E-3,4.002261239E-1,5.260037891E-1
4.091904167E-1,-3.373249574E-1,9.105079561E-1,1.234894524E0
4.191444167E-1,-1.113830993E-1,8.560037202E-1,5.608976332E-1
4.290974167E-1,-4.693581931E-2,4.939692700E-1,-2.004753335E-1
4.390514166E-1,-1.228778117E-1,2.968561220E-1,2.931268044E-1
4.490054167E-1,-1.657674674E-2,1.989994597E-1,2.812183650E-1
4.589584167E-1,2.138124304E-1,3.964622712E-1,4.304556441E-1
4.689124167E-1,3.472733004E-1,3.890427393E-1,5.272375882E-1
4.788664167E-1,1.613950657E-1,1.486724746E-1,2.867777880E-1
4.888194167E-1,-5.900158536E-2,5.422690254E-1,5.998786446E-1
4.987734167E-1,-2.214399040E-2,9.241489255E-1,4.649354323E-1
5.087274167E-1,-7.956233248E-4,9.334705567E-1,2.588204227E-2
5.186804167E-1,1.170841711E-1,7.426671392E-1,-2.167336263E-2
5.286344167E-1,2.639368278E-1,5.120441830E-1,3.164442214E-1
5.385884166E-1,4.880236018E-1,6.428633541E-1,2.940974422E-1
5.485414166E-1,5.705235755E-1,8.317389446E-1,3.441917447E-1
5.584954167E-1,4.477634756E-1,9.840764540E-1,4.881091905E-1
5.684494167E-1,1.061197099E-1,1.093767881E0,5.789374630E-1
5.784024167E-1,-4.588849528E-1,1.131956046E0,6.052592890E-1
5.883564167E-1,-8.318615900E-1,1.132868797E0,2.901283157E-1
5.983104167E-1,-7.366217029E-1,9.518436778E-1,1.384187973E-1
6.082634167E-1,-3.782196162E-1,8.379966348E-1,-5.803248245E-2
6.182174167E-1,-1.587602190E-1,7.769745076E-1,-2.933302875E-1
6.281714167E-1,-2.235792540E-3,4.781162989E-1,-7.246688247E-2
6.381244166E-1,1.361140076E-1,3.809946316E-1,3.067376241E-3
6.480784166E-1,1.747946913E-1,4.900405258E-1,-1.737916745E-2
6.580324167E-1,1.421637744E-1,6.004616851E-1,2.915526243E-1
6.679854167E-1,-6.605489887E-3,8.588361114E-1,5.478770169E-1
6.779394167E-1,9.896392392E-2,1.294966478E0,5.147198689E-1
6.878934167E-1,3.277884044E-1,1.540115672E0,5.748175514E-1
6.978464167E-1,4.745862252E-1,1.661181103E0,4.298217329E-1
7.078004167E-1,6.716227381E-1,1.695290251E0,4.160024965E-1
7.177544167E-1,5.740588751E-1,1.755050549E0,3.532560984E-1
7.277074167E-1,3.617691693E-1,1.707640155E0,6.933270179E-2
7.376614166E-1,2.036278233E-1,1.471697987E0,-8.694933929E-2
7.476154167E-1,1.998479273E-1,1.171139992E0,-1.754491774E-1
7.575684167E-1,3.532067991E-1,9.749325782E-1,-6.707458019E-2
7.675224167E-1,3.583906116E-1,9.581317735E-1,2.237577037E-1
7.774764167E-1,4.435253406E-1,1.168726847E0,-2.451609981E-1
7.874294167E-1,5.748616248E-1,1.379476286E0,-3.829812963E-2
7.973834167E-1,7.411676938E-1,1.554012750E0,9.392265558E-2
