"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
9.680623000E-3,5.466261864E0,5.612308025E0,6.134243965E0
1.969362300E-2,5.511751652E0,5.621884823E0,6.112696171E0
2.969262300E-2,5.509357452E0,5.650615215E0,6.139032364E0
3.969212300E-2,5.480627060E0,5.674557209E0,6.179733753E0
4.969178900E-2,5.406406879E0,5.684134007E0,6.222829342E0
5.969153900E-2,5.351340294E0,5.696105003E0,6.234800339E0
6.969133900E-2,5.298667431E0,5.688922405E0,6.215646744E0
7.969117200E-2,5.284302235E0,5.676951408E0,6.196493149E0
8.969102900E-2,5.322609425E0,5.674557209E0,6.148609161E0
9.969090400E-2,5.375282288E0,5.664980412E0,6.093542576E0
1.096907920E-1,5.420772076E0,5.667374611E0,6.064812183E0
1.196906920E-1,5.454290867E0,5.657797813E0,6.031293392E0
1.296906010E-1,5.461473465E0,5.624279022E0,5.985803604E0
1.396905170E-1,5.413589478E0,5.593154430E0,5.976226807E0
1.496904400E-1,5.322609425E0,5.595548630E0,5.997774601E0
1.596903680E-1,5.265148640E0,5.621884823E0,6.021716595E0
1.696903010E-1,5.243600845E0,5.643432617E0,6.043264389E0
1.796902380E-1,5.253177643E0,5.664980412E0,6.052841187E0
1.896901790E-1,5.305850029E0,5.696105003E0,6.069600582E0
1.996901230E-1,5.353734493E0,5.717652798E0,6.100725174E0
2.096900700E-1,5.375282288E0,5.727229595E0,6.143820763E0
2.196900200E-1,5.372888088E0,5.741594791E0,6.201281548E0
2.296899720E-1,5.344157696E0,5.763142586E0,6.280290127E0
2.396899260E-1,5.332186222E0,5.784690380E0,6.354510784E0
2.496898820E-1,5.344157696E0,5.813420773E0,6.431125164E0
2.596898400E-1,5.389647484E0,5.839757442E0,6.481403351E0
2.696898000E-1,5.456685066E0,5.854122639E0,6.505345345E0
2.796897610E-1,5.518934250E0,5.837363243E0,6.510133743E0
2.896897230E-1,5.557241440E0,5.775113583E0,6.495768547E0
2.996896870E-1,5.571606636E0,5.708076000E0,6.490980148E0
3.096896520E-1,5.540482044E0,5.645826817E0,6.512527943E0
3.196896180E-1,5.509357452E0,5.621884823E0,6.538864136E0
3.296896180E-1,5.504569054E0,5.674557209E0,6.553229332E0
3.396896180E-1,5.523722649E0,5.758354187E0,6.553229332E0
3.496896180E-1,5.540482044E0,5.832574844E0,6.524498940E0
3.596896180E-1,5.521328449E0,5.878064632E0,6.486191750E0
3.696896180E-1,5.449502468E0,5.921160221E0,6.435913563E0
3.796896180E-1,5.327397823E0,5.973832607E0,6.392817974E0
3.896896180E-1,5.169380665E0,6.021716595E0,6.352116585E0
3.996896180E-1,4.994604111E0,6.048052788E0,6.306626320E0
4.096896180E-1,4.802768707E0,6.024110794E0,6.249165535E0
4.196896180E-1,4.635174274E0,5.976226807E0,6.198887348E0
4.296896180E-1,4.513070107E0,5.921160221E0,6.174945354E0
4.396896180E-1,4.431667328E0,5.880458832E0,6.162974358E0
4.496896180E-1,4.412513733E0,5.890035629E0,6.179733753E0
4.596896180E-1,4.434061527E0,5.937919617E0,6.208464146E0
4.696896180E-1,4.510675907E0,6.062417984E0,6.256348133E0
4.796896180E-1,4.623203278E0,6.222829342E0,6.294655323E0
4.896896180E-1,4.809951305E0,6.431125164E0,6.330568790E0
4.996896180E-1,5.054459095E0,6.656179905E0,6.392817974E0
5.096896180E-1,5.260360241E0,6.814197540E0,6.519710541E0
