"event","experiment time","system time","system time text"
"START",0.000000000E0,1734350741.759,"2024-12-16 13:05:41.759 UTC+01:00"
"PAUSE",1.213734515E1,1734350753.896,"2024-12-16 13:05:53.896 UTC+01:00"
