"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.888377300E-2,-1.101966202E-2,-9.127616882E-3,2.146840543E-1
6.589262300E-2,5.157146603E-2,-4.939174652E-2,-3.119890690E-1
8.288556400E-2,-7.809357718E-3,-2.727317810E-2,-9.789865464E-2
9.990419100E-2,2.891790681E-2,-3.862094879E-2,4.653223604E-2
1.169111890E-1,-4.519656301E-2,4.055023193E-3,7.738567591E-1
1.339047300E-1,-7.756589353E-2,-3.795146942E-2,-1.051467359E-1
1.509249220E-1,-7.317681611E-2,-4.007053375E-2,8.261265159E-1
1.679271620E-1,1.904253960E-1,-3.743648529E-2,-8.977881074E-2
1.849447600E-1,1.084006056E-1,-2.864551544E-2,-9.653415680E-1
2.019379860E-1,-8.488097787E-2,-5.173683167E-3,-2.243991792E-1
2.189444970E-1,8.366378397E-2,-3.412723541E-2,-1.201688200E-1
2.359522590E-1,1.296937317E-1,-4.119014740E-2,-7.149395347E-1
2.529572440E-1,2.677906118E-2,-3.355026245E-2,-4.108387828E-1
2.699618720E-1,-2.418330312E-1,-9.165763855E-3,9.398809075E-1
2.869677220E-1,-1.644201279E-1,-8.080482483E-3,9.644362926E-1
3.039734200E-1,1.123008281E-1,-3.159332275E-2,-1.983644962E0
3.209761550E-1,-8.472010493E-1,-7.961273193E-2,-7.256214619E-1
3.379816300E-1,-4.273180664E-1,-2.490139008E-2,1.170839071E-1
3.549905820E-1,3.320469558E-1,-7.372856140E-3,3.023905158E-1
3.719963800E-1,3.001473546E-1,1.963996887E-2,1.852130175E0
3.890051600E-1,-2.778110206E-1,3.983592987E-2,-2.076248646E0
4.059947840E-1,-5.770592093E-1,3.104496002E-2,9.682826996E-1
4.230103070E-1,-1.336896539E0,6.036424637E-1,8.093205094E-1
4.400195140E-1,-2.865721941E0,1.093849182E0,1.116802454E0
4.570262280E-1,-5.206605434E0,4.254255295E-1,-6.907548904E0
4.740331970E-1,-8.300161362E-1,3.914813995E-1,3.115320206E-1
4.910368400E-1,1.554213524E0,-1.302430153E0,2.825520635E-1
5.080542560E-1,1.259759426E0,-7.514362335E-1,1.237570524E0
5.250492810E-1,-8.993006945E-1,3.593311310E-1,1.189851522E0
5.420542050E-1,-3.016324639E-1,1.179737091E0,9.514894485E-1
5.590469230E-1,-7.739025354E-1,2.095944405E0,8.915569186E-1
5.760686710E-1,-3.380687237E-1,1.377461433E0,2.483890951E-1
5.930757920E-1,-5.488331318E-1,1.297721863E0,-4.385351241E-1
6.100769830E-1,-5.814624429E-1,1.621114731E0,-3.710926771E-1
6.270740540E-1,-3.559136391E-2,1.710095406E0,-1.411762834E-2
6.440886210E-1,6.764364243E-1,1.519650459E0,1.866081655E-1
6.610977060E-1,9.499639273E-1,1.258440018E0,6.384204626E-1
6.780999650E-1,1.126625657E0,1.147819519E0,7.318467498E-1
6.951058650E-1,1.093596578E0,1.736139297E0,4.657001197E-1
7.121100770E-1,4.588978291E-1,2.143616676E0,2.671696544E-1
7.291184900E-1,1.491649151E-1,2.454289436E0,5.576592088E-1
7.461142890E-1,1.118034124E-1,2.631754875E0,5.612302423E-1
7.631264960E-1,3.802003860E-1,2.377573013E0,4.120436907E-1
7.801346850E-1,4.060139656E-1,2.498161316E0,2.925340831E-1
7.971415740E-1,2.477412224E-1,2.163872719E0,2.234069407E-1
8.141442180E-1,5.671656132E-1,1.105724335E0,-4.465374351E-2
8.311537900E-1,3.854715824E-1,1.166226387E0,-2.322157025E-1
8.481581360E-1,2.809805870E-1,1.055598259E0,-6.246626377E-2
8.651645650E-1,6.612420082E-2,5.166387558E-1,1.072082520E-1
8.821693870E-1,4.253864288E-3,1.550712585E-1,1.807652116E-1
8.991750130E-1,-9.294128418E-2,6.146430969E-2,1.611939669E-1
9.161807910E-1,-3.937697411E-2,-4.881267548E-1,-7.094997168E-2
9.331745350E-1,-2.191591263E-2,-7.975921631E-1,-3.319745660E-1
9.501922660E-1,-1.247448921E-1,-1.084639072E0,-1.614929736E-1
9.671850550E-1,1.055707932E-1,-1.514143944E0,-1.895419061E-1
9.842048920E-1,1.383590698E-1,-1.581279755E0,-1.388386488E-1
1.001207384E0,-3.237481117E-1,-1.526518822E0,1.007919312E-1
1.018215778E0,-5.562348366E-1,-1.533155918E0,2.996120453E-1
1.035221128E0,-8.650336266E-1,-1.022459030E0,4.476798475E-1
1.052230070E0,-7.771215439E-1,-1.642486572E0,4.459739029E-1
1.069233743E0,-4.897356033E-1,-2.365884304E0,2.050458789E-1
1.086222686E0,-7.250518799E-1,-1.583780766E0,2.734228969E-1
1.103244069E0,-1.387252808E0,-5.594301224E-1,5.089342594E-1
1.120250030E0,-8.747539520E-1,-1.335920811E0,2.498850226E-1
1.137257122E0,-2.052211761E-2,-1.487175465E0,1.123571396E-2
1.154261445E0,-2.093257904E-1,-7.198419571E-1,1.911884546E-1
1.171251038E0,-4.519906044E-1,-2.399563789E-1,3.039515018E-1
1.188269818E0,1.122870445E-1,-4.424858093E-1,7.843542099E-2
1.205279807E0,2.848315239E-1,-4.597315788E-1,-9.023296833E-2
1.222284549E0,-1.464385986E-1,-4.555368423E-2,-7.531905174E-2
