"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.734355213774134E9,"2024-12-16 14:20:13.774 UTC+01:00"
"PAUSE",1.128541654167930E1,1.734355225059532E9,"2024-12-16 14:20:25.060 UTC+01:00"
